College,Address,Degree Type,State/Country,Accreditation,Latitude,Longitude
Miami Dade College,"950 Northwest 20th Street, Suite 2201-1 Miami, Florida 33127-4693 ",Associate,Florida,Accredited,25.8082875,-80.3842442
Miami Dade College,"950 Northwest 20th Street, Suite 2201-1 Miami, Florida 33127-4693 United States",Baccalaureate,Florida,Accredited,25.8082875,-80.3842442
Miami Regional University,"700 South Royal Poinciana Boulevard, Suite 100 Miami Springs, Florida 33166 United States",Master's/Post-Master's Certificate,Florida,Accredited,25.8106858,-80.2695444
Miami Regional University,"700 South Royal Poinciana Boulevard, Suite 100 Miami Springs, Florida 33166 ",Baccalaureate,Florida,Accredited,25.8106858,-80.2695444
Miami Regional University,"700 South Royal Poinciana Boulevard, Suite 100 Miami Springs, Florida 33166 United States",Associate,Florida,Accredited,25.8106858,-80.2695444
Nexus University,"100 East Dania Beach Blvd Dania Beach, Florida 33004 ",Master's,Florida,Accredited,26.052205,-80.142775
Nexus University,"100 East Dania Beach Blvd Dania Beach, Florida 33004 ",Baccalaureate,Florida,Accredited,26.052205,-80.142775
North Florida College,"325 NW Turner Davis Drive Madison, Florida 32340 United States",Associate,Florida,Accredited,30.42920995,-81.72008381
North Florida College,"325 NW Turner Davis Drive Madison, Florida 32340 United States",Baccalaureate,Florida,Accredited,30.42920995,-81.72008381
Northwest Florida State College,"100 College Boulevard Niceville, Florida 32578 ",Associate,Florida,Accredited,30.533288,-86.501243
Palm Beach State College,"4200 Congress Avenue Lake Worth, Florida 33461 United States",Associate,Florida,Accredited,26.68605125,-80.29457589
Palm Beach State College,"4200 Congress Avenue Lake Worth, Florida 33461 United States",Baccalaureate,Florida,Accredited,26.68605125,-80.29457589
Pasco-Hernando State College,"10230 Ridge Road New Port Richey, Florida 34654 United States",Associate,Florida,Accredited,28.3791105,-82.21611959
Pensacola State College,"5555 Highway 98 West, Building 3100, Room 3156 Pensacola, Florida 32507 ",Associate,Florida,Accredited,30.48006235,-87.20178225
Pensacola State College,"5555 West Highway 98, Bldg. 3100, Room 3156 Pensacola, Florida 32507-1097 ",Baccalaureate,Florida,Accredited,30.48006235,-87.20178225
Polk State College,"999 Avenue H NE Winter Haven, Florida 33881-4299 United States",Associate,Florida,Accredited,27.99010275,-81.89059472
Polk State College,"999 Avenue H NE Winter Haven, Florida 33881-4299 United States",Baccalaureate,Florida,Accredited,27.99010275,-81.89059472
Premiere International College,"2055 Central Avenue Fort Myers, Florida 33901 ",Associate,Florida,Accredited,26.63928369,-81.8650452
Rasmussen University - Central Pasco,"16418 State Road 54 Odessa, Florida 33556 ",Associate,Florida,Accredited,28.1868035,-82.5469892
Rasmussen University - Fort Myers,"9160 Forum Corporate Parkway, Suite 100 Fort Myers, Florida 33905 United States",Associate,Florida,Accredited,26.6272826,-81.8062274
Rasmussen University - Ocala,"1227 Southwest 17th Avenue Ocala, Florida 34471 United States",Associate,Florida,Accredited,29.14019125,-82.19723215
Rasmussen University - Tampa/Brandon,"330 Brandon Town Center Drive Brandon, Florida 33511 United States",Associate,Florida,Accredited,27.9369482,-82.32818452
Saint Petersburg College,"7200 66th Street North Pinellas Park, Florida 33781 ",Associate,Florida,Accredited,27.838061,-82.728572
Santa Fe College,"3000 NW 83rd Street Gainesville, Florida 32606-6200 ",Associate,Florida,Accredited,29.7760718,-82.05172747
Seminole State College of Florida,"850 South State Road 434 Altamonte Springs, Florida 32714 ",Associate,Florida,Accredited,28.6466663,-81.4166217
Seminole State College of Florida,"850 South State Road 434 Altamonte Springs, Florida 32714 United States",Baccalaureate,Florida,Accredited,28.6466663,-81.4166217
South Florida College of Nursing,"7955 Northwest 12th Street, Suite 308/302 Doral, Florida 33126 USA",Baccalaureate,Florida,Accredited,25.7832505,-80.3265787
South Florida College of Nursing,"7955 Northwest 12th Street, Suite 308/302 Doral, Florida 33126 USA",Associate,Florida,Accredited,25.7832505,-80.3265787
South Florida State College,"600 West College Drive Avon Park, Florida 33825-9356 ",Associate,Florida,Accredited,27.5696237,-81.50405633
South Florida State College,"600 West College Drive Avon Park, Florida 33825-9356 ",Baccalaureate,Florida,Accredited,27.5696237,-81.50405633
Southeastern College - Miami Lakes,"5875 NW 163rd Street Miami Lakes, Florida 33014 ",Associate,Florida,Accredited,25.9227226,-80.2963356
Southern Technical College - Fort Myers,"1685 Medical Lane Fort Myers, Florida 33907 United States",Associate,Florida,Accredited,26.5961467,-81.8778673
St. Johns River State College,"5001 St. Johns Avenue Palatka, Florida 32117 ",Associate,Florida,Accredited,29.64651865,-81.68164138
St. Johns River State College,"5001 St. Johns Avenue Palatka, Florida 32117 ",Baccalaureate,Florida,Accredited,29.64651865,-81.68164138
"State College of Florida, Manatee - Sarasota","5840 26th Street West Bradenton, Florida 34207 United States",Associate,Florida,Accredited,27.4380309,-82.5878925
"State College of Florida, Manatee - Sarasota","5840 26th Street West Bradenton, Florida 34207 ",Baccalaureate,Florida,Accredited,27.4380309,-82.5878925
Tallahassee Community College,"1528 Surgeons Drive Tallahassee, Florida 32308 United States",Associate,Florida,Accredited,30.4429211,-84.34104785
Tallahassee Community College,"1528 Surgeons Drive Tallahassee, Florida 32308 ",Baccalaureate,Florida,Accredited,30.4611206,-84.25665615
Taylor College,"2531 East Silver Spring Blvd Belleview, Florida 34470 ",Associate,Florida,Accredited,35.485772,-85.0193729
Valencia College,"1800 South Kirkman Road MC 4-14 Orlando, Florida 32802 United States",Associate,Florida,Accredited,28.5191782,-81.4603662
Abraham Baldwin Agricultural College,"ABAC 52, 2802 Moore Highway Tifton, Georgia 31793 United States",Associate,Georgia,Accredited,31.48502165,-83.5333475
Abraham Baldwin Agricultural College,"ABAC 52, 2802 Moore Highway Tifton, Georgia 31793 ",Baccalaureate,Georgia,Accredited,31.48502165,-83.5333475
Albany State University,"2400 Gillionville Road Albany, Georgia 31707 ",Baccalaureate,Georgia,Accredited,31.5845707,-84.2118625
Albany State University,"2400 Gillionville Road Albany, Georgia 31707 United States",Master's/Post-Master's Certificate,Georgia,Accredited,31.5678798,-84.14057937
Albany State University,"2400 Gillionville Road Albany, Georgia 31707 United States",Associate,Georgia,Accredited,31.5678798,-84.14057937
Albany Technical College,"1704 South Slappey Boulevard Albany, Georgia 31701 United States",Associate,Georgia,Accredited,31.55471915,-84.17641842
Athens Technical College,"800 US Highway 29 North Athens, Georgia 30601-1500 ",Associate,Georgia,Accredited,33.9905213,-83.33888955
Atlanta Technical College,"1560 Metropolitan Parkway Southwest Atlanta, Georgia 30310 ",Associate,Georgia,Accredited,33.7121834,-84.40471334
Augusta Technical College,"2260 Wrightsboro Road Augusta, Georgia 30904 United States",Associate,Georgia,Accredited,33.4184409,-82.04854582
Central Georgia Technical College,"80 Cohen Walker Drive Warner Robins, Georgia 31088 ",Associate,Georgia,Accredited,32.54626729,-83.67489597
Chattahoochee Technical College,"400 Nathan Dean Boulevard Dallas, Georgia 30132 ",Associate,Georgia,Accredited,33.911227,-84.826027
Coastal Pines Technical College,"1777 West Cherry Street Jesup, Georgia 31545 ",Associate,Georgia,Accredited,31.6220341,-81.9096722
College of Coastal Georgia,"One College Drive, Hargett Building Brunswick, Georgia 31520 ",Associate,Georgia,Accredited,31.1829103,-81.48394644
College of Coastal Georgia,"One College Drive, Health and Science Building, Office 217 Brunswick, Georgia 31520 ",Baccalaureate,Georgia,Accredited,31.1829103,-81.48394644
Columbus Technical College,"928 Manchester Expressway Columbus, Georgia 31904 ",Associate,Georgia,Accredited,32.5207108,-84.8991224
Dalton State College,"650 College Drive Dalton, Georgia 30720-3797 ",Associate,Georgia,Accredited,34.7748018,-85.0027239
Dalton State College,"650 College Drive Dalton, Georgia 30720 ",Baccalaureate,Georgia,Accredited,34.7748018,-85.0027239
Georgia Highlands College,"415 East Third Avenue Rome, Georgia 30161 United States",Associate,Georgia,Accredited,34.1709319,-85.2082918
Georgia Highlands College,"415 East Third Avenue Rome, Georgia 30161 ",Baccalaureate,Georgia,Accredited,34.1709319,-85.2082918
Georgia Northwestern Technical College,"265 Bicentennial Trail Rock Spring, Georgia 30739 United States",Associate,Georgia,Accredited,34.2244172,-85.17091367
Georgia State University,"555 North Indian Creek Drive Clarkston, Georgia 30021-2396 ",Associate,Georgia,Accredited,33.7535889,-84.38542087
Gordon State College,"419 College Drive Barnesville, Georgia 30204 ",Associate,Georgia,Accredited,33.0473406,-84.15156318
Gordon State College,"419 College Drive Barnesville, Georgia 30204 United States",Baccalaureate,Georgia,Accredited,33.0473406,-84.15156318
Gwinnett Technical College,"5150 Sugarloaf Parkway Lawrenceville, Georgia 30043 United States",Associate,Georgia,Accredited,33.96327355,-84.06729208
LaGrange College,"601 Broad Street LaGrange, Georgia 30240-2999 ",Baccalaureate,Georgia,Accredited,33.03381105,-85.04675028
Lanier Technical College,"2535 Lanier Tech Drive Gainesville, Georgia 30507 ",Associate,Georgia,Accredited,34.3296069,-83.77679847
Middle Georgia State University,"100 University Parkway Macon, Georgia 31206-5145 ",Associate,Georgia,Accredited,32.80878545,-83.73527177
Middle Georgia State University,"100 University Parkway Macon, Georgia 31206-5145 ",Baccalaureate,Georgia,Accredited,32.80878545,-83.73527177
Middle Georgia State University,"100 University Parkway Macon, Georgia 31206-5145 United States",Master's/Post-Master's Certificate,Georgia,Accredited,32.80878545,-83.73527177
North Georgia Technical College,"1500 Highway 197 North Clarkesville, Georgia 30523 United States",Associate,Georgia,Accredited,34.6406521,-83.5307266
Oconee Fall Line Technical College,"1189 Deepstep Road Sandersville, Georgia 31082 United States",Associate,Georgia,Accredited,32.99656255,-82.84010872
Piedmont University,"1021 Central Avenue, PO Box 10 Demorest, Georgia 30535 ",Baccalaureate,Georgia,Accredited,34.57027745,-83.54171068
South Georgia State College,"100 West College Park Drive Douglas, Georgia 31533-5098 ",Associate,Georgia,Accredited,31.4961025,-82.85494213
South Georgia State College,"100 West Collee Park Drive Douglas, Georgia 31533-5098 ",Baccalaureate,Georgia,Accredited,31.4961025,-82.85494213
Southeastern Technical College,"3001 East First Street Vidalia, Georgia 30474 ",Associate,Georgia,Accredited,32.2038886,-82.36595774
Southern Crescent Technical College,"501 Varsity Road Griffin, Georgia 30223 United States",Associate,Georgia,Accredited,33.2545013,-84.28888456
Southern Regional Technical College,"15689 US Highway 19 North Thomasville, Georgia 31792 ",Associate,Georgia,Accredited,31.1987466,-83.76549903
Thomas University,"1501 Millpond Road Thomasville, Georgia 31792 ",Baccalaureate,Georgia,Accredited,30.8151379,-83.96435262
Thomas University,"1501 Millpond Road Thomasville, Georgia 31792 United States",Master's/Post-Master's Certificate,Georgia,Accredited,30.8151379,-83.96435262
University of North Georgia,"159 Sunset Drive Dahlonega, Georgia 30597 United States",Baccalaureate,Georgia,Accredited,34.52834085,-83.99036038
University of North Georgia,"159 Sunset Drive Dahlonega, Georgia 30597 United States",Master's/Post-Master's Certificate,Georgia,Accredited,34.52834085,-83.99036038
University of North Georgia,"159 Sunset Drive Dahlonega, Georgia 30597 United States",Clinical Doctorate,Georgia,Accredited,34.52834085,-83.99036038
West Georgia Technical College,"176 Murphy Campus Boulevard Waco, Georgia 30182 United States",Associate,Georgia,Accredited,33.6893583,-85.1800104
Wiregrass Georgia Technical College,"4089 Val Tech Road Valdosta, Georgia 31602 United States",Associate,Georgia,Accredited,30.8893931,-83.35514202
Hawaii Community College,"1175 Manono Street Hilo, Hawaii 96720 United States",Associate,Hawaii,Accredited,19.73950915,-156.0124063
Kapiolani Community College,"4303 Diamond Head Road, Kopiko 201 Honolulu, Hawaii 96816 ",Associate,Hawaii,Accredited,21.2704348,-157.8027512
University of Hawaii - Kauai Community College,"3-1901 Kaumuali'i Highway Lihu-e, Hawaii 96766-9591 United States",Associate,Hawaii,Accredited,21.9690554,-159.398894
University of Hawaii at Hilo,"200 West Kawili Street, UCB 239 Hilo, Hawaii 96720-4091 United States",Baccalaureate,Hawaii,Accredited,19.6997848,-155.0874732
University of Hawaii Maui College,"310 W. Ka-ahumanu Avenue Kahului, Hawaii 96732 United States",Associate,Hawaii,Accredited,20.82575535,-156.9209546
Carrington College - Boise,"1122 North Liberty Street Boise, Idaho 83704 ",Associate,Idaho,Accredited,43.6152635,-116.2605984
College of Eastern Idaho,"1600 South 25th East Idaho Falls, Idaho 83404-5788 ",Associate,Idaho,Accredited,43.485678,-111.9865311
College of Southern Idaho,"315 Falls Avenue Twin Falls, Idaho 83301 ",Associate,Idaho,Accredited,42.5836002,-114.4723636
College of Western Idaho,"2407 Caldwell Blvd Nampa, Idaho 83651 ",Associate,Idaho,Accredited,43.60978155,-116.6110921
Idaho State University,"921 South 8th Avenue, Stop 8380 Pocatello, Idaho 83209-8380 ",Associate,Idaho,Accredited,42.86256695,-112.4321627
North Idaho College,"1000 West Garden Avenue Coeur d'Alene, Idaho 83814-2199 ",Associate,Idaho,Accredited,47.67836725,-116.7971286
St. Luke's Health System,"190 E Bannock Boise, Idaho 83712 United States",Transition-to-Practice,Idaho,Accredited,43.6128631,-116.1934307
Ambria College of Nursing,"5210 Trillium Boulevard Hoffman Estates, Illinois 60192 ",Associate,Illinois,Accredited,42.07771254,-88.20977655
Black Hawk College,"6600 34th Avenue Moline, Illinois 61265 ",Associate,Illinois,Accredited,41.47803867,-90.44927066
CAAN Academy of Nursing,"4747 Lincoln Mall Drive, Suite 420 Matteson, Illinois 60443 ",Associate,Illinois,Accredited,41.5051385,-87.7343231
Carl Sandburg College,"2400 Tom L. Wilson Boulevard Galesburg, Illinois 61401 United States",Associate,Illinois,Accredited,40.98161165,-90.40693494
Chicago State University,"9501 South King Drive, BHS 200A Chicago, Illinois 60628-1598 United States",Baccalaureate,Illinois,Accredited,41.71727015,-87.60950559
City Colleges of Chicago at Malcolm X College,"Malcolm X College, 1900 West Jackson Boulevard Chicago, Illinois 60612 United States",Associate,Illinois,Accredited,41.87812975,-87.67413122
College of DuPage,"425 Fawell Boulevard Glen Ellyn, Illinois 60137-6599 ",Associate,Illinois,Accredited,41.84150365,-88.07300956
College of Lake County,"19351 West Washington Street Grayslake, Illinois 60030 ",Associate,Illinois,Accredited,42.35542025,-88.01236226
Danville Area Community College,"2000 East Main Street Danville, Illinois 61832 United States",Associate,Illinois,Accredited,40.129215,-87.58630255
Elgin Community College,"1700 Spartan Drive Elgin, Illinois 60123 ",Associate,Illinois,Accredited,42.0186067,-88.32147456
Governors State University,"1 University Parkway University Park, Illinois 60466-0975 ",Baccalaureate,Illinois,Accredited,41.4469059,-87.71945595
Governors State University,"1 University Parkway University Park, Illinois 60466-0975 ",Master's/Post-Master's Certificate,Illinois,Accredited,41.4469059,-87.71945595
Governors State University,"1 University Parkway University Park, Illinois 60484 ",Clinical Doctorate,Illinois,Accredited,41.44911295,-87.71612186
Graham Hospital Association,"210 West Walnut Street Canton, Illinois 61520 ",Diploma,Illinois,Accredited,40.5521511,-90.03906667
Harper College,"1200 West Algonquin Road Palatine, Illinois 60067 ",Associate,Illinois,Accredited,42.0808113,-88.0666429
Heartland Community College,"1500 West Raab Road Normal, Illinois 61761 United States",Associate,Illinois,Accredited,40.534973,-89.0121645
Highland Community College,"2998 West Pearl City Road Freeport, Illinois 61032 ",Associate,Illinois,Accredited,42.2835559,-89.67536485
Illinois Central College,"5407 North University Street Peoria, Illinois 61635 ",Associate,Illinois,Accredited,40.75253795,-89.61694333
Illinois Eastern Community Colleges,"305 North West Street Olney, Illinois 62450-1099 United States",Associate,Illinois,Accredited,38.7296442,-88.08194259
Illinois Valley Community College,"815 North Orlando Smith Road Oglesby, Illinois 61348-9692 United States",Associate,Illinois,Accredited,41.30465735,-89.10092403
John A. Logan College,"700 Logan College Road Carterville, Illinois 62918 ",Associate,Illinois,Accredited,37.748623,-89.091841
Joliet Junior College,"1215 Houbolt Road Joliet, Illinois 60431-8938 United States",Associate,Illinois,Accredited,41.50034655,-88.18096353
Kankakee Community College,"100 College Drive Kankakee, Illinois 60901 United States",Associate,Illinois,Accredited,41.0956514,-87.85226388
Kaskaskia College,"27210 College Road Centralia, Illinois 62801 ",Associate,Illinois,Accredited,38.5619995,-89.1925866
Kishwaukee College,"21193 Malta Road Malta, Illinois 60150 ",Associate,Illinois,Accredited,41.9378537,-88.8794361
Lake Land College,"5001 Lake Land Boulevard Mattoon, Illinois 61938 United States",Associate,Illinois,Accredited,39.41608855,-88.38442769
Lewis & Clark Community College,"5800 Godfrey Road Godfrey, Illinois 62035 ",Associate,Illinois,Accredited,38.951038,-90.190901
Lincoln Land Community College,"5250 Sheperd Road, PO Box 19256 Springfield, Illinois 62794-9256 United States",Associate,Illinois,Accredited,39.7200455,-89.61120301
McHenry County College,"8900 US Highway 14 Crystal Lake, Illinois 60012 ",Associate,Illinois,Accredited,42.226278,-88.312688
Moraine Valley Community College,"9000 West College Parkway Palos Hills, Illinois 60465-0937 ",Associate,Illinois,Accredited,41.69268195,-87.83864665
Morton College,"3801 South Central Avenue Cicero, Illinois 60804 United States",Associate,Illinois,Accredited,41.8242014,-87.76192246
Oakton Community College,"1600 E. Golf Road Des Plaines, Illinois 60016 ",Associate,Illinois,Accredited,42.06195805,-87.87999822
Parkland College,"2400 West Bradley Avenue Champaign, Illinois 61821-1899 ",Associate,Illinois,Accredited,40.1336555,-88.29087809
Prairie State College,"202 South Halsted Street Chicago Heights, Illinois 60411 United States",Associate,Illinois,Accredited,41.5252912,-87.6388463
Rend Lake College,"468 North Ken Gray Parkway Ina, Illinois 62846 United States",Associate,Illinois,Accredited,38.1308829,-88.9186784
Richland Community College,"One College Park Decatur, Illinois 62521 United States",Associate,Illinois,Accredited,39.8849355,-88.89334989
Rock Valley College,"3301 North Mulford Road Rockford, Illinois 61114 ",Associate,Illinois,Accredited,42.30821125,-88.9946405
Rockford University,"5050 East State Street Rockford, Illinois 61108-2393 United States",Baccalaureate,Illinois,Accredited,42.2683388,-89.01867338
Sauk Valley Community College,"173 IL Route 2 Dixon, Illinois 61021 United States",Associate,Illinois,Accredited,41.8196292,-89.59763335
Shawnee Community College,"8364 Shawnee College Road Ullin, Illinois 62992 ",Associate,Illinois,Accredited,37.27158446,-89.04321415
South Suburban College,"15800 South State Street South Holland, Illinois 60473 USA",Associate,Illinois,Accredited,41.6225345,-87.61714
Southeastern Illinois College,"3575 College Drive Harrisburg, Illinois 62946 ",Associate,Illinois,Accredited,38.0911574,-88.1603156
Southwestern Illinois College,"2500 Carlyle Avenue Belleville, Illinois 62221-5899 ",Associate,Illinois,Accredited,38.5186599,-89.9210814
St. John's College,"729 East Carpenter Street Springfield, Illinois 62702-5321 United States",Baccalaureate,Illinois,Accredited,39.8075634,-89.6478819
St. John's College,"729 East Carpenter Street Springfield, Illinois 62702-5321 United States",Master's,Illinois,Accredited,39.8075634,-89.6478819
St. John's College,"729 East Carpenter Street Springfield, Illinois 62702 USA",Clinical Doctorate,Illinois,Accredited,39.80737188,-89.6458133
Triton College,"2000 Fifth Avenue River Grove, Illinois 60171 ",Associate,Illinois,Accredited,41.9145202,-87.84119213
Waubonsee Community College,"2060 Ogden Avenue Aurora, Illinois 60504 United States",Associate,Illinois,Accredited,41.7949312,-88.45809214
Bethel University,"1001 Bethel Circle Mishawaka, Indiana 46545 ",Associate,Indiana,Accredited,41.6780715,-86.1922995
Bethel University,"1001 Bethel Circle Mishawaka, Indiana 46545 ",Baccalaureate,Indiana,Accredited,41.6780715,-86.1922995
Bethel University,"1001 Bethel Circle Mishawaka, Indiana 46545 United States",Master's,Indiana,Accredited,41.6763764,-86.19332967
Franciscan Health Lafayette,"1501 Hartford Street Lafayette, Indiana 47904-2198 United States",Diploma,Indiana,Accredited,40.41954965,-86.86587782
Indiana State University,"401 North 4th Street Terre Haute, Indiana 47809 ",Baccalaureate,Indiana,Accredited,39.470631,-87.412516
Indiana State University,"401 North 4th Street Terre Haute, Indiana 47809 ",Master's/Post-Master's Certificate,Indiana,Accredited,39.470631,-87.412516
Indiana State University,"401 North 4th Street Terre Haute, Indiana 47809 United States",Clinical Doctorate,Indiana,Accredited,39.4703727,-87.40819676
Indiana University East,"2325 Chester Boulevard Richmond, Indiana 47374-1220 ",Baccalaureate,Indiana,Accredited,39.86948105,-84.87956905
Indiana University East,"2325 Chester Boulevard Richmond, Indiana 47374-1220 ",Master's,Indiana,Accredited,39.86948105,-84.87956905
Indiana University Kokomo,"2300 South Washington Street Kokomo, Indiana 46904-9003 ",Master's,Indiana,Accredited,40.4594635,-86.1302691
Indiana University Northwest,"3400 Broadway Gary, Indiana 46408-1197 United States",Baccalaureate,Indiana,Accredited,41.55705605,-87.33771002
Indiana University Northwest,"3400 Broadway Gary, Indiana 46408 United States",Master's,Indiana,Accredited,41.55705605,-87.33771002
Jersey College - Fort Wayne,"7836 West Jefferson Boulevard Fort Wayne, Indiana 46804 USA",Associate,Indiana,Accredited,41.0397653,-85.2470867
Purdue University Northwest,"2200 169th Street Hammond, Indiana 46323-2094 ",Baccalaureate,Indiana,Accredited,41.58135085,-87.47460098
Purdue University Northwest,"2200 169th Street Hammond, Indiana 46323-2094 ",Master's/Post-Master's Certificate,Indiana,Accredited,41.58135085,-87.47460098
Purdue University Northwest,"2200 169th Street Hammond, Indiana 46323 USA",Clinical Doctorate,Indiana,Accredited,41.58135085,-87.47460098
University of Evansville,"1800 Lincoln Avenue Evansville, Indiana 47722 United States",Baccalaureate,Indiana,Accredited,37.9735131,-87.53229766
University of Saint Francis,"2701 Spring Street Fort Wayne, Indiana 46808 United States",Associate,Indiana,Accredited,41.08693075,-85.17898051
Vincennes University,"1002 North First Street Vincennes, Indiana 47591 United States",Associate,Indiana,Accredited,38.6882751,-87.51947412
Vincennes University,"1002 North First Street Vincennes, Indiana 47591 United States",Baccalaureate,Indiana,Accredited,38.6882751,-87.51947412
Des Moines Area Community College,"2006 South Ankeny Boulevard, Bldg. 24 Ankeny, Iowa 50023 ",Associate,Iowa,Accredited,41.7076882,-93.61021699
Iowa State University of Science and Technology,"2302 Osborn Drive, 220 MacKay Hall Ames, Iowa 50011 ",Baccalaureate,Iowa,Accredited,42.0279608,-93.64473746
Mercy College of Health Sciences,"928 6th Avenue Des Moines, Iowa 50309-1239 United States",Associate,Iowa,Accredited,41.5943402,-93.62603284
North Iowa Area Community College,"500 College Drive Mason City, Iowa 50401 ",Associate,Iowa,Accredited,43.162585,-93.130111
St. Luke's College,"2800 Pierce Street Sioux City, Iowa 51104 ",Associate,Iowa,Accredited,42.5201973,-96.4047761
Western Iowa Tech Community College,"4647 Stone AvenuePO Box 5199 Sioux City, Iowa 51102 United States",Associate,Iowa,Accredited,42.485049,-96.34561502
Barton County Community College,"245 NE 30th Road Great Bend, Kansas 67530-9251 ",Associate,Kansas,Accredited,38.40163555,-98.73318146
Butler County Community College,"901 South Haverhill Road El Dorado, Kansas 67042 United States",Associate,Kansas,Accredited,37.8071224,-96.8829781
Cloud County Community College,"2221 Campus Drive Concordia, Kansas 66901 United States",Associate,Kansas,Accredited,39.55435985,-97.66475485
Colby Community College,"1255 South Range Colby, Kansas 67701 United States",Associate,Kansas,Accredited,39.3782233,-101.0517702
Dodge City Community College,"2501 North 14th Avenue Dodge City, Kansas 67801 ",Associate,Kansas,Accredited,37.7771539,-100.0374148
Emporia State University,"1127 Chestnut Street Emporia, Kansas 66801-2523 United States",Baccalaureate,Kansas,Accredited,38.4132728,-96.1801001
Emporia State University,"1127 Chestnut Street Emporia, Kansas 66801 United States",Master's,Kansas,Accredited,38.4132728,-96.1801001
Fort Scott Community College,"902 Horton Street Fort Scott, Kansas 66701-3140 United States",Associate,Kansas,Accredited,37.8164278,-94.715548
Garden City Community College,"801 Campus Drive Garden City, Kansas 67846 United States",Associate,Kansas,Accredited,37.9700085,-100.8496683
Highland Community College,"1501 West Riley Street Atchison, Kansas 66002 ",Associate,Kansas,Accredited,39.8609334,-95.27220062
Hutchinson Community College,"815 North Walnut, Davis Hall Hutchinson, Kansas 67501 United States",Associate,Kansas,Accredited,38.06662165,-97.91993572
Johnson County Community College,"12345 College Boulevard Overland Park, Kansas 66210-1299 United States",Associate,Kansas,Accredited,38.9228761,-94.73064684
Kansas City Kansas Community College,"7250 State Avenue Kansas City, Kansas 66112 ",Associate,Kansas,Accredited,39.116747,-94.746812
Labette Community College,"200 South 14th Street Parsons, Kansas 67357-4299 ",Associate,Kansas,Accredited,37.3390538,-95.25528258
Manhattan Area Technical College,"3136 Dickens Avenue Manhattan, Kansas 66503-2499 ",Associate,Kansas,Accredited,39.19751005,-96.6148102
Neosho County Community College,"800 West 14th Street Chanute, Kansas 66720-2699 United States",Associate,Kansas,Accredited,37.66950355,-95.46404092
North Central Kansas Technical College,"2205 Wheatland Avenue Hays, Kansas 67601-4600 ",Associate,Kansas,Accredited,39.48260465,-98.10963033
Rasmussen University - Overland Park,"11600 College Boulevard Overland Park, Kansas 66210 United States",Associate,Kansas,Accredited,38.9279106,-94.7224511
Seward County Community College,"1801 North Kansas, PO Box 1137 Liberal, Kansas 67905-1137 ",Associate,Kansas,Accredited,37.06107845,-100.9170539
Ashland Community & Technical College,"1400 College Drive Ashland, Kentucky 41101 United States",Associate,Kentucky,Accredited,38.4691674,-82.6552825
Bluegrass Community & Technical College,"164 Opportunity Way, Building M Lexington, Kentucky 40511 ",Associate,Kentucky,Accredited,38.06097745,-84.49775398
Campbellsville University,"1 University Drive, UPO 800 Campbellsville, Kentucky 42718 ",Baccalaureate,Kentucky,Accredited,37.3431658,-85.35058615
Campbellsville University,"1 University Drive UPO 800 Campbellsville, Kentucky 42718 ",Master's,Kentucky,Accredited,37.3431658,-85.35058615
Eastern Kentucky University,"223 Rowlett Building, 521 Lancaster Avenue Richmond, Kentucky 40475-3102 United States",Associate,Kentucky,Accredited,37.7341619,-84.30119845
Elizabethtown Community & Technical College,"600 College Street Road Elizabethtown, Kentucky 42701 United States",Associate,Kentucky,Accredited,37.69337415,-85.87885349
Frontier Nursing University,"2050 Lexington Road Versailles, Kentucky 40383 ",Clinical Doctorate,Kentucky,Accredited,38.0500831,-84.698848
Frontier Nursing University,"2050 Lexington Road Versailles, Kentucky 40383 United States",Master's/Post-Master's Certificate,Kentucky,Accredited,38.0515434,-84.6930969
Galen College of Nursing - Louisville,"3050 Terra Crossing Boulevard Lousville, Kentucky 40245 United States",Associate,Kentucky,Accredited,38.2811482,-85.49863594
Galen College of Nursing - Louisville,"3050 Terra Crossing Boulevard Louisville, Kentucky 40245 ",Master's,Kentucky,Accredited,38.2811482,-85.49863594
Henderson Community College,"2660 South Green Street Henderson, Kentucky 42420 ",Associate,Kentucky,Accredited,37.79795402,-87.65272533
Hopkinsville Community College,"720 North Drive, PO Box 2100 Hopkinsville, Kentucky 42241-2100 ",Associate,Kentucky,Accredited,36.8844442,-87.48954142
Jefferson Community & Technical College,"109 East Broadway Louisville, Kentucky 40202 ",Associate,Kentucky,Accredited,38.2458083,-85.7531828
Kentucky State University,"400 East Main Street Frankfort, Kentucky 40601 United States",Associate,Kentucky,Accredited,38.2020167,-84.8563388
Kentucky State University,"400 East Main Street Frankfort, Kentucky 40601 ",Baccalaureate,Kentucky,Accredited,38.20007965,-84.85538898
Kentucky State University,"400 East Main Street Frankfort, Kentucky 40601 United States",Clinical Doctorate,Kentucky,Accredited,38.2020167,-84.8563388
Madisonville Community College,"750 North Laffoon Drive Madisonville, Kentucky 42431 ",Associate,Kentucky,Accredited,37.3618318,-87.51271506
Midway University,"512 East Stephens Street Midway, Kentucky 40347 ",Associate,Kentucky,Accredited,38.14576205,-84.67782134
Midway University,"512 East Stephens Street Midway, Kentucky 40347 ",Baccalaureate,Kentucky,Accredited,38.14576205,-84.67782134
Midway University,"512 East Stephens Street Midway, Kentucky 40347 ",Master's,Kentucky,Accredited,38.14576205,-84.67782134
Morehead State University,"201 N, Center for Health Education and Research Building Morehead, Kentucky 40351 ",Associate,Kentucky,Accredited,38.1867483,-83.4332396
