State,Old_County_Name,New_County_Name,FID
Missouri,Cooper (County),Cooper,1025
Missouri,Grundy (County),Grundy,1057
Missouri,Buchanan (County),Buchanan,1789
Missouri,DeKalb (County),DeKalb,1038
Missouri,Sullivan (County),Sullivan,1240
Missouri,Bates (County),Bates,1776
Missouri,Morgan (County),Morgan,1146
Missouri,Ralls (County),Ralls,1191
Missouri,Cedar (County),Cedar,1007
Missouri,Livingston (County),Livingston,1112
Missouri,Clinton (County),Clinton,1021
Missouri,Scotland (County),Scotland,1224
Missouri,Henry (County),Henry,1061
Missouri,Howard (County),Howard,1068
Missouri,Chariton (County),Chariton,1011
Missouri,Clay (County),Clay,1018
Missouri,Carroll (County),Carroll,1822
Missouri,Johnson (County),Johnson,1087
Missouri,Cass (County),Cass,1004
Missouri,Knox (County),Knox,1091
Missouri,Jackson (County),Jackson,1074
Missouri,Lafayette (County),Lafayette,1099
Missouri,Linn (County),Linn,1109
Missouri,Macon (County),Macon,1116
Missouri,Lewis (County),Lewis,1104
Missouri,Marion (County),Marion,1122
Missouri,Pettis (County),Pettis,1174
Missouri,Randolph (County),Randolph,1194
Missouri,Platte (County),Platte,1181
Missouri,St. Clair (County),St. Clair,1208
Missouri,Shelby (County),Shelby,1232
Missouri,Monroe (County),Monroe,1139
Missouri,Vernon (County),Vernon,1248
Oregon,Lane (County),Lane,2170
Oregon,Linn (County),Linn,2181
Oregon,Curry (County),Curry,2098
Missouri,Ray (County),Ray,1197
Missouri,Saline (County),Saline,1218
Oregon,Douglas (County),Douglas,2115
Oregon,Coos (County),Coos,2083
Kentucky,Breathitt (County),Breathitt,1017
Kentucky,Lee (County),Lee,1171
Kentucky,Wayne (County),Wayne,1027
Kentucky,Wolfe (County),Wolfe,1037
Kentucky,Owsley (County),Owsley,1257
Kentucky,Montgomery (County),Montgomery,1233
Kentucky,Martin (County),Martin,1215
Kentucky,Laurel (County),Laurel,1166
Kentucky,Bell (County),Bell,936
Kentucky,Harlan (County),Harlan,1114
Kentucky,Knox (County),Knox,1159
Kentucky,Leslie (County),Leslie,1175
Kentucky,McCreary (County),McCreary,1198
Kentucky,Morgan (County),Morgan,1235
Kentucky,Magoffin (County),Magoffin,1206
Tennessee,Bedford (County),Bedford County,2593
Tennessee,Cannon (County),Cannon,2638
Tennessee,Clay (County),Clay,2679
Tennessee,DeKalb (County),DeKalb,2710
Tennessee,Dickson (County),Dickson,2717
Tennessee,Fentress (County),Fentress,2731
Tennessee,Cumberland (County),Cumberland,2696
Tennessee,Decatur (County),Decatur,2705
Tennessee,Grainger (County),Grainger,2748
Tennessee,Hardin (County),Hardin,2773
Tennessee,Lauderdale (County),Lauderdale,2821
Tennessee,Giles (County),Giles,2743
Tennessee,Lincoln (County),Lincoln,2828
Tennessee,Marshall (County),Marshall,2848
Tennessee,Lewis (County),Lewis,2825
Tennessee,Lawrence (County),Lawrence,2823
Tennessee,Meigs (County),Meigs,2854
Tennessee,Overton (County),Overton,2875
Tennessee,Maury (County),Maury,2850
Tennessee,Macon (County),Macon,2839
Tennessee,McNairy (County),McNairy,2836
Tennessee,Warren (County),Warren,2081
Tennessee,Wayne (County),Wayne,2089
Tennessee,Haywood (County),Haywood,2781
Tennessee,Roane (County),Roane,2001
Tennessee,Scott (County),Scott,2020
Tennessee,Blount (County),Blount,2622
Tennessee,Claiborne (County),Claiborne,2670
Tennessee,Van Buren (County),Van Buren,2077
Tennessee,Hancock (County),Hancock,2766
Tennessee,Hawkins (County),Hawkins,2779
Tennessee,Loudon (County),Loudon,2830
Tennessee,Sevier (County),Sevier,2030
Tennessee,Bledsoe (County),Bledsoe,2602
Virginia,Bedford,Bedford City,2713
Missouri,Maries (County),Maries,1120
Missouri,Miller (County),Miller,1128
Missouri,Lincoln (County),Lincoln,1106
Missouri,Osage (County),Osage,1164
Missouri,Phelps (County),Phelps,1176
Missouri,Pulaski (County),Pulaski,1185
Missouri,Pike (County),Pike,1179
Missouri,Mercer (County),Mercer,1125
Missouri,Schuyler (County),Schuyler,1221
Missouri,Greene (County),Greene,1054
Missouri,Jasper (County),Jasper,1078
Missouri,Hickory (County),Hickory,1063
Missouri,Dunklin (County),Dunklin,1045
Missouri,New Madrid (County),New Madrid,1149
Missouri,Barry (County),Barry,1767
Missouri,Newton (County),Newton,1152
Missouri,Dade (County),Dade,1030
Missouri,Dallas (County),Dallas,1032
Missouri,Laclede (County),Laclede,1096
Missouri,Lawrence (County),Lawrence,1101
Missouri,McDonald (County),McDonald,1113
Missouri,Pemiscot (County),Pemiscot,1170
Missouri,Stone (County),Stone,1237
Missouri,Taney (County),Taney,1242
Missouri,Wright (County),Wright,1263
Missouri,Bollinger (County),Bollinger,1781
Missouri,Butler (County),Butler,1792
Missouri,Camden (County),Camden,1803
Missouri,Cape Girardeau (County),Cape Girardeau,1808
Missouri,Carter (County),Carter,1001
Missouri,Christian (County),Christian,1014
Missouri,Douglas (County),Douglas,1043
Missouri,Howell (County),Howell,1070
Missouri,Iron (County),Iron,1072
Missouri,Madison (County),Madison,1117
Missouri,Mississippi (County),Mississippi,1131
Missouri,Dent (County),Dent,1040
Missouri,Oregon (County),Oregon,1158
Missouri,Ozark (County),Ozark,1168
Missouri,Perry (County),Perry,1172
Missouri,Reynolds (County),Reynolds,1200
Missouri,Ripley (County),Ripley,1203
Missouri,Scott (County),Scott,1227
Missouri,Polk (County),Polk,1183
Missouri,Shannon (County),Shannon,1229
Missouri,Stoddard (County),Stoddard,1236
Missouri,Texas (County),Texas,1245
Missouri,Wayne (County),Wayne,1256
Missouri,Webster (County),Webster,1258
Michigan,Iron (County),Iron,1716
Michigan,Baraga (County),Baraga,1624
Michigan,Gogebic (County),Gogebic,1693
Michigan,Houghton (County),Houghton,1705
Michigan,Marquette (County),Marquette,1793
Michigan,Ontonagon (County),Ontonagon,1829
Kentucky,Edmonson (County),Edmonson,1073
Kentucky,Green (County),Green,1102
Kentucky,Lincoln (County),Lincoln,1184
Kentucky,Boyle (County),Boyle,1010
Kentucky,Casey (County),Casey,1048
Kentucky,Hardin (County),Hardin,1110
Kentucky,Jackson (County),Jackson,1140
Kentucky,Larue (County),Larue,1162
Kentucky,Meade (County),Meade,1220
Kentucky,McLean (County),McLean,1201
Kentucky,Nelson (County),Nelson,1243
Kentucky,Ohio (County),Ohio,1249
Kentucky,Pulaski (County),Pulaski,1272
Kentucky,Taylor (County),Taylor,1003
Kentucky,Union (County),Union,1016
Kentucky,Washington (County),Washington,1023
Kentucky,Grayson (County),Grayson,1100
Kentucky,Marion (County),Marion,1210
Illinois,Clinton (County),Clinton,27
Illinois,Edwards (County),Edwards,71
Illinois,Hardin (County),Hardin,113
Illinois,Jefferson (County),Jefferson,137
Illinois,Madison (County),Madison,199
Illinois,Massac (County),Massac,208
Illinois,Monroe (County),Monroe,219
Illinois,Perry (County),Perry,235
Illinois,Washington (County),Washington,305
Illinois,White (County),White,312
Illinois,Williamson (County),Williamson,324
Illinois,Bond (County),Bond,652
Illinois,Champaign (County),Champaign,12
Illinois,Christian (County),Christian,14
Illinois,Clay (County),Clay,22
Illinois,Coles (County),Coles,30
Illinois,Ford (County),Ford,81
Illinois,Franklin (County),Franklin,85
Illinois,Iroquois (County),Iroquois,125
Illinois,Crawford (County),Crawford,40
Illinois,De Witt (County),De Witt,53
Illinois,Logan (County),Logan,186
Illinois,McDonough (County),McDonough,189
Illinois,Macon (County),Macon,194
Illinois,Marion (County),Marion,201
Illinois,St. Clair (County),St. Clair,269
Illinois,Vermilion (County),Vermilion,296
Illinois,Effingham (County),Effingham,76
Illinois,Fayette (County),Fayette,79
Illinois,Hamilton (County),Hamilton,106
Illinois,Montgomery (County),Montgomery,223
Illinois,Piatt (County),Piatt,238
Illinois,Richland (County),Richland,259
Illinois,Alexander (County),Alexander,651
Illinois,Brown (County),Brown,654
Illinois,Clark (County),Clark,19
Illinois,Cumberland (County),Cumberland,44
Illinois,Cass (County),Cass,10
Illinois,Douglas (County),Douglas,55
Illinois,Edgar (County),Edgar,66
Illinois,Fulton (County),Fulton,89
Illinois,Gallatin (County),Gallatin,92
Illinois,Greene (County),Greene,96
Illinois,Jackson (County),Jackson,129
Illinois,Jasper (County),Jasper,133
Illinois,Jersey (County),Jersey,142
Illinois,Johnson (County),Johnson,152
Illinois,Lawrence (County),Lawrence,177
Illinois,Macoupin (County),Macoupin,196
Illinois,Mason (County),Mason,206
Illinois,Menard (County),Menard,212
Illinois,Moultrie (County),Moultrie,227
Illinois,Saline (County),Saline,271
Illinois,Sangamon (County),Sangamon,274
Illinois,Schuyler (County),Schuyler,278
Illinois,Randolph (County),Randolph,255
Illinois,Scott (County),Scott,280
Illinois,Shelby (County),Shelby,283
Illinois,Pulaski (County),Pulaski,248
Illinois,Union (County),Union,293
Illinois,Wabash (County),Wabash,299
Illinois,Morgan (County),Morgan,225
Illinois,Wayne (County),Wayne,310
Illinois,Pope (County),Pope,245
** Indiana,Statewide,Statewide,Statewide **
Indiana,Brown (County),Brown,188
Indiana,Crawford (County),Crawford,232
Indiana,Franklin (County),Franklin,272
Indiana,Jackson (County),Jackson,355
Indiana,Ohio (County),Ohio,440
Indiana,Switzerland (County),Switzerland,526
Indiana,Union (County),Union,538
Indiana,Vermillion (County),Vermillion,548
Indiana,Clay (County),Clay,221
Indiana,Hamilton (County),Hamilton,321
Indiana,Dubois (County),Dubois,254
Indiana,Marion (County),Marion,409
Indiana,Gibson (County),Gibson,286
Indiana,Dearborn (County),Dearborn,242
Indiana,Johnson (County),Johnson,370
Indiana,Knox (County),Knox,376
Indiana,Orange (County),Orange,444
Indiana,Montgomery (County),Montgomery,425
Indiana,Martin (County),Martin,418
Indiana,Greene (County),Greene,309
Indiana,Jefferson (County),Jefferson,363
Indiana,Parke (County),Parke,452
Indiana,Owen (County),Owen,448
Indiana,Pike (County),Pike,465
Indiana,Perry (County),Perry,459
Indiana,Putnam (County),Putnam,480
Indiana,Sullivan (County),Sullivan,518
Indiana,Vigo (County),Vigo,553
Indiana,Posey (County),Posey,471
Indiana,Washington (County),Washington,584
Minnesota,Hubbard (County),Hubbard,1915
Minnesota,Itasca (County),Itasca,1917
Minnesota,Pennington (County),Pennington,1956
Iowa,Benton (County),Benton,619
Iowa,Cedar (County),Cedar,379
Iowa,Fayette (County),Fayette,442
Iowa,Iowa (County),Iowa,495
Iowa,Johnson (County),Johnson,508
Iowa,Winneshiek (County),Winneshiek,698
Iowa,Delaware (County),Delaware,421
Iowa,Jones (County),Jones,516
Iowa,Linn (County),Linn,535
Colorado,Adams (County),Adams,545
Colorado,Alamosa (County),Alamosa,549
Colorado,Arapahoe (County),Arapahoe,558
Colorado,Archuleta (County),Archuleta,560
Colorado,Boulder (County),Boulder,570
Colorado,Chaffee (County),Chaffee,582
Colorado,Clear Creek (County),Clear Creek,591
Colorado,Conejos (County),Conejos,596
Colorado,Costilla (County),Costilla,599
Colorado,Custer (County),Custer,610
Colorado,Delta (County),Delta,617
Colorado,Denver (County),Denver,628
Colorado,Dolores (County),Dolores,636
Colorado,Douglas (County),Douglas,644
Colorado,Eagle (County),Eagle,648
Colorado,Elbert (County),Elbert,655
Colorado,El Paso (County),El Paso,661
Colorado,Fremont (County),Fremont,664
Colorado,Garfield (County),Garfield,667
Colorado,Gilpin (County),Gilpin,672
Colorado,Grand (County),Grand,677
Colorado,Gunnison (County),Gunnison,682
Colorado,Huerfano (County),Huerfano,693
Colorado,Jackson (County),Jackson,701
Colorado,Jefferson (County),Jefferson,706
Colorado,Kit Carson (County),Kit Carson,716
Colorado,Hinsdale (County),Hinsdale,688
Colorado,Lake (County),Lake,721
Colorado,La Plata (County),La Plata,727
Colorado,Larimer (County),Larimer,734
Colorado,Las Animas (County),Las Animas,741
Colorado,Mineral (County),Mineral,757
Colorado,Moffat (County),Moffat,758
Colorado,Montezuma (County),Montezuma,766
Colorado,Montrose (County),Montrose,769
Colorado,Mesa (County),Mesa,751
Colorado,Otero (County),Otero,777
Colorado,Ouray (County),Ouray,780
Colorado,Park (County),Park,782
Colorado,Rio Blanco (County),Rio Blanco,799
Colorado,Rio Grande (County),Rio Grande,802
Colorado,Routt (County),Routt,809
Colorado,Saguache (County),Saguache,811
Colorado,Pueblo (County),Pueblo,795
Colorado,Pitkin (County),Pitkin,789
Colorado,San Juan (County),San Juan,347
Colorado,Teller (County),Teller,375
Colorado,San Miguel (County),San Miguel,359
Colorado,Summit (County),Summit,373
Arizona,Coconino (County),Coconino,771
Arizona,Gila (County),Gila,787
Arizona,Apache (County),Apache,761
Arizona,Navajo (County),Navajo,17
Alaska,Yukon-Koyukuk (Census Area),Yukon-Koyukuk,753
Texas,Jones (County),Jones,2301
Texas,San Saba (County),San Saba,2435
Texas,Bee (County),Bee,2196
Texas,Caldwell (County),Caldwell,2320
Texas,Calhoun (County),Calhoun,2327
Texas,DeWitt (County),DeWitt,2538
Texas,Nueces (County),Nueces,2194
Texas,Travis (County),Travis,2543
Texas,Atascosa (County),Atascosa,2173
Texas,Bandera (County),Bandera,2183
Texas,Bexar (County),Bexar,2203
Texas,Blanco (County),Blanco,2207
Texas,Brown (County),Brown,2296
Texas,Burnet (County),Burnet,2312
Texas,Callahan (County),Callahan,2331
Texas,Victoria (County),Victoria,2595
Texas,Coleman (County),Coleman,2423
Texas,Comal (County),Comal,2449
Texas,Dimmit (County),Dimmit,2548
Texas,Duval (County),Duval,2556
Texas,Eastland (County),Eastland,2562
Texas,Frio (County),Frio,2028
Texas,Gillespie (County),Gillespie,2066
Texas,Goliad (County),Goliad,2079
Texas,Gonzales (County),Gonzales,2086
Texas,Guadalupe (County),Guadalupe,2116
Texas,Hays (County),Hays,2166
Texas,Jim Wells (County),Jim Wells,2294
Texas,Karnes (County),Karnes,2307
Texas,Kendall (County),Kendall,2319
Texas,Kerr (County),Kerr,2337
Texas,La Salle (County),La Salle,2388
Texas,McMullen (County),McMullen,2494
Texas,Medina (County),Medina,2652
Texas,Live Oak (County),Live Oak,2416
Texas,Real (County),Real,2283
Texas,Taylor (County),Taylor,2508
Texas,San Patricio (County),San Patricio,2415
Texas,Uvalde (County),Uvalde,2576
Texas,Wilson (County),Wilson,2641
Texas,Zavala (County),Zavala,2651
Vermont,Essex (County),Essex,2604
Vermont,Caledonia (County),Caledonia,2596
Vermont,Franklin (County),Franklin,2607
Vermont,Lamoille (County),Lamoille,2611
Vermont,Orleans (County),Orleans,2614
Wisconsin,Marathon (County),Marathon,3170
Wisconsin,Marinette (County),Marinette,3172
Wisconsin,Lincoln (County),Lincoln,3166
Wisconsin,Langlade (County),Langlade,3165
Wisconsin,Price (County),Price,3194
Wisconsin,Shawano (County),Shawano,3205
Indiana,Bartholomew (County),Bartholomew,342
Indiana,Blackford (County),Blackford,183
Indiana,Daviess (County),Daviess,239
Indiana,Delaware (County),Delaware,252
Indiana,Fayette (County),Fayette,263
Indiana,Decatur (County),Decatur,246
Indiana,Grant (County),Grant,297
Indiana,Jay (County),Jay,358
Indiana,Lawrence (County),Lawrence,396
Indiana,Hendricks (County),Hendricks,341
Indiana,Henry (County),Henry,344
Indiana,Hancock (County),Hancock,329
Indiana,Randolph (County),Randolph,485
Indiana,Rush (County),Rush,493
Indiana,Shelby (County),Shelby,506
Indiana,Tipton (County),Tipton,534
Indiana,Vanderburgh (County),Vanderburgh,543
Indiana,Madison (County),Madison,401
Indiana,Monroe (County),Monroe,422
Indiana,Morgan (County),Morgan,430
Texas,Webb (County),Webb,2616
Texas,Matagorda (County),Matagorda,2637
Texas,Wharton (County),Wharton,2618
Louisiana,Plaquemines (Parish),Plaquemines,1427
Mississippi,Copiah (County),Copiah,1564
Mississippi,Greene (County),Greene,1579
Mississippi,Stone (County),Stone,1712
Louisiana,Caldwell (Parish),Caldwell,1084
Louisiana,Catahoula (Parish),Catahoula,1093
Louisiana,Vernon (Parish),Vernon,1513
Louisiana,Natchitoches (Parish),Natchitoches,1301
Louisiana,Grant (Parish),Grant,1127
Louisiana,La Salle (Parish),La Salle,1289
Louisiana,Acadia (Parish),Acadia,1046
Louisiana,Allen (Parish),Allen,1051
Louisiana,Avoyelles (Parish),Avoyelles,1062
Louisiana,Calcasieu (Parish),Calcasieu,1081
Louisiana,Cameron (Parish),Cameron,1089
Louisiana,Evangeline (Parish),Evangeline,1118
Louisiana,Jefferson Davis (Parish),Jefferson Davis,1155
Louisiana,Rapides (Parish),Rapides,1434
Louisiana,St. Landry (Parish),St. Landry,1471
Alabama,Baldwin (County),Baldwin,20
Alabama,Mobile (County),Mobile,240
Texas,Cameron (County),Cameron,2359
Texas,Hidalgo (County),Hidalgo,2188
Texas,Kleberg (County),Kleberg,2358
Texas,Aransas (County),Aransas,2162
Tennessee,Henderson (County),Henderson,2786
Tennessee,Montgomery (County),Montgomery,2859
Tennessee,Rutherford (County),Rutherford,2015
Tennessee,Sumner (County),Sumner,2050
Tennessee,Carroll (County),Carroll,2648
Tennessee,Coffee (County),Coffee,2689
Tennessee,Crockett (County),Crockett,2693
Tennessee,Gibson (County),Gibson,2739
Tennessee,Madison (County),Madison,2841
Tennessee,Morgan (County),Morgan,2866
Tennessee,Tipton (County),Tipton,2055
Alabama,Barbour (County),Barbour,25
Alabama,Cleburne (County),Cleburne,67
Alabama,Bibb (County),Bibb,29
Alabama,Franklin (County),Franklin,138
Alabama,Hale (County),Hale,150
Alabama,Greene (County),Greene,148
Alabama,Morgan (County),Morgan,262
Alabama,Pickens (County),Pickens,273
Alabama,Shelby (County),Shelby,298
Alabama,Cullman (County),Cullman,98
Ohio,Summit (County),Summit,2057
Ohio,Ashland (County),Ashland,2254
Ohio,Coshocton (County),Coshocton,2317
Ohio,Auglaize (County),Auglaize,2273
Ohio,Franklin (County),Franklin,2375
Ohio,Cuyahoga (County),Cuyahoga,2332
Ohio,Hancock (County),Hancock,2427
Ohio,Henry (County),Henry,2451
Ohio,Huron (County),Huron,2468
Ohio,Lorain (County),Lorain,2516
Ohio,Medina (County),Medina,2545
Ohio,Ottawa (County),Ottawa,2019
Ohio,Putnam (County),Putnam,2040
Ohio,Sandusky (County),Sandusky,2047
Ohio,Seneca (County),Seneca,2049
Ohio,Union (County),Union,2067
Ohio,Van Wert (County),Van Wert,2071
Ohio,Paulding (County),Paulding,2024
Ohio,Wayne (County),Wayne,2084
Ohio,Wood (County),Wood,2091
North Carolina,Forsyth (County),Forsyth,1496
North Carolina,Alexander (County),Alexander,1968
North Carolina,Caldwell (County),Caldwell,1429
North Carolina,Catawba (County),Catawba,1450
North Carolina,Cleveland (County),Cleveland,1458
North Carolina,Burke (County),Burke,1424
North Carolina,Davie (County),Davie,1490
North Carolina,Gaston (County),Gaston,1499
North Carolina,Iredell (County),Iredell,1525
North Carolina,Lincoln (County),Lincoln,1545
North Carolina,McDowell (County),McDowell,1554
North Carolina,Polk (County),Polk,1738
North Carolina,Rowan (County),Rowan,1754
North Carolina,Rutherford (County),Rutherford,1764
North Carolina,Wayne (County),Wayne,1814
Arkansas,Lawrence (County),Lawrence,230
Arkansas,Randolph (County),Randolph,353
South Carolina,Greenville (County),Greenville,2759
Ohio,Athens (County),Athens,2266
Ohio,Belmont (County),Belmont,2278
Ohio,Darke (County),Darke,2345
Ohio,Delaware (County),Delaware,2352
Ohio,Guernsey (County),Guernsey,2399
Ohio,Fayette (County),Fayette,2368
Ohio,Hocking (County),Hocking,2461
Ohio,Licking (County),Licking,2504
Ohio,Madison (County),Madison,2529
Ohio,Harrison (County),Harrison,2440
Ohio,Monroe (County),Monroe,2565
Ohio,Montgomery (County),Montgomery,2573
Ohio,Morgan (County),Morgan,2000
Ohio,Muskingum (County),Muskingum,2010
Ohio,Noble (County),Noble,2012
Ohio,Perry (County),Perry,2027
Ohio,Preble (County),Preble,2039
Ohio,Miami (County),Miami,2558
Ohio,Ross (County),Ross,2045
Ohio,Washington (County),Washington,2080
Ohio,Vinton (County),Vinton,2075
Kentucky,Bracken (County),Bracken,1013
Kentucky,Grant (County),Grant,1094
Kentucky,Jessamine (County),Jessamine,1145
Kentucky,Mercer (County),Mercer,1225
Kentucky,Scott (County),Scott,1283
Kentucky,Shelby (County),Shelby,1285
Kentucky,Anderson (County),Anderson,930
Kentucky,Clark (County),Clark,1053
Kentucky,Fayette (County),Fayette,1080
Kentucky,Woodford (County),Woodford,1042
West Virginia,Brooke (County),Brooke,2979
West Virginia,Hancock (County),Hancock,3017
West Virginia,Hardy (County),Hardy,3019
West Virginia,Marshall (County),Marshall,3041
West Virginia,Ohio (County),Ohio,3059
West Virginia,Pendleton (County),Pendleton,3061
West Virginia,Berkeley (County),Berkeley,2976
West Virginia,Grant (County),Grant,3011
West Virginia,Hampshire (County),Hampshire,3016
West Virginia,Mineral (County),Mineral,3046
West Virginia,Morgan (County),Morgan,3054
West Virginia,Jefferson (County),Jefferson,3026
West Virginia,Monroe (County),Monroe,3052
West Virginia,Webster (County),Webster,3091
Tennessee,Campbell (County),Campbell,2633
Tennessee,Humphreys (County),Humphreys,2798
Tennessee,Marion (County),Marion,2844
Tennessee,Rhea (County),Rhea,2893
Tennessee,Sequatchie (County),Sequatchie,2025
North Carolina,Stokes (County),Stokes,1777
Virginia,Manassas Park,Manassas Park,2768
Virginia,Falls Church,Falls Church,2740
Virginia,Winchester,Winchester,2837
Virginia,Roanoke,Roanoke City,2805
Virginia,Salem,Salem,2809
Mississippi,Jefferson Davis (County),Jefferson Davis,1612
Mississippi,Claiborne (County),Claiborne,1555
Mississippi,Issaquena (County),Issaquena,1598
Mississippi,Jasper (County),Jasper,1607
Mississippi,Jefferson (County),Jefferson,1610
Mississippi,Lawrence (County),Lawrence,1632
Mississippi,Simpson (County),Simpson,1698
Mississippi,Wayne (County),Wayne,1753
Mississippi,Clarke (County),Clarke,1557
Mississippi,Kemper (County),Kemper,1616
Mississippi,Smith (County),Smith,1709
Mississippi,Newton (County),Newton,1663
Mississippi,Lauderdale (County),Lauderdale,1628
Mississippi,Rankin (County),Rankin,1690
Mississippi,Warren (County),Warren,1746
Florida,Miami-Dade (County),Miami-Dade,962
Kansas,Haskell (County),Haskell,815
Kansas,Meade (County),Meade,851
Kansas,Seward (County),Seward,900
Missouri,Callaway (County),Callaway,1799
Missouri,Cole (County),Cole,1022
Missouri,Moniteau (County),Moniteau,1135
Missouri,Montgomery (County),Montgomery,1142
Tennessee,Grundy (County),Grundy,2754
Tennessee,White (County),White,2100
Tennessee,Wilson (County),Wilson,2111
Tennessee,Chester (County),Chester,2664
Tennessee,Fayette (County),Fayette,2726
Tennessee,Jefferson (County),Jefferson,2804
Tennessee,Robertson (County),Robertson,2011
Tennessee,Bradley (County),Bradley,2627
Tennessee,Dyer (County),Dyer,2723
Tennessee,Hamilton (County),Hamilton,2761
Tennessee,Hardeman (County),Hardeman,2770
Tennessee,McMinn (County),McMinn,2833
Tennessee,Monroe (County),Monroe,2857
Tennessee,Polk (County),Polk,2883
Tennessee,Smith (County),Smith,2037
Tennessee,Trousdale (County),Trousdale,2062
Tennessee,Williamson (County),Williamson,2105
Alabama,Escambia (County),Escambia,122
Alabama,Monroe (County),Monroe,250
Alabama,Clarke (County),Clarke,61
Alabama,Washington (County),Washington,319
Alabama,Bullock (County),Bullock,37
Alabama,Coosa (County),Coosa,82
Alabama,Lee (County),Lee,187
Alabama,Tallapoosa (County),Tallapoosa,308
Alabama,Chambers (County),Chambers,47
Alabama,Colbert (County),Colbert,73
Alabama,Lauderdale (County),Lauderdale,176
Alabama,Randolph (County),Randolph,284
Alabama,Russell (County),Russell,288
Maine,Cumberland (County),Cumberland,1608
Maine,Hancock (County),Hancock,1748
Maine,Lincoln (County),Lincoln,1835
Illinois,Tazewell (County),Tazewell,291
Illinois,Woodford (County),Woodford,328
Kentucky,Calloway (County),Calloway,1033
Kentucky,Madison (County),Madison,1204
Kentucky,Garrard (County),Garrard,1092
Kentucky,Jefferson (County),Jefferson,1143
Kentucky,Caldwell (County),Caldwell,1031
Kentucky,Bullitt (County),Bullitt,1024
Kentucky,Graves (County),Graves,1097
Kentucky,Hart (County),Hart,1121
Arkansas,Phillips (County),Phillips,322
Arkansas,Chicot (County),Chicot,77
Kentucky,Monroe (County),Monroe,1230
Indiana,Benton (County),Benton,179
Indiana,Boone (County),Boone,185
Indiana,Clinton (County),Clinton,226
Indiana,Fulton (County),Fulton,276
Indiana,Lake (County),Lake,389
Indiana,Noble (County),Noble,436
Indiana,Porter (County),Porter,468
Indiana,Pulaski (County),Pulaski,477
Indiana,Wayne (County),Wayne,586
Indiana,Whitley (County),Whitley,597
Indiana,Allen (County),Allen,335
Indiana,Adams (County),Adams,330
Indiana,Carroll (County),Carroll,195
Indiana,Cass (County),Cass,211
Indiana,Fountain (County),Fountain,270
Indiana,Howard (County),Howard,348
Indiana,Huntington (County),Huntington,352
Indiana,Jasper (County),Jasper,356
Indiana,Kosciusko (County),Kosciusko,384
Indiana,Miami (County),Miami,420
Indiana,Newton (County),Newton,433
Indiana,Tippecanoe (County),Tippecanoe,530
Indiana,Wabash (County),Wabash,555
Indiana,Warren (County),Warren,567
Indiana,Wells (County),Wells,590
Indiana,White (County),White,594
Arizona,Pima (County),Pima,21
Ohio,Columbiana (County),Columbiana,2315
Ohio,Crawford (County),Crawford,2323
Ohio,Logan (County),Logan,2510
Ohio,Mahoning (County),Mahoning,2534
Ohio,Mercer (County),Mercer,2552
Ohio,Shelby (County),Shelby,2052
Texas,Jackson (County),Jackson,2264
Texas,Refugio (County),Refugio,2334
Nebraska,Cedar (County),Cedar,1329
Nebraska,Cuming (County),Cuming,1340
Nebraska,Butler (County),Butler,1325
Nebraska,Dixon (County),Dixon,1353
Nebraska,Greeley (County),Greeley,1397
Nebraska,Douglas (County),Douglas,1358
Nebraska,Holt (County),Holt,1416
Nebraska,Jefferson (County),Jefferson,1312
Nebraska,Knox (County),Knox,1322
Nebraska,Pierce (County),Pierce,1356
Nebraska,Howard (County),Howard,1311
Nebraska,Polk (County),Polk,1362
Nebraska,Stanton (County),Stanton,1382
Nebraska,Thayer (County),Thayer,1383
Nebraska,Platte (County),Platte,1359
Florida,Taylor (County),Taylor,981
Nebraska,Valley (County),Valley,1386
Ohio,Richland (County),Richland,2042
Ohio,Carroll (County),Carroll,2289
Ohio,Jefferson (County),Jefferson,2476
Ohio,Portage (County),Portage,2038
Ohio,Stark (County),Stark,2054
Ohio,Trumbull (County),Trumbull,2061
** Pennsylvania,Statewide,Statewide,Statewide **
Pennsylvania,Forest (County),Forest,2436
Pennsylvania,Clarion (County),Clarion,2366
Pennsylvania,Wyoming (County),Wyoming,2407
Pennsylvania,Blair (County),Blair,2328
Pennsylvania,Crawford (County),Crawford,2389
Pennsylvania,McKean (County),McKean,2509
Pennsylvania,Mercer (County),Mercer,2513
Pennsylvania,Venango (County),Venango,2316
Pennsylvania,Warren (County),Warren,2322
Pennsylvania,Lackawanna (County),Lackawanna,2471
Pennsylvania,Potter (County),Potter,2575
Pennsylvania,Lawrence (County),Lawrence,2488
Pennsylvania,Tioga (County),Tioga,2305
Pennsylvania,Wayne (County),Wayne,2363
New Hampshire,Cheshire (County),Cheshire,1437
New Hampshire,Sullivan (County),Sullivan,1454
North Carolina,Bladen (County),Bladen,1986
North Carolina,Columbus (County),Columbus,1459
North Carolina,Cumberland (County),Cumberland,1464
North Carolina,Duplin (County),Duplin,1492
North Carolina,Beaufort (County),Beaufort,1981
North Carolina,Bertie (County),Bertie,1983
North Carolina,Brunswick (County),Brunswick,1995
North Carolina,Camden (County),Camden,1433
North Carolina,Robeson (County),Robeson,1747
North Carolina,Sampson (County),Sampson,1769
North Carolina,Carteret (County),Carteret,1447
North Carolina,Chowan (County),Chowan,1455
North Carolina,Craven (County),Craven,1462
North Carolina,Currituck (County),Currituck,1481
North Carolina,Dare (County),Dare,1485
