State,County,PCT_WIC17,FID,FID
Minnesota,Koochiching,1.992630763,1922,1922
Minnesota,Lac qui Parle,1.992630763,1923,1923
Minnesota,Lake,1.992630763,1926,1926
Minnesota,Lake of the Woods,1.992630763,1927,1927
Minnesota,Le Sueur,1.992630763,1929,1929
Minnesota,Lincoln,1.992630763,1931,1931
Minnesota,Lyon,1.992630763,1932,1932
Minnesota,McLeod,1.992630763,1934,1934
Minnesota,Mahnomen,1.992630763,1936,1936
Minnesota,Marshall,1.992630763,1937,1937
Minnesota,Martin,1.992630763,1940,1940
Minnesota,Meeker,1.992630763,1941,1941
Minnesota,Mille Lacs,1.992630763,1943,1943
Minnesota,Morrison,1.992630763,1944,1944
Minnesota,Mower,1.992630763,1945,1945
Minnesota,Murray,1.992630763,1947,1947
Minnesota,Nicollet,1.992630763,1948,1948
Minnesota,Nobles,1.992630763,1950,1950
Minnesota,Norman,1.992630763,1951,1951
Minnesota,Olmsted,1.992630763,1953,1953
Minnesota,Otter Tail,1.992630763,1954,1954
Minnesota,Pennington,1.992630763,1956,1956
Minnesota,Pine,1.992630763,1957,1957
Minnesota,Pipestone,1.992630763,1958,1958
Minnesota,Polk,1.992630763,1959,1959
Minnesota,Pope,1.992630763,1961,1961
Minnesota,Ramsey,1.992630763,1964,1964
Minnesota,Red Lake,1.992630763,1966,1966
Minnesota,Redwood,1.992630763,1969,1969
Minnesota,Renville,1.992630763,1971,1971
Minnesota,Rice,1.992630763,1973,1973
Minnesota,Rock,1.992630763,1974,1974
Minnesota,Roseau,1.992630763,1976,1976
Minnesota,St. Louis,1.992630763,1978,1978
Minnesota,Scott,1.992630763,1979,1979
Minnesota,Sherburne,1.992630763,1980,1980
Minnesota,Sibley,1.992630763,1982,1982
Minnesota,Stearns,1.992630763,1984,1984
Minnesota,Steele,1.992630763,1985,1985
Minnesota,Stevens,1.992630763,1987,1987
Minnesota,Swift,1.992630763,1988,1988
Minnesota,Todd,1.992630763,1989,1989
Minnesota,Traverse,1.992630763,1990,1990
Minnesota,Wabasha,1.992630763,1991,1991
Minnesota,Wadena,1.992630763,1992,1992
Minnesota,Waseca,1.992630763,1993,1993
Minnesota,Washington,1.992630763,1994,1994
Minnesota,Watonwan,1.992630763,1996,1996
Minnesota,Wilkin,1.992630763,1997,1997
Minnesota,Winona,1.992630763,1998,1998
Minnesota,Wright,1.992630763,1999,1999
Minnesota,Yellow Medicine,1.992630763,1531,1531
Mississippi,Adams,2.810135384,1534,1534
Mississippi,Alcorn,2.810135384,1538,1538
Mississippi,Amite,2.810135384,1539,1539
Mississippi,Attala,2.810135384,1541,1541
Mississippi,Benton,2.810135384,1544,1544
Mississippi,Bolivar,2.810135384,1547,1547
Mississippi,Calhoun,2.810135384,1548,1548
Mississippi,Carroll,2.810135384,1549,1549
Mississippi,Chickasaw,2.810135384,1550,1550
Mississippi,Choctaw,2.810135384,1552,1552
Mississippi,Claiborne,2.810135384,1555,1555
Mississippi,Clarke,2.810135384,1557,1557
Mississippi,Clay,2.810135384,1559,1559
Mississippi,Coahoma,2.810135384,1562,1562
Mississippi,Copiah,2.810135384,1564,1564
Mississippi,Covington,2.810135384,1567,1567
Mississippi,DeSoto,2.810135384,1571,1571
Mississippi,Forrest,2.810135384,1572,1572
Mississippi,Franklin,2.810135384,1575,1575
Mississippi,George,2.810135384,1577,1577
Mississippi,Greene,2.810135384,1579,1579
Mississippi,Grenada,2.810135384,1581,1581
Mississippi,Hancock,2.810135384,1583,1583
Mississippi,Harrison,2.810135384,1587,1587
Mississippi,Hinds,2.810135384,1591,1591
Mississippi,Holmes,2.810135384,1593,1593
Mississippi,Humphreys,2.810135384,1596,1596
Mississippi,Issaquena,2.810135384,1598,1598
Mississippi,Itawamba,2.810135384,1601,1601
Mississippi,Jackson,2.810135384,1605,1605
Mississippi,Jasper,2.810135384,1607,1607
Mississippi,Jefferson,2.810135384,1610,1610
Mississippi,Jefferson Davis,2.810135384,1612,1612
Mississippi,Jones,2.810135384,1615,1615
Mississippi,Kemper,2.810135384,1616,1616
Mississippi,Lafayette,2.810135384,1620,1620
Mississippi,Lamar,2.810135384,1623,1623
Mississippi,Lauderdale,2.810135384,1628,1628
Mississippi,Lawrence,2.810135384,1632,1632
Mississippi,Leake,2.810135384,1636,1636
Mississippi,Lee,2.810135384,1638,1638
Mississippi,Leflore,2.810135384,1643,1643
Mississippi,Lincoln,2.810135384,1645,1645
Mississippi,Lowndes,2.810135384,1647,1647
Mississippi,Madison,2.810135384,1651,1651
Mississippi,Marion,2.810135384,1653,1653
Mississippi,Marshall,2.810135384,1655,1655
Mississippi,Monroe,2.810135384,1656,1656
Mississippi,Montgomery,2.810135384,1658,1658
Mississippi,Neshoba,2.810135384,1661,1661
Mississippi,Newton,2.810135384,1663,1663
Mississippi,Noxubee,2.810135384,1666,1666
Mississippi,Oktibbeha,2.810135384,1668,1668
Mississippi,Panola,2.810135384,1671,1671
Mississippi,Pearl River,2.810135384,1676,1676
Mississippi,Perry,2.810135384,1679,1679
Mississippi,Pike,2.810135384,1680,1680
Mississippi,Pontotoc,2.810135384,1682,1682
Mississippi,Prentiss,2.810135384,1684,1684
Mississippi,Quitman,2.810135384,1685,1685
Mississippi,Rankin,2.810135384,1690,1690
Mississippi,Scott,2.810135384,1692,1692
Mississippi,Sharkey,2.810135384,1695,1695
Mississippi,Simpson,2.810135384,1698,1698
Mississippi,Smith,2.810135384,1709,1709
Mississippi,Stone,2.810135384,1712,1712
Mississippi,Sunflower,2.810135384,1721,1721
Mississippi,Tallahatchie,2.810135384,1725,1725
Mississippi,Tate,2.810135384,1727,1727
Mississippi,Tippah,2.810135384,1730,1730
Mississippi,Tishomingo,2.810135384,1732,1732
Mississippi,Tunica,2.810135384,1735,1735
Mississippi,Union,2.810135384,1737,1737
Mississippi,Walthall,2.810135384,1740,1740
Mississippi,Warren,2.810135384,1746,1746
Mississippi,Washington,2.810135384,1750,1750
Mississippi,Wayne,2.810135384,1753,1753
Mississippi,Webster,2.810135384,1756,1756
Mississippi,Wilkinson,2.810135384,1757,1757
Mississippi,Winston,2.810135384,1758,1758
Mississippi,Yalobusha,2.810135384,1759,1759
Mississippi,Yazoo,2.810135384,1760,1760
Missouri,Adair,1.956644429,1761,1761
Missouri,Andrew,1.956644429,1762,1762
Missouri,Atchison,1.956644429,1763,1763
Missouri,Audrain,1.956644429,1766,1766
Missouri,Barry,1.956644429,1767,1767
Missouri,Barton,1.956644429,1771,1771
Missouri,Bates,1.956644429,1776,1776
Missouri,Benton,1.956644429,1778,1778
Missouri,Bollinger,1.956644429,1781,1781
Missouri,Boone,1.956644429,1783,1783
Missouri,Buchanan,1.956644429,1789,1789
Missouri,Butler,1.956644429,1792,1792
Missouri,Caldwell,1.956644429,1795,1795
Missouri,Callaway,1.956644429,1799,1799
Missouri,Camden,1.956644429,1803,1803
Missouri,Cape Girardeau,1.956644429,1808,1808
Missouri,Carroll,1.956644429,1822,1822
Missouri,Carter,1.956644429,1001,1001
Missouri,Cass,1.956644429,1004,1004
Missouri,Cedar,1.956644429,1007,1007
Missouri,Chariton,1.956644429,1011,1011
Missouri,Christian,1.956644429,1014,1014
Missouri,Clark,1.956644429,1015,1015
Missouri,Clay,1.956644429,1018,1018
Missouri,Clinton,1.956644429,1021,1021
Missouri,Cole,1.956644429,1022,1022
Missouri,Cooper,1.956644429,1025,1025
Missouri,Crawford,1.956644429,1028,1028
Missouri,Dade,1.956644429,1030,1030
Missouri,Dallas,1.956644429,1032,1032
Missouri,Daviess,1.956644429,1036,1036
Missouri,DeKalb,1.956644429,1038,1038
Missouri,Dent,1.956644429,1040,1040
Missouri,Douglas,1.956644429,1043,1043
Missouri,Dunklin,1.956644429,1045,1045
Missouri,Franklin,1.956644429,1047,1047
Missouri,Gasconade,1.956644429,1049,1049
Missouri,Gentry,1.956644429,1052,1052
Missouri,Greene,1.956644429,1054,1054
Missouri,Grundy,1.956644429,1057,1057
Missouri,Harrison,1.956644429,1058,1058
Missouri,Henry,1.956644429,1061,1061
Missouri,Hickory,1.956644429,1063,1063
Missouri,Holt,1.956644429,1065,1065
Missouri,Howard,1.956644429,1068,1068
Missouri,Howell,1.956644429,1070,1070
Missouri,Iron,1.956644429,1072,1072
Missouri,Jackson,1.956644429,1074,1074
Missouri,Jasper,1.956644429,1078,1078
Missouri,Jefferson,1.956644429,1082,1082
Missouri,Johnson,1.956644429,1087,1087
Missouri,Knox,1.956644429,1091,1091
Missouri,Laclede,1.956644429,1096,1096
Missouri,Lafayette,1.956644429,1099,1099
Missouri,Lawrence,1.956644429,1101,1101
Missouri,Lewis,1.956644429,1104,1104
Missouri,Lincoln,1.956644429,1106,1106
Missouri,Linn,1.956644429,1109,1109
Missouri,Livingston,1.956644429,1112,1112
Missouri,McDonald,1.956644429,1113,1113
Missouri,Macon,1.956644429,1116,1116
Missouri,Madison,1.956644429,1117,1117
Missouri,Maries,1.956644429,1120,1120
Missouri,Marion,1.956644429,1122,1122
Missouri,Mercer,1.956644429,1125,1125
Missouri,Miller,1.956644429,1128,1128
Missouri,Mississippi,1.956644429,1131,1131
Missouri,Moniteau,1.956644429,1135,1135
Missouri,Monroe,1.956644429,1139,1139
Missouri,Montgomery,1.956644429,1142,1142
Missouri,Morgan,1.956644429,1146,1146
Missouri,New Madrid,1.956644429,1149,1149
Missouri,Newton,1.956644429,1152,1152
Missouri,Nodaway,1.956644429,1156,1156
Missouri,Oregon,1.956644429,1158,1158
Missouri,Osage,1.956644429,1164,1164
Missouri,Ozark,1.956644429,1168,1168
Missouri,Pemiscot,1.956644429,1170,1170
Missouri,Perry,1.956644429,1172,1172
Missouri,Pettis,1.956644429,1174,1174
Missouri,Phelps,1.956644429,1176,1176
Missouri,Pike,1.956644429,1179,1179
Missouri,Platte,1.956644429,1181,1181
Missouri,Polk,1.956644429,1183,1183
Missouri,Pulaski,1.956644429,1185,1185
Missouri,Putnam,1.956644429,1188,1188
Missouri,Ralls,1.956644429,1191,1191
Missouri,Randolph,1.956644429,1194,1194
Missouri,Ray,1.956644429,1197,1197
Missouri,Reynolds,1.956644429,1200,1200
Missouri,Ripley,1.956644429,1203,1203
Missouri,St. Charles,1.956644429,1205,1205
Missouri,St. Clair,1.956644429,1208,1208
Missouri,Ste. Genevieve,1.956644429,1209,1209
Missouri,St. Francois,1.956644429,1212,1212
Missouri,Saline,1.956644429,1218,1218
Missouri,Schuyler,1.956644429,1221,1221
Missouri,Scotland,1.956644429,1224,1224
Missouri,Scott,1.956644429,1227,1227
Missouri,Shannon,1.956644429,1229,1229
Missouri,Shelby,1.956644429,1232,1232
Missouri,Stoddard,1.956644429,1236,1236
Missouri,Stone,1.956644429,1237,1237
Missouri,Sullivan,1.956644429,1240,1240
Missouri,Taney,1.956644429,1242,1242
Missouri,Texas,1.956644429,1245,1245
Missouri,Vernon,1.956644429,1248,1248
Missouri,Warren,1.956644429,1251,1251
Missouri,Washington,1.956644429,1253,1253
Missouri,Wayne,1.956644429,1256,1256
Missouri,Webster,1.956644429,1258,1258
Missouri,Worth,1.956644429,1261,1261
Missouri,Wright,1.956644429,1263,1263
Montana,Beaverhead,1.66060919,1269,1269
Montana,Big Horn,1.66060919,1274,1274
Montana,Blaine,1.66060919,1124,1124
Montana,Broadwater,1.66060919,1132,1132
Montana,Carbon,1.66060919,1137,1137
Montana,Carter,1.66060919,1141,1141
Montana,Cascade,1.66060919,1144,1144
Montana,Chouteau,1.66060919,1150,1150
Montana,Custer,1.66060919,1153,1153
Montana,Daniels,1.66060919,1157,1157
Montana,Dawson,1.66060919,1160,1160
Montana,Deer Lodge,1.66060919,1163,1163
Montana,Fallon,1.66060919,1165,1165
Montana,Fergus,1.66060919,1169,1169
Montana,Flathead,1.66060919,1173,1173
Montana,Gallatin,1.66060919,1177,1177
Montana,Garfield,1.66060919,1182,1182
Montana,Glacier,1.66060919,1186,1186
Montana,Golden Valley,1.66060919,1189,1189
Montana,Granite,1.66060919,1192,1192
Montana,Hill,1.66060919,1195,1195
Montana,Jefferson,1.66060919,1199,1199
Montana,Judith Basin,1.66060919,1202,1202
Montana,Lake,1.66060919,1207,1207
Montana,Lewis and Clark,1.66060919,1211,1211
Montana,Liberty,1.66060919,1214,1214
Montana,Lincoln,1.66060919,1219,1219
Montana,McCone,1.66060919,1223,1223
Montana,Madison,1.66060919,1226,1226
Montana,Meagher,1.66060919,1231,1231
Montana,Mineral,1.66060919,1234,1234
Montana,Missoula,1.66060919,1239,1239
Montana,Musselshell,1.66060919,1241,1241
Montana,Park,1.66060919,1244,1244
Montana,Petroleum,1.66060919,1247,1247
Montana,Phillips,1.66060919,1250,1250
Montana,Pondera,1.66060919,1254,1254
Montana,Powder River,1.66060919,1259,1259
Montana,Powell,1.66060919,1262,1262
Montana,Prairie,1.66060919,1264,1264
Montana,Ravalli,1.66060919,1268,1268
Montana,Richland,1.66060919,1271,1271
Montana,Roosevelt,1.66060919,1275,1275
Montana,Rosebud,1.66060919,1277,1277
Montana,Sanders,1.66060919,1278,1278
Montana,Sheridan,1.66060919,1281,1281
Montana,Silver Bow,1.66060919,1284,1284
Montana,Stillwater,1.66060919,1286,1286
Montana,Sweet Grass,1.66060919,1288,1288
Montana,Teton,1.66060919,1290,1290
Montana,Toole,1.66060919,1292,1292
Montana,Treasure,1.66060919,1293,1293
Montana,Valley,1.66060919,1296,1296
Montana,Wheatland,1.66060919,1298,1298
Montana,Wibaux,1.66060919,1300,1300
Montana,Yellowstone,1.66060919,1302,1302
Nebraska,Adams,1.949940174,1303,1303
Nebraska,Antelope,1.949940174,1305,1305
Nebraska,Arthur,1.949940174,1307,1307
Nebraska,Banner,1.949940174,1308,1308
Nebraska,Blaine,1.949940174,1309,1309
Nebraska,Boone,1.949940174,1310,1310
Nebraska,Box Butte,1.949940174,1315,1315
Nebraska,Boyd,1.949940174,1317,1317
Nebraska,Brown,1.949940174,1319,1319
Nebraska,Buffalo,1.949940174,1321,1321
Nebraska,Burt,1.949940174,1323,1323
Nebraska,Butler,1.949940174,1325,1325
Nebraska,Cass,1.949940174,1326,1326
Nebraska,Cedar,1.949940174,1329,1329
Nebraska,Chase,1.949940174,1330,1330
Nebraska,Cherry,1.949940174,1333,1333
Nebraska,Cheyenne,1.949940174,1334,1334
Nebraska,Clay,1.949940174,1336,1336
Nebraska,Colfax,1.949940174,1338,1338
Nebraska,Cuming,1.949940174,1340,1340
Nebraska,Custer,1.949940174,1342,1342
Nebraska,Dakota,1.949940174,1344,1344
Nebraska,Dawes,1.949940174,1347,1347
Nebraska,Dawson,1.949940174,1349,1349
Nebraska,Deuel,1.949940174,1351,1351
Nebraska,Dixon,1.949940174,1353,1353
Nebraska,Dodge,1.949940174,1354,1354
Nebraska,Douglas,1.949940174,1358,1358
Nebraska,Dundy,1.949940174,1360,1360
Nebraska,Fillmore,1.949940174,1363,1363
Nebraska,Franklin,1.949940174,1369,1369
Nebraska,Frontier,1.949940174,1371,1371
Nebraska,Furnas,1.949940174,1374,1374
Nebraska,Gage,1.949940174,1378,1378
Nebraska,Garden,1.949940174,1381,1381
Nebraska,Garfield,1.949940174,1391,1391
Nebraska,Gosper,1.949940174,1393,1393
Nebraska,Grant,1.949940174,1395,1395
Nebraska,Greeley,1.949940174,1397,1397
Nebraska,Hall,1.949940174,1402,1402
Nebraska,Hamilton,1.949940174,1405,1405
Nebraska,Harlan,1.949940174,1409,1409
Nebraska,Hayes,1.949940174,1411,1411
Nebraska,Hitchcock,1.949940174,1414,1414
Nebraska,Holt,1.949940174,1416,1416
Nebraska,Hooker,1.949940174,1418,1418
Nebraska,Howard,1.949940174,1311,1311
Nebraska,Jefferson,1.949940174,1312,1312
Nebraska,Johnson,1.949940174,1313,1313
Nebraska,Kearney,1.949940174,1314,1314
Nebraska,Keith,1.949940174,1316,1316
Nebraska,Keya Paha,1.949940174,1318,1318
Nebraska,Kimball,1.949940174,1320,1320
Nebraska,Knox,1.949940174,1322,1322
Nebraska,Lancaster,1.949940174,1324,1324
Nebraska,Lincoln,1.949940174,1327,1327
Nebraska,Logan,1.949940174,1328,1328
Nebraska,Loup,1.949940174,1331,1331
Nebraska,McPherson,1.949940174,1332,1332
Nebraska,Madison,1.949940174,1335,1335
Nebraska,Merrick,1.949940174,1337,1337
Nebraska,Morrill,1.949940174,1339,1339
Nebraska,Nance,1.949940174,1341,1341
Nebraska,Nemaha,1.949940174,1343,1343
Nebraska,Nuckolls,1.949940174,1345,1345
Nebraska,Otoe,1.949940174,1348,1348
Nebraska,Pawnee,1.949940174,1350,1350
Nebraska,Perkins,1.949940174,1352,1352
Nebraska,Phelps,1.949940174,1355,1355
Nebraska,Pierce,1.949940174,1356,1356
Nebraska,Platte,1.949940174,1359,1359
Nebraska,Polk,1.949940174,1362,1362
Nebraska,Red Willow,1.949940174,1364,1364
Nebraska,Richardson,1.949940174,1365,1365
Nebraska,Rock,1.949940174,1366,1366
Nebraska,Saline,1.949940174,1367,1367
Nebraska,Sarpy,1.949940174,1368,1368
Nebraska,Saunders,1.949940174,1370,1370
Nebraska,Scotts Bluff,1.949940174,1373,1373
Nebraska,Seward,1.949940174,1375,1375
Nebraska,Sheridan,1.949940174,1376,1376
Nebraska,Sherman,1.949940174,1377,1377
Nebraska,Sioux,1.949940174,1380,1380
Nebraska,Stanton,1.949940174,1382,1382
Nebraska,Thayer,1.949940174,1383,1383
Nebraska,Thomas,1.949940174,1384,1384
Nebraska,Thurston,1.949940174,1385,1385
Nebraska,Valley,1.949940174,1386,1386
Nebraska,Washington,1.949940174,1387,1387
Nebraska,Wayne,1.949940174,1388,1388
Nebraska,Webster,1.949940174,1389,1389
Nebraska,Wheeler,1.949940174,1390,1390
Nebraska,York,1.949940174,1392,1392
Nevada,Churchill,2.222280407,1396,1396
Nevada,Clark,2.222280407,1399,1399
Nevada,Douglas,2.222280407,1400,1400
Nevada,Elko,2.222280407,1401,1401
Nevada,Esmeralda,2.222280407,1404,1404
Nevada,Eureka,2.222280407,1406,1406
Nevada,Humboldt,2.222280407,1407,1407
Nevada,Lander,2.222280407,1408,1408
Nevada,Lincoln,2.222280407,1410,1410
Nevada,Lyon,2.222280407,1412,1412
Nevada,Mineral,2.222280407,1415,1415
Nevada,Nye,2.222280407,1417,1417
Nevada,Pershing,2.222280407,1419,1419
Nevada,Storey,2.222280407,1420,1420
Nevada,Washoe,2.222280407,1423,1423
Nevada,White Pine,2.222280407,1425,1425
Nevada,Carson City,2.222280407,1428,1428
New Hampshire,Belknap,0.972889883,1432,1432
New Hampshire,Carroll,0.972889883,1435,1435
New Hampshire,Cheshire,0.972889883,1437,1437
New Hampshire,Coos,0.972889883,1440,1440
New Hampshire,Grafton,0.972889883,1442,1442
New Hampshire,Hillsborough,0.972889883,1443,1443
New Hampshire,Merrimack,0.972889883,1444,1444
New Hampshire,Rockingham,0.972889883,1448,1448
New Hampshire,Strafford,0.972889883,1453,1453
New Hampshire,Sullivan,0.972889883,1454,1454
New Jersey,Atlantic,1.642715205,1461,1461
New Jersey,Bergen,1.642715205,1465,1465
New Jersey,Burlington,1.642715205,1470,1470
New Jersey,Camden,1.642715205,1472,1472
New Jersey,Cape May,1.642715205,1477,1477
New Jersey,Cumberland,1.642715205,1482,1482
New Jersey,Essex,1.642715205,1483,1483
New Jersey,Gloucester,1.642715205,1484,1484
New Jersey,Hudson,1.642715205,1487,1487
New Jersey,Hunterdon,1.642715205,1488,1488
New Jersey,Mercer,1.642715205,1493,1493
New Jersey,Middlesex,1.642715205,1497,1497
New Jersey,Monmouth,1.642715205,1504,1504
New Jersey,Morris,1.642715205,1511,1511
New Jersey,Ocean,1.642715205,1546,1546
New Jersey,Passaic,1.642715205,1551,1551
New Jersey,Salem,1.642715205,1553,1553
New Jersey,Somerset,1.642715205,1558,1558
New Jersey,Sussex,1.642715205,1561,1561
New Jersey,Union,1.642715205,1566,1566
New Jersey,Warren,1.642715205,1570,1570
New Mexico,Bernalillo,2.393358451,1574,1574
New Mexico,Catron,2.393358451,1576,1576
New Mexico,Chaves,2.393358451,1578,1578
New Mexico,Cibola,2.393358451,1580,1580
New Mexico,Colfax,2.393358451,1582,1582
New Mexico,Curry,2.393358451,1586,1586
New Mexico,De Baca,2.393358451,1589,1589
New Mexico,Doña Ana,2.393358451,1590,1590
New Mexico,Eddy,2.393358451,1592,1592
New Mexico,Grant,2.393358451,1594,1594
New Mexico,Guadalupe,2.393358451,1595,1595
New Mexico,Harding,2.393358451,1597,1597
New Mexico,Hidalgo,2.393358451,1600,1600
New Mexico,Lea,2.393358451,1604,1604
New Mexico,Lincoln,2.393358451,1613,1613
New Mexico,Los Alamos,2.393358451,1618,1618
New Mexico,Luna,2.393358451,1622,1622
New Mexico,McKinley,2.393358451,1626,1626
New Mexico,Mora,2.393358451,1629,1629
New Mexico,Otero,2.393358451,1633,1633
New Mexico,Quay,2.393358451,1637,1637
New Mexico,Rio Arriba,2.393358451,1639,1639
New Mexico,Roosevelt,2.393358451,1642,1642
New Mexico,Sandoval,2.393358451,1646,1646
New Mexico,San Juan,2.393358451,1650,1650
New Mexico,San Miguel,2.393358451,1652,1652
New Mexico,Santa Fe,2.393358451,1654,1654
New Mexico,Sierra,2.393358451,1657,1657
New Mexico,Socorro,2.393358451,1659,1659
New Mexico,Taos,2.393358451,1662,1662
New Mexico,Torrance,2.393358451,1664,1664
New Mexico,Union,2.393358451,1667,1667
New Mexico,Valencia,2.393358451,1670,1670
New York,Albany,2.193426612,1673,1673
New York,Allegany,2.193426612,1674,1674
New York,Bronx,2.193426612,1681,1681
New York,Broome,2.193426612,1683,1683
New York,Cattaraugus,2.193426612,1687,1687
New York,Cayuga,2.193426612,1689,1689
New York,Chautauqua,2.193426612,1694,1694
New York,Chemung,2.193426612,1696,1696
New York,Chenango,2.193426612,1699,1699
New York,Clinton,2.193426612,1702,1702
New York,Columbia,2.193426612,1704,1704
New York,Cortland,2.193426612,1706,1706
New York,Delaware,2.193426612,1707,1707
New York,Dutchess,2.193426612,1711,1711
New York,Erie,2.193426612,1723,1723
New York,Essex,2.193426612,1728,1728
New York,Franklin,2.193426612,1731,1731
New York,Fulton,2.193426612,1734,1734
New York,Genesee,2.193426612,1736,1736
New York,Greene,2.193426612,1739,1739
New York,Hamilton,2.193426612,1742,1742
New York,Herkimer,2.193426612,1745,1745
New York,Jefferson,2.193426612,1782,1782
New York,Kings,2.193426612,1788,1788
New York,Lewis,2.193426612,1790,1790
New York,Livingston,2.193426612,1791,1791
New York,Madison,2.193426612,1796,1796
New York,Monroe,2.193426612,1804,1804
New York,Montgomery,2.193426612,1807,1807
New York,Nassau,2.193426612,1839,1839
New York,New York,2.193426612,1847,1847
New York,Niagara,2.193426612,1850,1850
New York,Oneida,2.193426612,1852,1852
New York,Onondaga,2.193426612,1853,1853
New York,Ontario,2.193426612,1856,1856
New York,Orange,2.193426612,1859,1859
New York,Orleans,2.193426612,1862,1862
New York,Oswego,2.193426612,1864,1864
New York,Otsego,2.193426612,1868,1868
New York,Putnam,2.193426612,1870,1870
New York,Queens,2.193426612,1872,1872
New York,Rensselaer,2.193426612,1874,1874
New York,Richmond,2.193426612,1876,1876
New York,Rockland,2.193426612,1879,1879
New York,St. Lawrence,2.193426612,1883,1883
New York,Saratoga,2.193426612,1885,1885
New York,Schenectady,2.193426612,1887,1887
New York,Schoharie,2.193426612,1888,1888
New York,Schuyler,2.193426612,1889,1889
New York,Seneca,2.193426612,1890,1890
New York,Steuben,2.193426612,1891,1891
New York,Suffolk,2.193426612,1924,1924
New York,Sullivan,2.193426612,1928,1928
New York,Tioga,2.193426612,1930,1930
New York,Tompkins,2.193426612,1933,1933
New York,Ulster,2.193426612,1935,1935
New York,Warren,2.193426612,1938,1938
New York,Washington,2.193426612,1942,1942
New York,Wayne,2.193426612,1952,1952
New York,Westchester,2.193426612,1960,1960
New York,Wyoming,2.193426612,1962,1962
New York,Yates,2.193426612,1965,1965
North Carolina,Alamance,2.245214081,1967,1967
North Carolina,Alexander,2.245214081,1968,1968
North Carolina,Alleghany,2.245214081,1970,1970
North Carolina,Anson,2.245214081,1972,1972
North Carolina,Ashe,2.245214081,1975,1975
North Carolina,Avery,2.245214081,1977,1977
North Carolina,Beaufort,2.245214081,1981,1981
North Carolina,Bertie,2.245214081,1983,1983
North Carolina,Bladen,2.245214081,1986,1986
North Carolina,Brunswick,2.245214081,1995,1995
North Carolina,Buncombe,2.245214081,1422,1422
North Carolina,Burke,2.245214081,1424,1424
North Carolina,Cabarrus,2.245214081,1426,1426
North Carolina,Caldwell,2.245214081,1429,1429
North Carolina,Camden,2.245214081,1433,1433
North Carolina,Carteret,2.245214081,1447,1447
North Carolina,Caswell,2.245214081,1449,1449
North Carolina,Catawba,2.245214081,1450,1450
North Carolina,Chatham,2.245214081,1451,1451
North Carolina,Cherokee,2.245214081,1452,1452
North Carolina,Chowan,2.245214081,1455,1455
North Carolina,Clay,2.245214081,1457,1457
North Carolina,Cleveland,2.245214081,1458,1458
North Carolina,Columbus,2.245214081,1459,1459
North Carolina,Craven,2.245214081,1462,1462
North Carolina,Cumberland,2.245214081,1464,1464
North Carolina,Currituck,2.245214081,1481,1481
North Carolina,Dare,2.245214081,1485,1485
North Carolina,Davidson,2.245214081,1489,1489
North Carolina,Davie,2.245214081,1490,1490
North Carolina,Duplin,2.245214081,1492,1492
North Carolina,Durham,2.245214081,1494,1494
North Carolina,Edgecombe,2.245214081,1495,1495
North Carolina,Forsyth,2.245214081,1496,1496
North Carolina,Franklin,2.245214081,1498,1498
North Carolina,Gaston,2.245214081,1499,1499
North Carolina,Gates,2.245214081,1500,1500
North Carolina,Graham,2.245214081,1502,1502
North Carolina,Granville,2.245214081,1503,1503
North Carolina,Greene,2.245214081,1505,1505
North Carolina,Guilford,2.245214081,1506,1506
North Carolina,Halifax,2.245214081,1508,1508
North Carolina,Harnett,2.245214081,1509,1509
North Carolina,Haywood,2.245214081,1512,1512
North Carolina,Henderson,2.245214081,1514,1514
North Carolina,Hertford,2.245214081,1515,1515
North Carolina,Hoke,2.245214081,1517,1517
North Carolina,Hyde,2.245214081,1521,1521
North Carolina,Iredell,2.245214081,1525,1525
North Carolina,Jackson,2.245214081,1528,1528
North Carolina,Johnston,2.245214081,1530,1530
North Carolina,Jones,2.245214081,1536,1536
North Carolina,Lee,2.245214081,1540,1540
North Carolina,Lenoir,2.245214081,1542,1542
North Carolina,Lincoln,2.245214081,1545,1545
North Carolina,McDowell,2.245214081,1554,1554
North Carolina,Macon,2.245214081,1556,1556
North Carolina,Madison,2.245214081,1560,1560
North Carolina,Martin,2.245214081,1563,1563
North Carolina,Mecklenburg,2.245214081,1565,1565
North Carolina,Mitchell,2.245214081,1568,1568
North Carolina,Montgomery,2.245214081,1573,1573
North Carolina,Moore,2.245214081,1584,1584
North Carolina,Nash,2.245214081,1588,1588
North Carolina,New Hanover,2.245214081,1602,1602
North Carolina,Northampton,2.245214081,1606,1606
North Carolina,Onslow,2.245214081,1625,1625
North Carolina,Orange,2.245214081,1630,1630
North Carolina,Pamlico,2.245214081,1703,1703
North Carolina,Pasquotank,2.245214081,1714,1714
North Carolina,Pender,2.245214081,1718,1718
North Carolina,Perquimans,2.245214081,1724,1724
North Carolina,Person,2.245214081,1729,1729
North Carolina,Pitt,2.245214081,1733,1733
North Carolina,Polk,2.245214081,1738,1738
North Carolina,Randolph,2.245214081,1741,1741
North Carolina,Richmond,2.245214081,1744,1744
North Carolina,Robeson,2.245214081,1747,1747
North Carolina,Rockingham,2.245214081,1751,1751
North Carolina,Rowan,2.245214081,1754,1754
North Carolina,Rutherford,2.245214081,1764,1764
North Carolina,Sampson,2.245214081,1769,1769
North Carolina,Scotland,2.245214081,1772,1772
North Carolina,Stanly,2.245214081,1775,1775
