State,County,LACCESS_SENIORS10,FID
Missouri,Clinton,265.3238824,1021
Missouri,Cole,2077.838377,1022
Missouri,Cooper,769.2991205,1025
Missouri,Crawford,187.6921939,1028
Missouri,Dade,100.7839324,1030
Missouri,Dallas,507.0898135,1032
Missouri,Daviess,310.9019328,1036
Missouri,DeKalb,807.8233392,1038
Missouri,Dent,483.7321868,1040
Missouri,Douglas,815.3827958,1043
Missouri,Dunklin,363.4603099,1045
Missouri,Franklin,1004.811637,1047
Missouri,Gasconade,252.2571045,1049
Missouri,Gentry,63.68345798,1052
Missouri,Greene,7710.808845,1054
Missouri,Grundy,598.8895904,1057
Missouri,Harrison,476.0842003,1058
Missouri,Henry,1128.865727,1061
Missouri,Hickory,159.8576017,1063
Missouri,Holt,1039.782854,1065
Missouri,Howard,495.3035262,1068
Missouri,Howell,1131.007866,1070
Missouri,Iron,304.5307092,1072
Missouri,Jackson,17868.89043,1074
Missouri,Jasper,3940.885417,1078
Missouri,Jefferson,5971.617222,1082
Missouri,Johnson,829.3436736,1087
Missouri,Knox,156.258397,1091
Missouri,Laclede,1184.569347,1096
Missouri,Lafayette,859.7537872,1099
Missouri,Lawrence,599.9607678,1101
Missouri,Lewis,741.6968078,1104
Missouri,Lincoln,856.2592631,1106
Missouri,Linn,648.0523878,1109
Missouri,Livingston,309.7118376,1112
Missouri,McDonald,222.2468716,1113
Missouri,Macon,532.8265064,1116
Missouri,Madison,348.9195014,1117
Missouri,Maries,98.24739776,1120
Missouri,Marion,654.0252397,1122
Missouri,Mercer,91.27743294,1125
Missouri,Miller,169.7104181,1128
Missouri,Mississippi,11.16281009,1131
Missouri,Moniteau,198.2085143,1135
Missouri,Monroe,76.16781259,1139
Missouri,Montgomery,273.3267867,1142
Missouri,Morgan,128.5420508,1146
Missouri,New Madrid,85.2658118,1149
Missouri,Newton,1772.15379,1152
Missouri,Nodaway,1321.863424,1156
Missouri,Oregon,369.7545385,1158
Missouri,Osage,334.5499569,1164
Missouri,Ozark,1266.867085,1168
Missouri,Pemiscot,171.0158403,1170
Missouri,Perry,571.4665894,1172
Missouri,Pettis,1078.693784,1174
Missouri,Phelps,718.3567024,1176
Missouri,Pike,742.65685,1179
Missouri,Platte,3381.569628,1181
Missouri,Polk,544.9295966,1183
Missouri,Pulaski,349.3923787,1185
Missouri,Putnam,283.9681479,1188
Missouri,Ralls,172.2990056,1191
Missouri,Randolph,669.0965738,1194
Missouri,Ray,468.2584564,1197
Missouri,Reynolds,609.1038036,1200
Missouri,Ripley,590.9093197,1203
Missouri,St. Charles,14839.80146,1205
Missouri,St. Clair,218.8240879,1208
Missouri,Ste. Genevieve,689.4438459,1209
Missouri,St. Francois,1036.513336,1212
Missouri,Saline,827.289411,1218
Missouri,Schuyler,725.654425,1221
Missouri,Scotland,112.8258832,1224
Missouri,Scott,1602.293096,1227
Missouri,Shannon,483.7996765,1229
Missouri,Shelby,463.1079513,1232
Missouri,Stoddard,223.9856258,1236
Missouri,Stone,26.94176852,1237
Missouri,Sullivan,326.8067832,1240
Missouri,Taney,2009.021542,1242
Missouri,Texas,806.0063194,1245
Missouri,Vernon,733.7619655,1248
Missouri,Warren,182.7684224,1251
Missouri,Washington,514.1767939,1253
Missouri,Wayne,926.9652594,1256
Missouri,Webster,238.9201119,1258
Missouri,Worth,135.1478539,1261
Missouri,Wright,411.2543336,1263
Montana,Beaverhead,393.3804785,1269
Montana,Big Horn,492.698078,1274
Montana,Blaine,230.5290798,1124
Montana,Broadwater,205.2618684,1132
Montana,Carbon,617.9482068,1137
Montana,Carter,268.9999994,1141
Montana,Cascade,3673.636683,1144
Montana,Chouteau,571.4454616,1150
Montana,Custer,796.2742873,1153
Montana,Daniels,434.9999961,1157
Montana,Dawson,727.9677448,1160
Montana,Deer Lodge,145.2532728,1163
Montana,Fallon,135.1526041,1165
Montana,Fergus,695.1689017,1169
Montana,Flathead,1623.214596,1173
Montana,Gallatin,1739.751576,1177
Montana,Garfield,123.4082517,1182
Montana,Glacier,339.5712313,1186
Montana,Golden Valley,189.0000002,1189
Montana,Granite,529.9527531,1192
Montana,Hill,983.0548725,1195
Montana,Jefferson,475.4856731,1199
Montana,Judith Basin,278.3519285,1202
Montana,Lake,877.963539,1207
Montana,Lewis and Clark,2500.852302,1211
Montana,Liberty,152.5327462,1214
Montana,Lincoln,637.3619467,1219
Montana,McCone,359.4424987,1223
Montana,Madison,524.443358,1226
Montana,Meagher,428.0000022,1231
Montana,Mineral,403.4926101,1234
Montana,Missoula,3544.850427,1239
Montana,Musselshell,273.7683868,1241
Montana,Park,940.6007539,1244
Montana,Petroleum,103.0000008,1247
Montana,Phillips,288.5164766,1250
Montana,Pondera,418.0290549,1254
Montana,Powder River,175.3515984,1259
Montana,Powell,273.4718974,1262
Montana,Prairie,307.0000002,1264
Montana,Ravalli,432.9364303,1268
Montana,Richland,468.3486152,1271
Montana,Roosevelt,657.5288919,1275
Montana,Rosebud,289.639429,1277
Montana,Sanders,961.2484483,1278
Montana,Sheridan,266.4289917,1281
Montana,Silver Bow,1291.781452,1284
Montana,Stillwater,276.3880156,1286
Montana,Sweet Grass,125.5006219,1288
Montana,Teton,709.4050727,1290
Montana,Toole,266.7355356,1292
Montana,Treasure,171.0000003,1293
Montana,Valley,594.0686475,1296
Montana,Wheatland,448.0000014,1298
Montana,Wibaux,116.5940958,1300
Montana,Yellowstone,5440.058099,1302
Nebraska,Adams,1664.41287,1303
Nebraska,Antelope,616.4874972,1305
Nebraska,Arthur,94.00000107,1307
Nebraska,Banner,136.0000013,1308
Nebraska,Blaine,94.99999981,1309
Nebraska,Boone,308.4528384,1310
Nebraska,Box Butte,476.8297158,1315
Nebraska,Boyd,557.000002,1317
Nebraska,Brown,68.09154746,1319
Nebraska,Buffalo,1912.337062,1321
Nebraska,Burt,745.1324452,1323
Nebraska,Butler,268.6750777,1325
Nebraska,Cass,1121.31671,1326
Nebraska,Cedar,729.736281,1329
Nebraska,Chase,291.777313,1330
Nebraska,Cherry,426.9690241,1333
Nebraska,Cheyenne,344.608873,1334
Nebraska,Clay,475.6469605,1336
Nebraska,Colfax,606.1633585,1338
Nebraska,Cuming,598.664765,1340
Nebraska,Custer,1230.259701,1342
Nebraska,Dakota,515.511344,1344
Nebraska,Dawes,549.4624207,1347
Nebraska,Dawson,1118.180282,1349
Nebraska,Deuel,121.9010611,1351
Nebraska,Dixon,422.4986124,1353
Nebraska,Dodge,1829.378401,1354
Nebraska,Douglas,8843.268337,1358
Nebraska,Dundy,147.0598087,1360
Nebraska,Fillmore,294.8509546,1363
Nebraska,Franklin,330.8007603,1369
Nebraska,Frontier,523.0000015,1371
Nebraska,Furnas,576.3232281,1374
Nebraska,Gage,1171.685753,1378
Nebraska,Garden,559.744632,1381
Nebraska,Garfield,55.1973262,1391
Nebraska,Gosper,287.3658441,1393
Nebraska,Grant,118.9999994,1395
Nebraska,Greeley,366.9251748,1397
Nebraska,Hall,1737.586999,1402
Nebraska,Hamilton,89.34258202,1405
Nebraska,Harlan,41.23700289,1409
Nebraska,Hayes,190.9999998,1411
Nebraska,Hitchcock,580.050483,1414
Nebraska,Holt,572.405935,1416
Nebraska,Hooker,193.0000005,1418
Nebraska,Howard,230.3460981,1311
Nebraska,Jefferson,345.1480705,1312
Nebraska,Johnson,246.8714443,1313
Nebraska,Kearney,129.4766216,1314
Nebraska,Keith,396.7059644,1316
Nebraska,Keya Paha,210.6282553,1318
Nebraska,Kimball,51.40764778,1320
Nebraska,Knox,1446.306443,1322
Nebraska,Lancaster,3422.075082,1324
Nebraska,Lincoln,1223.596014,1327
Nebraska,Logan,138.9999992,1328
Nebraska,Loup,99.02602943,1331
Nebraska,McPherson,97.00000023,1332
Nebraska,Madison,1601.772943,1335
Nebraska,Merrick,584.4988963,1337
Nebraska,Morrill,470.4350512,1339
Nebraska,Nance,677.3118826,1341
Nebraska,Nemaha,232.5363107,1343
Nebraska,Nuckolls,369.734504,1345
Nebraska,Otoe,288.7358976,1348
Nebraska,Pawnee,110.5932642,1350
Nebraska,Perkins,595.0374921,1352
Nebraska,Phelps,313.1961284,1355
Nebraska,Pierce,1072.223399,1356
Nebraska,Platte,819.2836783,1359
Nebraska,Polk,988.3116746,1362
Nebraska,Red Willow,1084.036419,1364
Nebraska,Richardson,558.0122304,1365
Nebraska,Rock,82.010415,1366
Nebraska,Saline,726.3576319,1367
Nebraska,Sarpy,3562.692413,1368
Nebraska,Saunders,438.1251913,1370
Nebraska,Scotts Bluff,1966.90209,1373
Nebraska,Seward,607.0420663,1375
Nebraska,Sheridan,415.9649734,1376
Nebraska,Sherman,246.9055652,1377
Nebraska,Sioux,214.6534194,1380
Nebraska,Stanton,674.0936179,1382
Nebraska,Thayer,328.082057,1383
Nebraska,Thomas,135.0000003,1384
Nebraska,Thurston,393.7316295,1385
Nebraska,Valley,262.646413,1386
Nebraska,Washington,75.93664788,1387
Nebraska,Wayne,94.17797573,1388
Nebraska,Webster,901.9999979,1389
Nebraska,Wheeler,155.0000004,1390
Nebraska,York,845.718295,1392
Nevada,Churchill,1041.906483,1396
Nevada,Clark,19837.76736,1399
Nevada,Douglas,4503.390683,1400
Nevada,Elko,1052.758716,1401
Nevada,Esmeralda,196.9999993,1404
Nevada,Eureka,253.6985346,1406
Nevada,Humboldt,559.0108315,1407
Nevada,Lander,149.1949701,1408
Nevada,Lincoln,968.0000002,1410
Nevada,Lyon,3221.392379,1412
Nevada,Mineral,378.0100845,1415
Nevada,Nye,4634.406111,1417
Nevada,Pershing,237.8694134,1419
Nevada,Storey,53.45484971,1420
Nevada,Washoe,10098.39868,1423
Nevada,White Pine,647.9846985,1425
Nevada,Carson City,1673.504333,1428
New Hampshire,Belknap,2258.678361,1432
New Hampshire,Carroll,57.89803428,1435
New Hampshire,Cheshire,1901.619418,1437
New Hampshire,Coos,918.0655082,1440
New Hampshire,Grafton,1551.975577,1442
New Hampshire,Hillsborough,13691.80678,1443
New Hampshire,Merrimack,4780.19531,1444
New Hampshire,Rockingham,14660.55132,1448
New Hampshire,Strafford,3946.513458,1453
New Hampshire,Sullivan,1008.75373,1454
New Jersey,Atlantic,13711.53088,1461
New Jersey,Bergen,17513.6415,1465
New Jersey,Burlington,21956.24042,1470
New Jersey,Camden,18854.71093,1472
New Jersey,Cape May,8176.58898,1477
New Jersey,Cumberland,5559.391778,1482
New Jersey,Essex,11343.6969,1483
New Jersey,Gloucester,15197.59663,1484
New Jersey,Hudson,226.9938324,1487
New Jersey,Hunterdon,2872.882644,1488
New Jersey,Mercer,13034.99863,1493
New Jersey,Middlesex,30733.07071,1497
New Jersey,Monmouth,27898.1689,1504
New Jersey,Morris,27470.90931,1511
New Jersey,Ocean,67374.19665,1546
New Jersey,Passaic,10127.45112,1551
New Jersey,Salem,1531.841897,1553
New Jersey,Somerset,16845.19247,1558
New Jersey,Sussex,5878.001323,1561
New Jersey,Union,10356.8851,1566
New Jersey,Warren,4276.843193,1570
New Mexico,Bernalillo,14734.74084,1574
New Mexico,Catron,1041.000005,1576
New Mexico,Chaves,2041.833698,1578
New Mexico,Cibola,1224.015886,1580
New Mexico,Colfax,1429.858693,1582
New Mexico,Curry,1689.824316,1586
New Mexico,De Baca,462.9999993,1589
New Mexico,Doña Ana,11022.09316,1590
New Mexico,Eddy,3026.07957,1592
New Mexico,Grant,2243.384714,1594
New Mexico,Guadalupe,286.7829737,1595
New Mexico,Harding,202.999999,1597
New Mexico,Hidalgo,227.1231588,1600
New Mexico,Lea,1099.71039,1604
New Mexico,Lincoln,1615.244012,1613
New Mexico,Los Alamos,936.1660856,1618
New Mexico,Luna,1582.092039,1622
New Mexico,McKinley,3648.248402,1626
New Mexico,Mora,331.7311303,1629
New Mexico,Otero,4737.093441,1633
New Mexico,Quay,681.8399832,1637
New Mexico,Rio Arriba,3334.626321,1639
New Mexico,Roosevelt,656.5490003,1642
New Mexico,Sandoval,6207.636983,1646
New Mexico,San Juan,4487.717634,1650
New Mexico,San Miguel,1535.217631,1652
New Mexico,Santa Fe,5832.269948,1654
New Mexico,Sierra,1637.449315,1657
New Mexico,Socorro,939.3574146,1659
New Mexico,Taos,2626.274327,1662
New Mexico,Torrance,730.8418202,1664
New Mexico,Union,256.4053349,1667
New Mexico,Valencia,4630.983467,1670
New York,Albany,12906.77949,1673
New York,Allegany,290.4824724,1674
New York,Bronx,1030.040011,1681
New York,Broome,6404.436767,1683
New York,Cattaraugus,669.7373774,1687
New York,Cayuga,1132.267318,1689
New York,Chautauqua,2717.373353,1694
New York,Chemung,3486.362081,1696
New York,Chenango,207.257033,1699
New York,Clinton,2292.913712,1702
New York,Columbia,1473.998186,1704
New York,Cortland,713.5171967,1706
New York,Delaware,291.4953637,1707
New York,Dutchess,14152.67261,1711
New York,Erie,39773.39661,1723
New York,Essex,479.2505321,1728
New York,Franklin,886.7512979,1731
New York,Fulton,1114.07273,1734
New York,Genesee,520.4630703,1736
New York,Greene,1185.218586,1739
New York,Hamilton,317.3564283,1742
New York,Herkimer,1516.083663,1745
New York,Jefferson,1402.49641,1782
New York,Kings,46.66324504,1788
New York,Lewis,685.9398542,1790
New York,Livingston,1120.709332,1791
New York,Madison,1700.008839,1796
New York,Monroe,35336.17652,1804
New York,Montgomery,3361.566438,1807
New York,Nassau,12176.55408,1839
New York,New York,0,1847
New York,Niagara,7978.13881,1850
New York,Oneida,8112.93091,1852
New York,Onondaga,17915.5714,1853
New York,Ontario,2248.3311,1856
New York,Orange,12551.80965,1859
New York,Orleans,1199.210329,1862
New York,Oswego,1342.126139,1864
New York,Otsego,1620.620453,1868
New York,Putnam,4690.693199,1870
New York,Queens,1237.421377,1872
New York,Rensselaer,5309.710434,1874
New York,Richmond,2838.782713,1876
New York,Rockland,14114.62786,1879
New York,St. Lawrence,2450.718094,1883
New York,Saratoga,8070.592128,1885
New York,Schenectady,7612.643076,1887
New York,Schoharie,427.845999,1888
New York,Schuyler,271.756472,1889
New York,Seneca,282.0469451,1890
New York,Steuben,2084.385732,1891
New York,Suffolk,61974.50226,1924
New York,Sullivan,1233.49252,1928
New York,Tioga,1325.965595,1930
New York,Tompkins,1456.746251,1933
New York,Ulster,7661.084852,1935
New York,Warren,1513.814778,1938
New York,Washington,1281.348882,1942
New York,Wayne,1651.527002,1952
New York,Westchester,20848.85391,1960
New York,Wyoming,657.5479259,1962
New York,Yates,84.10451111,1965
North Carolina,Alamance,5257.348859,1967
North Carolina,Alexander,308.6227961,1968
North Carolina,Alleghany,84.93311137,1970
North Carolina,Anson,210.5151273,1972
North Carolina,Ashe,281.9014547,1975
North Carolina,Avery,0,1977
North Carolina,Beaufort,1212.063449,1981
North Carolina,Bertie,406.5145153,1983
North Carolina,Bladen,497.2465494,1986
North Carolina,Brunswick,3318.879033,1995
North Carolina,Buncombe,9004.920035,1422
North Carolina,Burke,4608.476846,1424
North Carolina,Cabarrus,4188.173344,1426
North Carolina,Caldwell,4273.861357,1429
North Carolina,Camden,36.14000928,1433
North Carolina,Carteret,3484.270516,1447
North Carolina,Caswell,434.7430031,1449
North Carolina,Catawba,4994.575028,1450
North Carolina,Chatham,597.4531563,1451
North Carolina,Cherokee,31.04270376,1452
North Carolina,Chowan,652.9078667,1455
North Carolina,Clay,97.26652709,1457
North Carolina,Cleveland,2019.691138,1458
North Carolina,Columbus,143.0410538,1459
North Carolina,Craven,4196.254766,1462
North Carolina,Cumberland,6652.184126,1464
North Carolina,Currituck,431.8774048,1481
North Carolina,Dare,2056.54894,1485
North Carolina,Davidson,3902.4569,1489
North Carolina,Davie,796.6051163,1490
North Carolina,Duplin,197.346824,1492
North Carolina,Durham,7722.162363,1494
North Carolina,Edgecombe,1328.648518,1495
North Carolina,Forsyth,16859.71309,1496
North Carolina,Franklin,478.6363991,1498
North Carolina,Gaston,7285.135991,1499
North Carolina,Gates,1.006654569,1500
North Carolina,Graham,73.81256446,1502
North Carolina,Granville,1006.940184,1503
North Carolina,Greene,0,1505
North Carolina,Guilford,12627.14466,1506
North Carolina,Halifax,1327.748042,1508
North Carolina,Harnett,808.2241007,1509
North Carolina,Haywood,2499.151803,1512
North Carolina,Henderson,5643.736613,1514
North Carolina,Hertford,509.3674108,1515
North Carolina,Hoke,624.0842207,1517
North Carolina,Hyde,472.7338696,1521
North Carolina,Iredell,3249.880638,1525
North Carolina,Jackson,445.9891931,1528
North Carolina,Johnston,696.5351022,1530
North Carolina,Jones,0.084899485,1536
North Carolina,Lee,1608.408287,1540
North Carolina,Lenoir,1289.39191,1542
North Carolina,Lincoln,2159.880366,1545
North Carolina,McDowell,585.2721076,1554
North Carolina,Macon,462.775483,1556
North Carolina,Madison,398.9503772,1560
North Carolina,Martin,112.1518876,1563
North Carolina,Mecklenburg,18787.06325,1565
North Carolina,Mitchell,169.9273299,1568
North Carolina,Montgomery,22.96319006,1573
North Carolina,Moore,6998.973746,1584
North Carolina,Nash,1285.306489,1588
North Carolina,New Hanover,9305.715272,1602
North Carolina,Northampton,167.6831784,1606
North Carolina,Onslow,3053.695379,1625
North Carolina,Orange,2176.925837,1630
North Carolina,Pamlico,153.2207823,1703
North Carolina,Pasquotank,967.0822503,1714
North Carolina,Pender,569.7565118,1718
North Carolina,Perquimans,80.09264278,1724
North Carolina,Person,532.8759476,1729
North Carolina,Pitt,1447.365095,1733
North Carolina,Polk,16.24935653,1738
North Carolina,Randolph,3048.40916,1741
North Carolina,Richmond,802.9758615,1744
North Carolina,Robeson,1227.355229,1747
North Carolina,Rockingham,3498.275411,1751
North Carolina,Rowan,4991.075487,1754
North Carolina,Rutherford,2572.527763,1764
North Carolina,Sampson,640.207524,1769
North Carolina,Scotland,1041.153438,1772
North Carolina,Stanly,811.6235312,1775
North Carolina,Stokes,1133.809658,1777
North Carolina,Surry,1184.82844,1780
North Carolina,Swain,61.37617508,1784
North Carolina,Transylvania,706.7976754,1786
North Carolina,Tyrrell,126.6298624,1794
North Carolina,Union,2868.485721,1798
North Carolina,Vance,772.2516137,1801
North Carolina,Wake,13553.92296,1805
North Carolina,Warren,226.9858308,1809
North Carolina,Washington,493.2005602,1811
North Carolina,Watauga,476.4154662,1813
North Carolina,Wayne,3351.250493,1814
North Carolina,Wilkes,1555.180222,1817
North Carolina,Wilson,660.4295747,1819
North Carolina,Yadkin,164.6895135,1821
North Carolina,Yancey,0.02412951,1823
North Dakota,Adams,142.1547741,1826
North Dakota,Barnes,540.8607728,1828
North Dakota,Benson,657.2824727,1831
North Dakota,Billings,150.999999,1833
North Dakota,Bottineau,610.5486327,1836
North Dakota,Bowman,189.3206463,1838
North Dakota,Burke,411.9999991,1841
North Dakota,Burleigh,2776.261739,1844
North Dakota,Cass,2440.94561,1848
North Dakota,Cavalier,367.1004039,1849
North Dakota,Dickey,612.546598,2004
North Dakota,Divide,179.3491741,2007
North Dakota,Dunn,591.9171626,2013
North Dakota,Eddy,148.9554401,2017
North Dakota,Emmons,430.967354,2021
North Dakota,Foster,156.7304985,2026
North Dakota,Golden Valley,71.71543228,2036
North Dakota,Grand Forks,1566.264762,2043
North Dakota,Grant,260.8681932,2051
North Dakota,Griggs,194.5368023,2056
North Dakota,Hettinger,637.4925908,2063
North Dakota,Kidder,508.5283907,2068
North Dakota,LaMoure,1021.754793,2074
North Dakota,Logan,538.0030451,2078
North Dakota,McHenry,1117.999999,2082
North Dakota,McIntosh,105.2037168,2090
North Dakota,McKenzie,417.4174395,2097
North Dakota,McLean,1053.081427,2103
North Dakota,Mercer,265.6777206,2107
North Dakota,Morton,1353.662489,2114
North Dakota,Mountrail,162.5025655,2119
North Dakota,Nelson,858.0000007,2122
North Dakota,Oliver,245.9406258,2127
North Dakota,Pembina,633.636851,2131
North Dakota,Pierce,157.5692426,2136
North Dakota,Ramsey,443.2367381,2141
North Dakota,Ransom,152.9506037,2147
North Dakota,Renville,433.3745298,2150
North Dakota,Richland,1478.863449,2156
North Dakota,Rolette,204.618464,2161
North Dakota,Sargent,188.0581317,2164
North Dakota,Sheridan,328.8366447,2169
North Dakota,Sioux,154.5384483,2175
North Dakota,Slope,129.645047,2180
North Dakota,Stark,941.6780531,2182
North Dakota,Steele,427.2897051,2186
North Dakota,Stutsman,1255.92192,2199
North Dakota,Towner,526.817932,2205
North Dakota,Traill,408.3899969,2217
North Dakota,Walsh,416.1467579,2225
North Dakota,Ward,2937.729871,2233
North Dakota,Wells,445.3785781,2237
North Dakota,Williams,576.1682827,2244
Ohio,Adams,128.4316993,2248
Ohio,Allen,3467.585411,2250
Ohio,Ashland,533.9569115,2254
Ohio,Ashtabula,3045.352646,2259
Ohio,Athens,1303.548079,2266
Ohio,Auglaize,272.50407,2273
Ohio,Belmont,1613.10652,2278
Ohio,Brown,793.4342168,2282
Ohio,Butler,11516.19086,2286
Ohio,Carroll,386.1459205,2289
Ohio,Champaign,80.92760477,2291
Ohio,Clark,4683.791085,2300
Ohio,Clermont,8825.399595,2306
Ohio,Clinton,777.6422879,2310
Ohio,Columbiana,3602.953122,2315
Ohio,Coshocton,1191.431001,2317
Ohio,Crawford,522.6988895,2323
Ohio,Cuyahoga,43239.36876,2332
Ohio,Darke,363.729027,2345
Ohio,Defiance,864.95993,2350
Ohio,Delaware,3689.54773,2352
Ohio,Erie,3848.297404,2357
Ohio,Fairfield,4491.977769,2365
Ohio,Fayette,168.8660085,2368
Ohio,Franklin,29067.59441,2375
Ohio,Fulton,1016.481603,2378
Ohio,Gallia,464.1630061,2383
Ohio,Geauga,2754.498174,2390
Ohio,Greene,7280.022428,2393
Ohio,Guernsey,1080.038777,2399
Ohio,Hamilton,30573.81252,2411
Ohio,Hancock,1542.450594,2427
Ohio,Hardin,223.0370213,2432
Ohio,Harrison,56.54360282,2440
Ohio,Henry,771.5280431,2451
Ohio,Highland,275.5278802,2457
Ohio,Hocking,889.4814004,2461
Ohio,Holmes,137.8733435,2464
Ohio,Huron,1231.811223,2468
Ohio,Jackson,253.1061432,2472
Ohio,Jefferson,2703.426455,2476
Ohio,Knox,1596.909663,2479
Ohio,Lake,13382.49615,2493
Ohio,Lawrence,1373.507591,2499
Ohio,Licking,3108.430759,2504
Ohio,Logan,676.7944339,2510
Ohio,Lorain,11588.79438,2516
Ohio,Lucas,10050.6146,2520
Ohio,Madison,935.0031238,2529
Ohio,Mahoning,11601.22646,2534
Ohio,Marion,2394.49871,2541
Ohio,Medina,4668.882669,2545
Ohio,Meigs,828.8610565,2549
Ohio,Mercer,499.7577899,2552
Ohio,Miami,1914.449124,2558
Ohio,Monroe,124.852846,2565
Ohio,Montgomery,25256.90726,2573
Ohio,Morgan,146.4823365,2000
Ohio,Morrow,24.93584684,2006
Ohio,Muskingum,2145.667512,2010
Ohio,Noble,1131.85309,2012
Ohio,Ottawa,1825.021339,2019
Ohio,Paulding,433.7839513,2024
Ohio,Perry,456.2178873,2027
Ohio,Pickaway,526.4064729,2031
Ohio,Pike,1240.005669,2034
Ohio,Portage,4592.598446,2038
Ohio,Preble,67.7575915,2039
Ohio,Putnam,679.5448564,2040
Ohio,Richland,4219.21861,2042
Ohio,Ross,963.6239295,2045
Ohio,Sandusky,1136.083255,2047
Ohio,Scioto,2466.302286,2048
Ohio,Seneca,1387.197702,2049
Ohio,Shelby,1053.379196,2052
Ohio,Stark,16601.70698,2054
Ohio,Summit,26483.5746,2057
Ohio,Trumbull,7987.043168,2061
Ohio,Tuscarawas,3128.568885,2065
Ohio,Union,339.2658357,2067
Ohio,Van Wert,783.8030624,2071
Ohio,Vinton,298.5411205,2075
Ohio,Warren,7418.995365,2076
Ohio,Washington,950.3301579,2080
Ohio,Wayne,3239.016921,2084
Ohio,Williams,811.2458611,2087
Ohio,Wood,4613.932757,2091
Ohio,Wyandot,175.8861042,2093
Oklahoma,Adair,212.199187,2095
Oklahoma,Alfalfa,659.1432616,2099
Oklahoma,Atoka,955.069121,2102
Oklahoma,Beaver,365.9975889,2104
Oklahoma,Beckham,330.8355065,2106
Oklahoma,Blaine,890.4949063,2110
Oklahoma,Bryan,1475.990244,2112
Oklahoma,Caddo,1320.132896,2118
Oklahoma,Canadian,3636.031192,2123
Oklahoma,Carter,820.0686613,2126
Oklahoma,Cherokee,1423.647385,2129
Oklahoma,Choctaw,1098.744965,2133
Oklahoma,Cimarron,204.215721,2135
Oklahoma,Cleveland,5230.129362,2140
Oklahoma,Coal,269.8856144,2144
Oklahoma,Comanche,3879.76962,2145
Oklahoma,Cotton,71.93550475,2146
Oklahoma,Craig,462.1636041,2148
Oklahoma,Creek,2260.957829,2151
Oklahoma,Custer,866.1412089,2153
Oklahoma,Delaware,1710.57123,2154
Oklahoma,Dewey,958.0000005,2158
Oklahoma,Ellis,790.0000016,2165
Oklahoma,Garfield,2382.1238,2167
Oklahoma,Garvin,1447.994448,2176
Oklahoma,Grady,1320.518434,2184
Oklahoma,Grant,577.5899601,2187
Oklahoma,Greer,125.6794994,2189
Oklahoma,Harmon,51.09931957,2191
Oklahoma,Harper,388.9322646,2193
Oklahoma,Haskell,854.3161644,2195
Oklahoma,Hughes,657.371392,2197
Oklahoma,Jackson,876.6754669,2202
Oklahoma,Jefferson,296.9187544,2206
Oklahoma,Johnston,614.0029441,2211
Oklahoma,Kay,1837.541307,2215
Oklahoma,Kingfisher,286.9567087,2219
Oklahoma,Kiowa,721.7200243,2222
Oklahoma,Latimer,384.5747793,2226
Oklahoma,Le Flore,1055.325476,2230
Oklahoma,Lincoln,912.4920879,2234
Oklahoma,Logan,1145.198628,2236
Oklahoma,Love,409.4148307,2238
Oklahoma,McClain,446.8788864,2245
Oklahoma,McCurtain,894.9098225,2252
Oklahoma,McIntosh,572.5837719,2258
Oklahoma,Major,591.5797289,2260
Oklahoma,Marshall,294.0537102,2265
Oklahoma,Mayes,200.0103946,2270
Oklahoma,Murray,168.510177,2276
Oklahoma,Muskogee,1245.67956,2281
Oklahoma,Noble,490.5790797,2287
Oklahoma,Nowata,552.8327895,2290
Oklahoma,Okfuskee,351.8454311,2297
Oklahoma,Oklahoma,22037.29259,2303
Oklahoma,Okmulgee,1635.05408,2311
Oklahoma,Osage,2157.101525,2318
Oklahoma,Ottawa,865.5673541,2325
Oklahoma,Pawnee,82.57385817,2329
Oklahoma,Payne,2278.796471,2340
Oklahoma,Pittsburg,3282.619568,2344
Oklahoma,Pontotoc,1482.072288,2351
Oklahoma,Pottawatomie,1642.104972,2356
Oklahoma,Pushmataha,625.6829182,2362
Oklahoma,Roger Mills,356.6260817,2369
Oklahoma,Rogers,3494.131401,2374
Oklahoma,Seminole,311.4424272,2384
Oklahoma,Sequoyah,517.5794212,2391
Oklahoma,Stephens,1315.095899,2396
Oklahoma,Texas,1744.244049,2003
Oklahoma,Tillman,533.4642086,2005
Oklahoma,Tulsa,18875.91838,2008
Oklahoma,Wagoner,2550.302552,2014
Oklahoma,Washington,2651.520451,2018
Oklahoma,Washita,732.737548,2023
Oklahoma,Woods,642.2531346,2029
Oklahoma,Woodward,802.0696788,2035
Oregon,Baker,1455.263099,2044
Oregon,Benton,2403.553214,2053
Oregon,Clackamas,8601.608277,2058
Oregon,Clatsop,1869.46124,2064
Oregon,Columbia,1148.511478,2070
Oregon,Coos,1626.637584,2083
Oregon,Crook,639.3328301,2092
Oregon,Curry,938.3440525,2098
Oregon,Deschutes,3099.6222,2109
Oregon,Douglas,5425.359959,2115
Oregon,Gilliam,168.5158055,2121
Oregon,Grant,732.7182753,2130
Oregon,Harney,421.425421,2134
Oregon,Hood River,203.6864873,2138
Oregon,Jackson,6113.328213,2139
Oregon,Jefferson,618.6655607,2143
Oregon,Josephine,3312.211878,2152
Oregon,Klamath,4222.261342,2155
Oregon,Lake,757.4427971,2159
Oregon,Lane,8435.12777,2170
Oregon,Lincoln,1673.592651,2174
Oregon,Linn,4122.018911,2181
Oregon,Malheur,435.0597514,2185
