State,County,SNAPS17,FID,FID
Mississippi,Issaquena,1.916666667,1598,1598
Mississippi,Itawamba,17.66666667,1601,1601
Mississippi,Jackson,132.6666667,1605,1605
Mississippi,Jasper,15.08333333,1607,1607
Mississippi,Jefferson,12.08333333,1610,1610
Mississippi,Jefferson Davis,13.41666667,1612,1612
Mississippi,Jones,75.58333333,1615,1615
Mississippi,Kemper,9.333333333,1616,1616
Mississippi,Lafayette,25.41666667,1620,1620
Mississippi,Lamar,35.33333333,1623,1623
Mississippi,Lauderdale,96.16666667,1628,1628
Mississippi,Lawrence,17.08333333,1632,1632
Mississippi,Leake,22.83333333,1636,1636
Mississippi,Lee,91,1638,1638
Mississippi,Leflore,49.25,1643,1643
Mississippi,Lincoln,35.91666667,1645,1645
Mississippi,Lowndes,80.25,1647,1647
Mississippi,Madison,74.83333333,1651,1651
Mississippi,Marion,32.25,1653,1653
Mississippi,Marshall,36.08333333,1655,1655
Mississippi,Monroe,28.33333333,1656,1656
Mississippi,Montgomery,13,1658,1658
Mississippi,Neshoba,33.41666667,1661,1661
Mississippi,Newton,18.33333333,1663,1663
Mississippi,Noxubee,16.83333333,1666,1666
Mississippi,Oktibbeha,34.58333333,1668,1668
Mississippi,Panola,42.91666667,1671,1671
Mississippi,Pearl River,59.58333333,1676,1676
Mississippi,Perry,16.83333333,1679,1679
Mississippi,Pike,58.25,1680,1680
Mississippi,Pontotoc,26.83333333,1682,1682
Mississippi,Prentiss,23.58333333,1684,1684
Mississippi,Quitman,8.916666667,1685,1685
Mississippi,Rankin,118.6666667,1690,1690
Mississippi,Scott,36.33333333,1692,1692
Mississippi,Sharkey,8,1695,1695
Mississippi,Simpson,31.25,1698,1698
Mississippi,Smith,12.66666667,1709,1709
Mississippi,Stone,15.58333333,1712,1712
Mississippi,Sunflower,41.25,1721,1721
Mississippi,Tallahatchie,13.83333333,1725,1725
Mississippi,Tate,26.83333333,1727,1727
Mississippi,Tippah,18.41666667,1730,1730
Mississippi,Tishomingo,23.33333333,1732,1732
Mississippi,Tunica,19.83333333,1735,1735
Mississippi,Union,28,1737,1737
Mississippi,Walthall,12.41666667,1740,1740
Mississippi,Warren,59.91666667,1746,1746
Mississippi,Washington,76,1750,1750
Mississippi,Wayne,24,1753,1753
Mississippi,Webster,12.41666667,1756,1756
Mississippi,Wilkinson,14.58333333,1757,1757
Mississippi,Winston,21,1758,1758
Mississippi,Yalobusha,15,1759,1759
Mississippi,Yazoo,34.25,1760,1760
Missouri,Adair,16.83333333,1761,1761
Missouri,Andrew,7.916666667,1762,1762
Missouri,Atchison,5.083333333,1763,1763
Missouri,Audrain,17,1766,1766
Missouri,Barry,42.5,1767,1767
Missouri,Barton,13.58333333,1771,1771
Missouri,Bates,16.83333333,1776,1776
Missouri,Benton,17.16666667,1778,1778
Missouri,Bollinger,12,1781,1781
Missouri,Boone,102.8333333,1783,1783
Missouri,Buchanan,69.16666667,1789,1789
Missouri,Butler,50.33333333,1792,1792
Missouri,Caldwell,9,1795,1795
Missouri,Callaway,30.75,1799,1799
Missouri,Camden,41.5,1803,1803
Missouri,Cape Girardeau,45.08333333,1808,1808
Missouri,Carroll,9.416666667,1822,1822
Missouri,Carter,7.916666667,1001,1001
Missouri,Cass,68.91666667,1004,1004
Missouri,Cedar,13.08333333,1007,1007
Missouri,Chariton,6,1011,1011
Missouri,Christian,51.16666667,1014,1014
Missouri,Clark,10.75,1015,1015
Missouri,Clay,129.8333333,1018,1018
Missouri,Clinton,11.83333333,1021,1021
Missouri,Cole,57.25,1022,1022
Missouri,Cooper,12.75,1025,1025
Missouri,Crawford,21.16666667,1028,1028
Missouri,Dade,8,1030,1030
Missouri,Dallas,13.16666667,1032,1032
Missouri,Daviess,7,1036,1036
Missouri,DeKalb,7,1038,1038
Missouri,Dent,6.416666667,1040,1040
Missouri,Douglas,9.583333333,1043,1043
Missouri,Dunklin,35.16666667,1045,1045
Missouri,Franklin,71.33333333,1047,1047
Missouri,Gasconade,12,1049,1049
Missouri,Gentry,9.583333333,1052,1052
Missouri,Greene,208.0833333,1054,1054
Missouri,Grundy,7.416666667,1057,1057
Missouri,Harrison,8,1058,1058
Missouri,Henry,26.33333333,1061,1061
Missouri,Hickory,10.5,1063,1063
Missouri,Holt,3,1065,1065
Missouri,Howard,8.583333333,1068,1068
Missouri,Howell,54.25,1070,1070
Missouri,Iron,10.16666667,1072,1072
Missouri,Jackson,502.1666667,1074,1074
Missouri,Jasper,116.0833333,1078,1078
Missouri,Jefferson,129.8333333,1082,1082
Missouri,Johnson,31.91666667,1087,1087
Missouri,Knox,4,1091,1091
Missouri,Laclede,37.33333333,1096,1096
Missouri,Lafayette,28.33333333,1099,1099
Missouri,Lawrence,29.33333333,1101,1101
Missouri,Lewis,9.583333333,1104,1104
Missouri,Lincoln,36.5,1106,1106
Missouri,Linn,13.08333333,1109,1109
Missouri,Livingston,12.83333333,1112,1112
Missouri,McDonald,28,1113,1113
Missouri,Macon,15.41666667,1116,1116
Missouri,Madison,10,1117,1117
Missouri,Maries,6,1120,1120
Missouri,Marion,29,1122,1122
Missouri,Mercer,5.666666667,1125,1125
Missouri,Miller,21.25,1128,1128
Missouri,Mississippi,15.58333333,1131,1131
Missouri,Moniteau,11,1135,1135
Missouri,Monroe,7.833333333,1139,1139
Missouri,Montgomery,12,1142,1142
Missouri,Morgan,23.16666667,1146,1146
Missouri,New Madrid,22.66666667,1149,1149
Missouri,Newton,48.66666667,1152,1152
Missouri,Nodaway,16,1156,1156
Missouri,Oregon,14,1158,1158
Missouri,Osage,11.25,1164,1164
Missouri,Ozark,11.41666667,1168,1168
Missouri,Pemiscot,17.41666667,1170,1170
Missouri,Perry,12.66666667,1172,1172
Missouri,Pettis,41,1174,1174
Missouri,Phelps,38.41666667,1176,1176
Missouri,Pike,15.91666667,1179,1179
Missouri,Platte,45.75,1181,1181
Missouri,Polk,23.16666667,1183,1183
Missouri,Pulaski,36.41666667,1185,1185
Missouri,Putnam,4.75,1188,1188
Missouri,Ralls,10,1191,1191
Missouri,Randolph,22.75,1194,1194
Missouri,Ray,11.5,1197,1197
Missouri,Reynolds,7,1200,1200
Missouri,Ripley,11.66666667,1203,1203
Missouri,St. Charles,198.3333333,1205,1205
Missouri,St. Clair,13.91666667,1208,1208
Missouri,Ste. Genevieve,12.08333333,1209,1209
Missouri,St. Francois,57,1212,1212
Missouri,Saline,19.58333333,1218,1218
Missouri,Schuyler,4,1221,1221
Missouri,Scotland,6.333333333,1224,1224
Missouri,Scott,34.66666667,1227,1227
Missouri,Shannon,8.416666667,1229,1229
Missouri,Shelby,7.583333333,1232,1232
Missouri,Stoddard,21.75,1236,1236
Missouri,Stone,26,1237,1237
Missouri,Sullivan,6,1240,1240
Missouri,Taney,49.58333333,1242,1242
Missouri,Texas,20.41666667,1245,1245
Missouri,Vernon,15.08333333,1248,1248
Missouri,Warren,17.91666667,1251,1251
Missouri,Washington,22.5,1253,1253
Missouri,Wayne,16,1256,1256
Missouri,Webster,30.33333333,1258,1258
Missouri,Worth,4,1261,1261
Missouri,Wright,18,1263,1263
Montana,Beaverhead,8,1269,1269
Montana,Big Horn,10.58333333,1274,1274
Montana,Blaine,4.833333333,1124,1124
Montana,Broadwater,4.083333333,1132,1132
Montana,Carbon,9.25,1137,1137
Montana,Carter,1,1141,1141
Montana,Cascade,54.91666667,1144,1144
Montana,Chouteau,3.416666667,1150,1150
Montana,Custer,10.75,1153,1153
Montana,Daniels,1,1157,1157
Montana,Dawson,7.25,1160,1160
Montana,Deer Lodge,8.25,1163,1163
Montana,Fallon,1,1165,1165
Montana,Fergus,6.333333333,1169,1169
Montana,Flathead,67.83333333,1173,1173
Montana,Gallatin,46.66666667,1177,1177
Montana,Garfield,1,1182,1182
Montana,Glacier,11,1186,1186
Montana,Golden Valley,,1189,1189
Montana,Granite,2,1192,1192
Montana,Hill,13.16666667,1195,1195
Montana,Jefferson,5.583333333,1199,1199
Montana,Judith Basin,1.916666667,1202,1202
Montana,Lake,19.58333333,1207,1207
Montana,Lewis and Clark,47.41666667,1211,1211
Montana,Liberty,1.416666667,1214,1214
Montana,Lincoln,20.5,1219,1219
Montana,McCone,1,1223,1223
Montana,Madison,6,1226,1226
Montana,Meagher,3,1231,1231
Montana,Mineral,6.833333333,1234,1234
Montana,Missoula,67.66666667,1239,1239
Montana,Musselshell,1.666666667,1241,1241
Montana,Park,11.91666667,1244,1244
Montana,Petroleum,0.333333333,1247,1247
Montana,Phillips,3,1250,1250
Montana,Pondera,7.166666667,1254,1254
Montana,Powder River,1,1259,1259
Montana,Powell,3,1262,1262
Montana,Prairie,1,1264,1264
Montana,Ravalli,23.08333333,1268,1268
Montana,Richland,7.666666667,1271,1271
Montana,Roosevelt,10,1275,1275
Montana,Rosebud,9,1277,1277
Montana,Sanders,15.16666667,1278,1278
Montana,Sheridan,4,1281,1281
Montana,Silver Bow,31,1284,1284
Montana,Stillwater,6,1286,1286
Montana,Sweet Grass,4,1288,1288
Montana,Teton,2,1290,1290
Montana,Toole,5,1292,1292
Montana,Treasure,,1293,1293
Montana,Valley,6,1296,1296
Montana,Wheatland,1,1298,1298
Montana,Wibaux,1,1300,1300
Montana,Yellowstone,101.9166667,1302,1302
Nebraska,Adams,15.5,1303,1303
Nebraska,Antelope,5,1305,1305
Nebraska,Arthur,,1307,1307
Nebraska,Banner,,1308,1308
Nebraska,Blaine,,1309,1309
Nebraska,Boone,7.833333333,1310,1310
Nebraska,Box Butte,9,1315,1315
Nebraska,Boyd,3,1317,1317
Nebraska,Brown,5,1319,1319
Nebraska,Buffalo,28.41666667,1321,1321
Nebraska,Burt,6.583333333,1323,1323
Nebraska,Butler,3,1325,1325
Nebraska,Cass,12.91666667,1326,1326
Nebraska,Cedar,6,1329,1329
Nebraska,Chase,4,1330,1330
Nebraska,Cherry,5,1333,1333
Nebraska,Cheyenne,6,1334,1334
Nebraska,Clay,4.833333333,1336,1336
Nebraska,Colfax,10,1338,1338
Nebraska,Cuming,8.333333333,1340,1340
Nebraska,Custer,9,1342,1342
Nebraska,Dakota,19,1344,1344
Nebraska,Dawes,7,1347,1347
Nebraska,Dawson,19.08333333,1349,1349
Nebraska,Deuel,2.666666667,1351,1351
Nebraska,Dixon,1.75,1353,1353
Nebraska,Dodge,28.25,1354,1354
Nebraska,Douglas,302.5833333,1358,1358
Nebraska,Dundy,1,1360,1360
Nebraska,Fillmore,8.416666667,1363,1363
Nebraska,Franklin,3.916666667,1369,1369
Nebraska,Frontier,3,1371,1371
Nebraska,Furnas,7,1374,1374
Nebraska,Gage,17.66666667,1378,1378
Nebraska,Garden,1,1381,1381
Nebraska,Garfield,2,1391,1391
Nebraska,Gosper,1,1393,1393
Nebraska,Grant,1,1395,1395
Nebraska,Greeley,2,1397,1397
Nebraska,Hall,37.41666667,1402,1402
Nebraska,Hamilton,4,1405,1405
Nebraska,Harlan,2,1409,1409
Nebraska,Hayes,1,1411,1411
Nebraska,Hitchcock,2.333333333,1414,1414
Nebraska,Holt,11,1416,1416
Nebraska,Hooker,1,1418,1418
Nebraska,Howard,5,1311,1311
Nebraska,Jefferson,5,1312,1312
Nebraska,Johnson,3,1313,1313
Nebraska,Kearney,4,1314,1314
Nebraska,Keith,8.333333333,1316,1316
Nebraska,Keya Paha,1,1318,1318
Nebraska,Kimball,3,1320,1320
Nebraska,Knox,9.166666667,1322,1322
Nebraska,Lancaster,151.4166667,1324,1324
Nebraska,Lincoln,20.25,1327,1327
Nebraska,Logan,0.75,1328,1328
Nebraska,Loup,,1331,1331
Nebraska,McPherson,,1332,1332
Nebraska,Madison,27,1335,1335
Nebraska,Merrick,3,1337,1337
Nebraska,Morrill,4.583333333,1339,1339
Nebraska,Nance,3,1341,1341
Nebraska,Nemaha,7.833333333,1343,1343
Nebraska,Nuckolls,5,1345,1345
Nebraska,Otoe,12.91666667,1348,1348
Nebraska,Pawnee,3,1350,1350
Nebraska,Perkins,2,1352,1352
Nebraska,Phelps,9,1355,1355
Nebraska,Pierce,6.583333333,1356,1356
Nebraska,Platte,20,1359,1359
Nebraska,Polk,6,1362,1362
Nebraska,Red Willow,6,1364,1364
Nebraska,Richardson,6,1365,1365
Nebraska,Rock,1,1366,1366
Nebraska,Saline,14.08333333,1367,1367
Nebraska,Sarpy,60.33333333,1368,1368
Nebraska,Saunders,12,1370,1370
Nebraska,Scotts Bluff,20.91666667,1373,1373
Nebraska,Seward,8,1375,1375
Nebraska,Sheridan,9.75,1376,1376
Nebraska,Sherman,3,1377,1377
Nebraska,Sioux,,1380,1380
Nebraska,Stanton,2,1382,1382
Nebraska,Thayer,5,1383,1383
Nebraska,Thomas,1,1384,1384
Nebraska,Thurston,6,1385,1385
Nebraska,Valley,5.916666667,1386,1386
Nebraska,Washington,7.666666667,1387,1387
Nebraska,Wayne,5,1388,1388
Nebraska,Webster,3.75,1389,1389
Nebraska,Wheeler,,1390,1390
Nebraska,York,9,1392,1392
Nevada,Churchill,15.91666667,1396,1396
Nevada,Clark,1165.416667,1399,1399
Nevada,Douglas,28.5,1400,1400
Nevada,Elko,36.5,1401,1401
Nevada,Esmeralda,,1404,1404
Nevada,Eureka,1,1406,1406
Nevada,Humboldt,13.33333333,1407,1407
Nevada,Lander,3.75,1408,1408
Nevada,Lincoln,4,1410,1410
Nevada,Lyon,40.08333333,1412,1412
Nevada,Mineral,8,1415,1415
Nevada,Nye,40,1417,1417
Nevada,Pershing,5,1419,1419
Nevada,Storey,0.833333333,1420,1420
Nevada,Washoe,297.5,1423,1423
Nevada,White Pine,6.5,1425,1425
Nevada,Carson City,41.66666667,1428,1428
New Hampshire,Belknap,54,1432,1432
New Hampshire,Carroll,41.08333333,1435,1435
New Hampshire,Cheshire,54.33333333,1437,1437
New Hampshire,Coos,37.08333333,1440,1440
New Hampshire,Grafton,89.75,1442,1442
New Hampshire,Hillsborough,273.5833333,1443,1443
New Hampshire,Merrimack,104.75,1444,1444
New Hampshire,Rockingham,173,1448,1448
New Hampshire,Strafford,82.83333333,1453,1453
New Hampshire,Sullivan,34.66666667,1454,1454
New Jersey,Atlantic,216.5833333,1461,1461
New Jersey,Bergen,357.25,1465,1465
New Jersey,Burlington,251.9166667,1470,1470
New Jersey,Camden,404.5,1472,1472
New Jersey,Cape May,79.08333333,1477,1477
New Jersey,Cumberland,147.6666667,1482,1482
New Jersey,Essex,542.0833333,1483,1483
New Jersey,Gloucester,176.3333333,1484,1484
New Jersey,Hudson,590.5833333,1487,1487
New Jersey,Hunterdon,38.75,1488,1488
New Jersey,Mercer,256.3333333,1493,1493
New Jersey,Middlesex,423.75,1497,1497
New Jersey,Monmouth,321.6666667,1504,1504
New Jersey,Morris,168.9166667,1511,1511
New Jersey,Ocean,323,1546,1546
New Jersey,Passaic,467.4166667,1551,1551
New Jersey,Salem,49.5,1553,1553
New Jersey,Somerset,118.9166667,1558,1558
New Jersey,Sussex,61.91666667,1561,1561
New Jersey,Union,336.9166667,1566,1566
New Jersey,Warren,51.41666667,1570,1570
New Mexico,Bernalillo,390.75,1574,1574
New Mexico,Catron,10,1576,1576
New Mexico,Chaves,60.25,1578,1578
New Mexico,Cibola,24.83333333,1580,1580
New Mexico,Colfax,15.41666667,1582,1582
New Mexico,Curry,45.16666667,1586,1586
New Mexico,De Baca,4.5,1589,1589
New Mexico,Doña Ana,133.5833333,1590,1590
New Mexico,Eddy,47.83333333,1592,1592
New Mexico,Grant,27.16666667,1594,1594
New Mexico,Guadalupe,11,1595,1595
New Mexico,Harding,2,1597,1597
New Mexico,Hidalgo,8.25,1600,1600
New Mexico,Lea,62.5,1604,1604
New Mexico,Lincoln,23.83333333,1613,1613
New Mexico,Los Alamos,4.666666667,1618,1618
New Mexico,Luna,22.5,1622,1622
New Mexico,McKinley,72.58333333,1626,1626
New Mexico,Mora,2.833333333,1629,1629
New Mexico,Otero,40.75,1633,1633
New Mexico,Quay,12.66666667,1637,1637
New Mexico,Rio Arriba,42.66666667,1639,1639
New Mexico,Roosevelt,15.33333333,1642,1642
New Mexico,Sandoval,65.83333333,1646,1646
New Mexico,San Juan,76.66666667,1650,1650
New Mexico,San Miguel,24.5,1652,1652
New Mexico,Santa Fe,67.25,1654,1654
New Mexico,Sierra,14.41666667,1657,1657
New Mexico,Socorro,14.58333333,1659,1659
New Mexico,Taos,33,1662,1662
New Mexico,Torrance,15.08333333,1664,1664
New Mexico,Union,5,1667,1667
New Mexico,Valencia,56.75,1670,1670
New York,Albany,248.8333333,1673,1673
New York,Allegany,42.41666667,1674,1674
New York,Bronx,1722,1681,1681
New York,Broome,185.3333333,1683,1683
New York,Cattaraugus,52.41666667,1687,1687
New York,Cayuga,52.25,1689,1689
New York,Chautauqua,102.6666667,1694,1694
New York,Chemung,81.08333333,1696,1696
New York,Chenango,53.08333333,1699,1699
New York,Clinton,91.91666667,1702,1702
New York,Columbia,60.83333333,1704,1704
New York,Cortland,43.91666667,1706,1706
New York,Delaware,53.08333333,1707,1707
New York,Dutchess,167.4166667,1711,1711
New York,Erie,791.4166667,1723,1723
New York,Essex,38.83333333,1728,1728
New York,Franklin,54,1731,1731
New York,Fulton,47.08333333,1734,1734
New York,Genesee,39.08333333,1736,1736
New York,Greene,49.33333333,1739,1739
New York,Hamilton,4,1742,1742
New York,Herkimer,52.33333333,1745,1745
New York,Jefferson,111.8333333,1782,1782
New York,Kings,2910.083333,1788,1788
New York,Lewis,23.58333333,1790,1790
New York,Livingston,49.08333333,1791,1791
New York,Madison,47.91666667,1796,1796
New York,Monroe,538.5833333,1804,1804
New York,Montgomery,61.41666667,1807,1807
New York,Nassau,587.0833333,1839,1839
New York,New York,1219.5,1847,1847
New York,Niagara,168.1666667,1850,1850
New York,Oneida,233,1852,1852
New York,Onondaga,404.0833333,1853,1853
New York,Ontario,72.5,1856,1856
New York,Orange,240.5833333,1859,1859
New York,Orleans,25.16666667,1862,1862
New York,Oswego,91.83333333,1864,1864
New York,Otsego,59.75,1868,1868
New York,Putnam,24.58333333,1870,1870
New York,Queens,1710,1872,1872
New York,Rensselaer,129.5,1874,1874
New York,Richmond,332.1666667,1876,1876
New York,Rockland,145.5833333,1879,1879
New York,St. Lawrence,112.9166667,1883,1883
New York,Saratoga,150.4166667,1885,1885
New York,Schenectady,147,1887,1887
New York,Schoharie,27.66666667,1888,1888
New York,Schuyler,15.08333333,1889,1889
New York,Seneca,28.25,1890,1890
New York,Steuben,79.83333333,1891,1891
New York,Suffolk,673.25,1924,1924
New York,Sullivan,87.83333333,1928,1928
New York,Tioga,37.41666667,1930,1930
New York,Tompkins,61.33333333,1933,1933
New York,Ulster,141.0833333,1935,1935
New York,Warren,71.41666667,1938,1938
New York,Washington,52,1942,1942
New York,Wayne,71.83333333,1952,1952
New York,Westchester,500,1960,1960
New York,Wyoming,24.16666667,1962,1962
New York,Yates,19.66666667,1965,1965
North Carolina,Alamance,142.5833333,1967,1967
North Carolina,Alexander,29.66666667,1968,1968
North Carolina,Alleghany,10.41666667,1970,1970
North Carolina,Anson,30.25,1972,1972
North Carolina,Ashe,19.58333333,1975,1975
North Carolina,Avery,15.5,1977,1977
North Carolina,Beaufort,54.66666667,1981,1981
North Carolina,Bertie,23.66666667,1983,1983
North Carolina,Bladen,39.16666667,1986,1986
North Carolina,Brunswick,110.25,1995,1995
North Carolina,Buncombe,206.8333333,1422,1422
North Carolina,Burke,100.25,1424,1424
North Carolina,Cabarrus,151.1666667,1426,1426
North Carolina,Caldwell,79.66666667,1429,1429
North Carolina,Camden,6.916666667,1433,1433
North Carolina,Carteret,63.08333333,1447,1447
North Carolina,Caswell,20.08333333,1449,1449
North Carolina,Catawba,181.5833333,1450,1450
North Carolina,Chatham,44.41666667,1451,1451
North Carolina,Cherokee,23.75,1452,1452
North Carolina,Chowan,19.58333333,1455,1455
North Carolina,Clay,7.833333333,1457,1457
North Carolina,Cleveland,125.5,1458,1458
North Carolina,Columbus,64.5,1459,1459
North Carolina,Craven,102.8333333,1462,1462
North Carolina,Cumberland,291.6666667,1464,1464
North Carolina,Currituck,21.25,1481,1481
North Carolina,Dare,42.16666667,1485,1485
North Carolina,Davidson,140.1666667,1489,1489
North Carolina,Davie,34.66666667,1490,1490
North Carolina,Duplin,59.58333333,1492,1492
North Carolina,Durham,221.25,1494,1494
North Carolina,Edgecombe,58.91666667,1495,1495
North Carolina,Forsyth,326.1666667,1496,1496
North Carolina,Franklin,58,1498,1498
North Carolina,Gaston,214.5,1499,1499
North Carolina,Gates,8.083333333,1500,1500
North Carolina,Graham,6,1502,1502
North Carolina,Granville,53.5,1503,1503
North Carolina,Greene,16.33333333,1505,1505
North Carolina,Guilford,449.0833333,1506,1506
North Carolina,Halifax,78.83333333,1508,1508
North Carolina,Harnett,90.5,1509,1509
North Carolina,Haywood,45,1512,1512
North Carolina,Henderson,71.33333333,1514,1514
North Carolina,Hertford,35.08333333,1515,1515
North Carolina,Hoke,40.5,1517,1517
North Carolina,Hyde,7,1521,1521
North Carolina,Iredell,136.5833333,1525,1525
North Carolina,Jackson,29.5,1528,1528
North Carolina,Johnston,132.9166667,1530,1530
North Carolina,Jones,9,1536,1536
North Carolina,Lee,72.08333333,1540,1540
North Carolina,Lenoir,67.41666667,1542,1542
North Carolina,Lincoln,68,1545,1545
North Carolina,McDowell,49.83333333,1554,1554
North Carolina,Macon,30.33333333,1556,1556
North Carolina,Madison,12.58333333,1560,1560
North Carolina,Martin,28,1563,1563
North Carolina,Mecklenburg,718.6666667,1565,1565
North Carolina,Mitchell,17.75,1568,1568
North Carolina,Montgomery,31.33333333,1573,1573
North Carolina,Moore,74.5,1584,1584
North Carolina,Nash,123.5833333,1588,1588
North Carolina,New Hanover,199.3333333,1602,1602
North Carolina,Northampton,25.08333333,1606,1606
North Carolina,Onslow,132.5833333,1625,1625
North Carolina,Orange,83.58333333,1630,1630
North Carolina,Pamlico,15.16666667,1703,1703
North Carolina,Pasquotank,38.91666667,1714,1714
North Carolina,Pender,53.41666667,1718,1718
North Carolina,Perquimans,12,1724,1724
North Carolina,Person,37.16666667,1729,1729
North Carolina,Pitt,165.6666667,1733,1733
North Carolina,Polk,17.75,1738,1738
North Carolina,Randolph,96.5,1741,1741
North Carolina,Richmond,55.58333333,1744,1744
North Carolina,Robeson,188.4166667,1747,1747
North Carolina,Rockingham,104.0833333,1751,1751
North Carolina,Rowan,112.5833333,1754,1754
North Carolina,Rutherford,67.16666667,1764,1764
North Carolina,Sampson,43.66666667,1769,1769
North Carolina,Scotland,50.83333333,1772,1772
North Carolina,Stanly,53.75,1775,1775
North Carolina,Stokes,42.66666667,1777,1777
North Carolina,Surry,101.5,1780,1780
North Carolina,Swain,16.25,1784,1784
North Carolina,Transylvania,27,1786,1786
North Carolina,Tyrrell,5.5,1794,1794
North Carolina,Union,139.9166667,1798,1798
North Carolina,Vance,70.16666667,1801,1801
North Carolina,Wake,634.1666667,1805,1805
North Carolina,Warren,18.16666667,1809,1809
North Carolina,Washington,18,1811,1811
North Carolina,Watauga,38.5,1813,1813
North Carolina,Wayne,133.3333333,1814,1814
North Carolina,Wilkes,79,1817,1817
North Carolina,Wilson,100.0833333,1819,1819
North Carolina,Yadkin,36.41666667,1821,1821
North Carolina,Yancey,11.83333333,1823,1823
North Dakota,Adams,4,1826,1826
North Dakota,Barnes,6.5,1828,1828
North Dakota,Benson,6,1831,1831
North Dakota,Billings,,1833,1833
North Dakota,Bottineau,5.75,1836,1836
North Dakota,Bowman,5,1838,1838
North Dakota,Burke,1.083333333,1841,1841
North Dakota,Burleigh,38.91666667,1844,1844
North Dakota,Cass,89.08333333,1848,1848
North Dakota,Cavalier,2.166666667,1849,1849
North Dakota,Dickey,9.583333333,2004,2004
North Dakota,Divide,0.333333333,2007,2007
North Dakota,Dunn,1,2013,2013
North Dakota,Eddy,1,2017,2017
North Dakota,Emmons,6.916666667,2021,2021
North Dakota,Foster,3,2026,2026
North Dakota,Golden Valley,1.666666667,2036,2036
North Dakota,Grand Forks,47.58333333,2043,2043
North Dakota,Grant,4,2051,2051
North Dakota,Griggs,3,2056,2056
North Dakota,Hettinger,2.833333333,2063,2063
North Dakota,Kidder,2.166666667,2068,2068
North Dakota,LaMoure,3.333333333,2074,2074
North Dakota,Logan,1,2078,2078
North Dakota,McHenry,3,2082,2082
North Dakota,McIntosh,3,2090,2090
North Dakota,McKenzie,5.333333333,2097,2097
North Dakota,McLean,4,2103,2103
North Dakota,Mercer,6,2107,2107
North Dakota,Morton,12.5,2114,2114
North Dakota,Mountrail,7.75,2119,2119
North Dakota,Nelson,3.916666667,2122,2122
North Dakota,Oliver,0.333333333,2127,2127
North Dakota,Pembina,5,2131,2131
North Dakota,Pierce,3,2136,2136
North Dakota,Ramsey,11,2141,2141
North Dakota,Ransom,5.416666667,2147,2147
North Dakota,Renville,1,2150,2150
North Dakota,Richland,9.916666667,2156,2156
North Dakota,Rolette,17.66666667,2161,2161
North Dakota,Sargent,3.916666667,2164,2164
North Dakota,Sheridan,1,2169,2169
North Dakota,Sioux,4,2175,2175
North Dakota,Slope,,2180,2180
North Dakota,Stark,11.66666667,2182,2182
North Dakota,Steele,1.5,2186,2186
North Dakota,Stutsman,12.41666667,2199,2199
North Dakota,Towner,1.416666667,2205,2205
North Dakota,Traill,6.916666667,2217,2217
North Dakota,Walsh,10,2225,2225
North Dakota,Ward,27.66666667,2233,2233
North Dakota,Wells,4,2237,2237
North Dakota,Williams,18.08333333,2244,2244
Ohio,Adams,31,2248,2248
Ohio,Allen,96,2250,2250
Ohio,Ashland,36.08333333,2254,2254
Ohio,Ashtabula,100.5833333,2259,2259
Ohio,Athens,52.58333333,2266,2266
Ohio,Auglaize,27.41666667,2273,2273
Ohio,Belmont,60.25,2278,2278
Ohio,Brown,38.75,2282,2282
Ohio,Butler,250.8333333,2286,2286
Ohio,Carroll,20.75,2289,2289
Ohio,Champaign,24,2291,2291
Ohio,Clark,106.25,2300,2300
Ohio,Clermont,128.1666667,2306,2306
Ohio,Clinton,35.16666667,2310,2310
Ohio,Columbiana,93.58333333,2315,2315
Ohio,Coshocton,21.16666667,2317,2317
Ohio,Crawford,36.08333333,2323,2323
Ohio,Cuyahoga,1104.416667,2332,2332
Ohio,Darke,21.91666667,2345,2345
Ohio,Defiance,24.91666667,2350,2350
Ohio,Delaware,70.66666667,2352,2352
Ohio,Erie,67.41666667,2357,2357
Ohio,Fairfield,71.41666667,2365,2365
Ohio,Fayette,32.91666667,2368,2368
Ohio,Franklin,947.6666667,2375,2375
Ohio,Fulton,27.75,2378,2378
Ohio,Gallia,37.25,2383,2383
Ohio,Geauga,50.66666667,2390,2390
Ohio,Greene,88.33333333,2393,2393
Ohio,Guernsey,39.91666667,2399,2399
Ohio,Hamilton,635.6666667,2411,2411
Ohio,Hancock,51.66666667,2427,2427
Ohio,Hardin,25.08333333,2432,2432
Ohio,Harrison,17,2440,2440
Ohio,Henry,17,2451,2451
Ohio,Highland,43.66666667,2457,2457
Ohio,Hocking,20.66666667,2461,2461
Ohio,Holmes,17.33333333,2464,2464
Ohio,Huron,48.58333333,2468,2468
Ohio,Jackson,43.08333333,2472,2472
Ohio,Jefferson,64.5,2476,2476
Ohio,Knox,35.08333333,2479,2479
Ohio,Lake,158.5,2493,2493
Ohio,Lawrence,50.41666667,2499,2499
Ohio,Licking,115,2504,2504
Ohio,Logan,38.83333333,2510,2510
Ohio,Lorain,216.4166667,2516,2516
Ohio,Lucas,399.1666667,2520,2520
Ohio,Madison,27.58333333,2529,2529
Ohio,Mahoning,196.9166667,2534,2534
Ohio,Marion,49.66666667,2541,2541
Ohio,Medina,99.75,2545,2545
Ohio,Meigs,25,2549,2549
Ohio,Mercer,20.75,2552,2552
Ohio,Miami,55.91666667,2558,2558
Ohio,Monroe,16.58333333,2565,2565
