County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available,FID
North Carolina,Chowan,88.9%,70.2%,18.6%,0.2%,2.9%,0.1%,5.6%,2.4%,72.3%,21.7%,25.3%,16.4%,12.4%,8.6%,2.6%,9.5%,4.7%,7.0%,13.5%,28.5,3.6%,24.4%,37.8%,34.1%,1455
North Carolina,Clay,95.1%,81.7%,13.4%,0.0%,0.7%,0.0%,1.4%,2.8%,53.0%,26.4%,22.4%,17.5%,15.9%,13.6%,3.5%,12.8%,2.1%,2.9%,9.4%,23.5,1.9%,24.7%,39.2%,34.2%,1457
North Carolina,Cleveland,94.9%,86.5%,8.4%,0.2%,1.5%,0.0%,1.0%,2.3%,66.0%,27.8%,15.7%,17.2%,18.6%,12.7%,5.2%,12.2%,6.3%,6.8%,5.3%,22.6,2.0%,19.3%,39.2%,39.5%,1458
North Carolina,Columbus,94.8%,79.0%,15.8%,0.1%,1.3%,0.3%,1.3%,2.2%,66.7%,21.2%,14.7%,13.1%,14.7%,14.0%,4.2%,15.6%,6.1%,6.4%,11.1%,26.8,3.8%,19.7%,35.9%,40.6%,1459
North Carolina,Craven,91.0%,76.0%,15.1%,0.1%,3.6%,0.3%,1.5%,3.5%,84.1%,14.4%,21.9%,19.5%,17.6%,11.3%,4.6%,10.8%,5.3%,4.8%,4.2%,20.1,3.8%,22.7%,41.5%,32.0%,1462
North Carolina,Cumberland,90.6%,81.0%,9.7%,0.4%,2.9%,0.1%,1.2%,4.8%,89.6%,8.5%,14.0%,16.3%,20.6%,18.8%,6.8%,12.9%,3.1%,4.3%,3.3%,21.0,2.1%,24.7%,42.5%,30.7%,1464
North Carolina,Currituck,92.8%,80.6%,12.2%,0.3%,1.3%,0.2%,1.7%,3.7%,36.7%,23.0%,11.8%,6.1%,9.2%,10.5%,4.3%,15.7%,10.2%,20.1%,12.1%,32.0,0.8%,13.9%,39.6%,45.7%,1481
North Carolina,Dare,86.6%,75.8%,10.8%,0.3%,2.3%,0.6%,1.7%,8.6%,88.1%,7.7%,24.7%,20.2%,17.4%,12.5%,3.5%,8.4%,3.3%,4.2%,6.0%,20.5,0.4%,19.0%,45.9%,34.7%,1485
North Carolina,Davidson,96.6%,86.4%,10.2%,0.2%,0.8%,0.0%,0.6%,1.9%,49.2%,50.0%,12.7%,15.2%,16.9%,17.4%,8.2%,14.2%,5.9%,5.1%,4.4%,22.6,2.1%,14.8%,41.3%,41.9%,1489
North Carolina,Davie,93.1%,84.6%,8.5%,0.3%,1.8%,0.0%,0.7%,4.1%,44.3%,54.5%,12.8%,13.7%,17.2%,17.0%,7.6%,14.4%,6.5%,5.6%,5.2%,23.9,0.8%,12.1%,37.7%,49.3%,1490
North Carolina,Duplin,93.1%,76.4%,16.8%,0.2%,2.7%,0.5%,0.9%,2.4%,67.4%,31.5%,21.6%,14.0%,13.6%,11.9%,4.8%,12.8%,5.2%,7.5%,8.6%,23.8,3.3%,18.4%,37.3%,41.1%,1492
North Carolina,Durham,88.6%,75.2%,13.4%,3.3%,2.9%,0.5%,0.8%,3.9%,69.6%,29.2%,12.5%,17.0%,21.6%,17.5%,6.6%,11.9%,4.8%,4.1%,4.0%,21.7,3.4%,27.9%,43.9%,24.8%,1494
North Carolina,Edgecombe,94.7%,81.4%,13.3%,1.0%,1.8%,0.1%,1.2%,1.1%,53.4%,45.2%,19.2%,19.4%,18.4%,14.7%,7.0%,9.4%,3.1%,3.4%,5.3%,20.2,5.5%,21.5%,35.0%,37.9%,1495
North Carolina,Forsyth,92.3%,84.0%,8.3%,1.2%,1.6%,0.1%,1.6%,3.1%,79.7%,19.1%,13.1%,18.5%,21.3%,19.6%,7.3%,10.3%,3.4%,3.1%,3.4%,20.3,3.0%,23.1%,43.3%,30.6%,1496
North Carolina,Franklin,93.7%,81.7%,12.0%,0.3%,1.6%,0.0%,1.1%,3.3%,35.4%,63.4%,9.8%,7.2%,9.9%,11.8%,5.3%,15.8%,10.5%,16.5%,13.2%,32.4,1.2%,13.5%,40.7%,44.6%,1498
North Carolina,Gaston,94.7%,84.6%,10.2%,0.6%,0.6%,0.1%,1.7%,2.4%,58.6%,38.1%,10.7%,12.7%,16.8%,16.7%,7.5%,15.8%,7.1%,8.1%,4.5%,24.6,1.8%,19.6%,42.1%,36.5%,1499
North Carolina,Gates,92.3%,82.3%,10.0%,0.5%,1.5%,0.0%,4.4%,1.4%,28.2%,19.0%,9.9%,8.8%,5.0%,7.9%,3.4%,13.1%,7.7%,15.9%,28.3%,39.2,0.2%,12.6%,41.3%,45.9%,1500
North Carolina,Graham,94.9%,87.4%,7.5%,0.0%,3.4%,0.0%,0.0%,1.7%,78.3%,18.3%,28.2%,25.7%,7.8%,13.4%,1.6%,11.8%,4.7%,3.4%,3.4%,17.8,3.3%,14.5%,39.5%,42.6%,1502
North Carolina,Granville,94.6%,85.4%,9.2%,0.0%,0.9%,0.0%,0.8%,3.7%,50.8%,48.0%,10.4%,10.9%,12.4%,14.6%,6.8%,15.7%,10.3%,12.7%,6.3%,27.5,1.8%,15.6%,38.3%,44.2%,1503
North Carolina,Greene,95.7%,83.0%,12.6%,0.0%,0.3%,0.4%,1.7%,1.9%,35.1%,64.9%,9.9%,14.7%,16.8%,18.2%,7.4%,17.3%,7.1%,3.6%,5.0%,24.4,0.7%,15.4%,36.8%,47.1%,1505
North Carolina,Guilford,92.1%,82.9%,9.2%,1.5%,1.7%,0.2%,1.0%,3.4%,85.5%,13.1%,11.8%,18.6%,21.5%,19.0%,7.7%,11.6%,3.6%,3.0%,3.2%,20.7,2.9%,23.5%,42.8%,30.8%,1506
North Carolina,Halifax,95.9%,85.0%,10.9%,0.2%,1.4%,0.1%,0.6%,1.9%,65.8%,27.6%,21.5%,17.7%,17.2%,8.3%,4.6%,12.6%,5.5%,8.0%,4.5%,21.6,2.9%,19.7%,35.8%,41.6%,1508
North Carolina,Harnett,94.0%,81.6%,12.4%,0.3%,1.4%,0.1%,1.5%,2.7%,36.8%,61.7%,12.3%,11.9%,12.6%,12.6%,6.0%,15.5%,8.6%,11.4%,9.1%,27.9,1.7%,18.3%,40.8%,39.2%,1509
North Carolina,Haywood,92.1%,81.6%,10.5%,0.3%,1.5%,0.3%,0.8%,5.0%,73.7%,25.0%,17.5%,16.0%,18.5%,13.2%,4.9%,13.1%,6.0%,6.5%,4.4%,22.3,1.4%,14.4%,47.4%,36.8%,1512
North Carolina,Henderson,92.6%,80.1%,12.5%,0.1%,1.7%,0.1%,0.8%,4.7%,68.5%,28.7%,14.0%,16.2%,18.3%,20.2%,7.7%,11.9%,4.2%,4.2%,3.3%,21.0,2.2%,17.4%,45.9%,34.5%,1514
North Carolina,Hertford,96.1%,78.6%,17.6%,0.2%,1.1%,0.4%,1.3%,1.0%,67.0%,23.6%,20.7%,13.6%,14.6%,15.5%,7.0%,11.7%,4.2%,5.3%,7.5%,23.1,2.9%,21.5%,35.6%,39.9%,1515
North Carolina,Hoke,93.5%,83.6%,9.9%,0.1%,1.8%,0.4%,2.1%,2.2%,33.3%,65.3%,9.8%,11.8%,14.5%,16.3%,8.8%,21.0%,6.8%,7.0%,4.0%,25.1,2.1%,18.0%,36.0%,43.9%,1517
North Carolina,Hyde,83.7%,63.4%,20.3%,1.0%,6.0%,1.6%,0.0%,7.7%,82.5%,17.5%,40.1%,3.8%,14.9%,7.2%,7.2%,8.1%,0.0%,4.2%,14.5%,25.5,1.9%,32.1%,37.3%,28.7%,1521
North Carolina,Iredell,93.8%,84.2%,9.6%,0.4%,0.7%,0.0%,0.9%,4.2%,69.1%,29.2%,13.7%,16.9%,17.7%,14.1%,5.5%,11.8%,5.5%,8.1%,6.7%,24.0,1.2%,13.8%,42.1%,43.0%,1525
North Carolina,Jackson,91.4%,79.0%,12.4%,0.4%,4.9%,0.2%,1.0%,2.2%,78.5%,20.6%,24.6%,17.2%,18.0%,13.5%,4.1%,9.4%,4.8%,3.9%,4.4%,19.7,2.4%,21.9%,43.0%,32.6%,1528
North Carolina,Johnston,94.4%,81.0%,13.5%,0.1%,0.7%,0.1%,1.1%,3.6%,47.4%,51.5%,10.8%,11.0%,12.5%,13.4%,6.7%,15.9%,9.3%,11.9%,8.5%,28.2,1.5%,16.7%,43.3%,38.5%,1530
North Carolina,Jones,92.2%,73.8%,18.5%,0.6%,2.3%,1.5%,0.5%,3.0%,30.9%,68.4%,12.8%,7.7%,12.8%,15.1%,11.8%,13.3%,6.7%,10.2%,9.5%,28.3,6.9%,15.1%,35.6%,42.4%,1536
North Carolina,Lee,94.6%,78.9%,15.7%,0.3%,0.8%,0.0%,1.8%,2.5%,68.7%,30.4%,14.5%,16.7%,22.0%,13.5%,4.2%,10.8%,5.3%,7.9%,5.1%,22.2,4.6%,14.3%,40.8%,40.2%,1540
North Carolina,Lenoir,93.1%,76.5%,16.6%,0.6%,1.6%,0.4%,1.3%,3.0%,74.4%,24.7%,15.7%,18.4%,20.3%,14.2%,4.7%,9.6%,4.4%,6.2%,6.4%,22.3,3.9%,21.3%,39.8%,35.0%,1542
North Carolina,Lincoln,94.9%,83.9%,11.0%,0.3%,0.7%,0.1%,1.0%,3.0%,43.4%,54.5%,11.4%,11.1%,11.4%,11.8%,6.0%,15.5%,10.0%,13.7%,9.2%,28.8,1.3%,13.1%,40.4%,45.2%,1545
North Carolina,McDowell,94.6%,80.7%,13.9%,0.0%,1.8%,0.1%,0.6%,2.8%,73.8%,25.2%,16.8%,16.2%,15.6%,16.2%,6.8%,10.5%,5.5%,8.2%,4.2%,22.6,1.5%,16.9%,41.3%,40.3%,1554
North Carolina,Macon,93.5%,79.5%,14.0%,0.0%,1.3%,0.0%,0.7%,4.4%,82.2%,10.5%,19.2%,19.9%,18.1%,13.9%,3.8%,8.3%,3.6%,8.4%,4.8%,21.4,1.5%,17.3%,45.2%,36.0%,1556
North Carolina,Madison,90.3%,77.0%,13.3%,0.0%,3.0%,0.0%,0.2%,6.5%,41.5%,54.9%,14.2%,5.1%,8.3%,16.0%,4.1%,16.0%,9.9%,16.7%,9.6%,31.5,0.7%,14.0%,34.7%,50.7%,1560
North Carolina,Martin,93.1%,79.5%,13.6%,0.0%,3.3%,0.2%,1.2%,2.3%,57.7%,42.2%,18.7%,17.8%,15.8%,12.2%,4.2%,10.5%,7.9%,6.4%,6.5%,23.5,2.5%,20.5%,37.2%,39.7%,1563
North Carolina,Mecklenburg,88.9%,76.9%,12.0%,3.3%,1.8%,0.2%,0.9%,4.9%,88.2%,7.8%,9.9%,13.0%,16.2%,18.1%,7.7%,16.5%,7.3%,6.6%,4.7%,24.7,3.3%,25.5%,47.2%,24.1%,1565
North Carolina,Mitchell,93.9%,80.0%,13.9%,0.0%,1.3%,0.0%,0.3%,4.6%,67.9%,27.6%,21.4%,14.5%,11.5%,12.3%,7.8%,13.7%,3.9%,5.1%,9.8%,25.9,4.9%,13.8%,39.9%,41.4%,1568
North Carolina,Montgomery,96.2%,83.1%,13.1%,0.3%,1.4%,0.0%,0.5%,1.5%,65.2%,33.9%,19.3%,15.9%,12.0%,15.4%,5.6%,10.3%,3.9%,6.9%,10.6%,25.5,2.3%,17.8%,33.1%,46.8%,1573
North Carolina,Moore,93.5%,83.5%,10.0%,0.1%,1.3%,0.1%,1.3%,3.7%,77.2%,21.5%,15.6%,15.8%,20.0%,15.0%,8.2%,9.0%,5.8%,5.0%,5.7%,22.5,1.5%,16.0%,43.8%,38.7%,1584
North Carolina,Nash,95.3%,83.7%,11.6%,0.7%,1.2%,0.1%,0.8%,2.0%,66.4%,32.7%,16.0%,19.0%,21.8%,14.3%,5.6%,10.8%,2.5%,5.3%,4.7%,21.0,3.2%,18.1%,38.9%,39.8%,1588
North Carolina,New Hanover,91.6%,82.2%,9.4%,0.6%,1.9%,0.8%,0.9%,4.1%,89.7%,8.6%,14.7%,20.2%,21.4%,19.0%,5.3%,10.2%,2.4%,3.1%,3.5%,19.8,2.3%,22.2%,45.6%,29.9%,1602
North Carolina,Northampton,97.6%,83.7%,13.9%,0.0%,1.1%,0.2%,0.6%,0.6%,41.9%,44.6%,15.4%,12.0%,13.2%,13.8%,6.4%,16.1%,5.5%,9.9%,7.5%,26.5,2.4%,19.6%,28.0%,49.9%,1606
North Carolina,Onslow,83.8%,67.5%,16.3%,0.3%,6.1%,0.6%,1.6%,7.6%,90.2%,7.8%,19.8%,13.6%,15.9%,15.1%,5.5%,13.1%,5.2%,6.3%,5.6%,22.5,1.8%,22.8%,45.1%,30.3%,1625
North Carolina,Orange,78.6%,67.2%,11.3%,7.1%,5.0%,1.8%,1.2%,6.3%,57.5%,41.1%,11.5%,15.7%,19.1%,17.0%,8.7%,14.3%,5.8%,4.8%,3.0%,21.8,4.4%,22.8%,40.4%,32.4%,1630
North Carolina,Pamlico,92.8%,77.4%,15.4%,0.2%,2.3%,0.6%,1.3%,2.8%,50.2%,48.0%,19.3%,9.2%,11.3%,18.8%,3.7%,14.8%,7.0%,8.0%,7.9%,25.7,0.3%,19.4%,44.5%,35.9%,1703
North Carolina,Pasquotank,91.8%,77.9%,14.0%,0.3%,1.8%,0.4%,3.3%,2.4%,76.1%,9.3%,23.1%,22.4%,16.1%,8.6%,2.7%,5.1%,2.5%,5.6%,13.7%,23.6,2.8%,19.6%,41.7%,35.8%,1714
North Carolina,Pender,91.8%,78.8%,13.0%,0.1%,0.7%,0.3%,0.8%,6.3%,42.3%,56.4%,10.4%,9.6%,11.8%,12.7%,9.4%,20.1%,9.4%,10.8%,5.8%,27.8,2.4%,14.7%,41.7%,41.2%,1718
North Carolina,Perquimans,91.2%,81.4%,9.7%,0.8%,3.1%,0.0%,3.5%,1.4%,31.6%,54.4%,15.7%,9.5%,14.3%,11.5%,11.1%,14.8%,4.8%,3.9%,14.4%,28.7,2.1%,11.2%,38.6%,48.1%,1724
North Carolina,Person,95.7%,82.8%,12.9%,0.0%,1.2%,0.0%,0.2%,2.8%,53.9%,43.3%,12.2%,12.4%,14.4%,8.8%,4.8%,11.3%,8.9%,15.2%,12.0%,29.8,2.0%,14.3%,31.6%,52.1%,1729
North Carolina,Pitt,92.3%,81.7%,10.6%,0.5%,1.9%,0.4%,2.6%,2.3%,85.8%,13.1%,15.8%,21.6%,22.5%,16.1%,4.5%,9.2%,2.9%,3.5%,3.8%,19.6,3.6%,24.3%,42.3%,29.8%,1733
North Carolina,Polk,92.0%,78.2%,13.7%,0.7%,1.5%,0.0%,0.5%,5.4%,50.3%,21.4%,13.9%,11.3%,17.2%,10.6%,6.8%,13.5%,6.4%,10.9%,9.4%,27.0,2.2%,12.9%,36.9%,48.0%,1738
North Carolina,Randolph,95.9%,84.1%,11.8%,0.1%,0.9%,0.0%,0.6%,2.5%,56.4%,42.9%,14.7%,16.4%,15.8%,14.5%,7.6%,12.8%,7.3%,6.8%,4.0%,22.7,1.3%,16.5%,38.2%,44.1%,1741
North Carolina,Richmond,97.2%,85.8%,11.4%,0.0%,0.7%,0.1%,0.3%,1.7%,76.0%,20.4%,21.1%,25.5%,16.9%,9.6%,2.8%,11.6%,4.2%,3.4%,4.9%,19.8,3.6%,23.9%,36.1%,36.3%,1744
North Carolina,Robeson,95.4%,80.2%,15.2%,0.1%,1.8%,0.2%,0.7%,1.9%,73.8%,22.8%,12.7%,16.3%,17.7%,17.0%,4.2%,17.1%,4.2%,4.6%,6.3%,23.5,3.6%,23.1%,36.5%,36.7%,1747
North Carolina,Rockingham,95.8%,82.2%,13.6%,0.1%,1.2%,0.0%,0.5%,2.3%,60.4%,36.2%,15.1%,14.2%,14.8%,11.5%,6.6%,11.7%,8.8%,11.0%,6.3%,25.6,2.3%,16.9%,36.8%,44.0%,1751
North Carolina,Rowan,94.7%,84.2%,10.5%,0.5%,1.3%,0.2%,1.0%,2.3%,64.9%,33.8%,15.4%,15.9%,18.7%,14.5%,6.6%,12.3%,4.2%,6.7%,5.8%,22.7,2.6%,16.3%,41.2%,40.0%,1754
North Carolina,Rutherford,94.0%,83.0%,11.0%,0.2%,1.6%,0.0%,1.1%,3.2%,76.1%,17.9%,16.0%,16.7%,19.2%,15.6%,5.8%,8.4%,3.6%,7.9%,6.8%,23.1,2.4%,17.5%,39.5%,40.5%,1764
North Carolina,Sampson,94.4%,80.4%,14.0%,0.2%,1.7%,0.2%,0.9%,2.5%,62.8%,36.4%,18.3%,15.9%,15.5%,10.4%,5.0%,13.4%,6.6%,7.7%,7.2%,24.1,1.6%,17.9%,35.5%,45.0%,1769
North Carolina,Scotland,94.6%,86.1%,8.5%,0.0%,1.7%,0.0%,1.0%,2.7%,72.2%,23.9%,16.1%,22.5%,22.8%,13.2%,3.8%,9.2%,5.1%,3.3%,4.0%,19.6,3.4%,25.4%,34.8%,36.4%,1772
North Carolina,Stanly,95.0%,84.0%,11.0%,0.1%,1.1%,0.0%,1.3%,2.5%,61.7%,36.7%,16.1%,15.7%,13.3%,11.8%,5.7%,9.6%,7.3%,11.4%,9.0%,26.2,1.1%,12.3%,38.6%,48.0%,1775
North Carolina,Stokes,95.0%,84.9%,10.1%,0.3%,0.9%,0.0%,0.9%,2.9%,31.0%,67.3%,10.3%,8.8%,12.1%,15.1%,8.7%,16.0%,10.2%,10.5%,8.3%,28.8,1.3%,13.7%,34.9%,50.1%,1777
North Carolina,Surry,94.3%,83.3%,11.0%,0.6%,1.3%,0.0%,0.8%,3.1%,69.6%,27.7%,16.5%,14.7%,15.8%,14.6%,5.2%,10.5%,5.7%,9.0%,7.9%,25.3,1.7%,18.8%,36.5%,43.0%,1780
North Carolina,Swain,94.0%,87.5%,6.5%,0.0%,1.3%,0.0%,0.4%,4.3%,83.4%,16.4%,17.0%,23.6%,22.8%,18.0%,4.7%,6.2%,2.8%,2.7%,2.2%,17.3,2.7%,18.0%,35.8%,43.5%,1784
North Carolina,Transylvania,90.4%,76.1%,14.3%,0.0%,2.9%,0.6%,1.9%,4.2%,73.2%,24.9%,20.8%,17.9%,13.0%,11.2%,5.6%,12.8%,7.7%,6.9%,4.1%,21.5,2.8%,16.7%,37.7%,42.8%,1786
North Carolina,Tyrrell,95.2%,78.0%,17.2%,0.0%,1.3%,0.0%,0.1%,3.4%,53.5%,45.1%,23.6%,14.6%,9.6%,5.4%,0.5%,8.7%,5.1%,14.4%,17.9%,30.4,2.8%,14.9%,50.6%,31.6%,1794
North Carolina,Union,91.9%,81.1%,10.8%,0.5%,0.7%,0.1%,0.7%,6.1%,50.2%,45.8%,9.5%,10.1%,13.3%,14.3%,6.5%,16.2%,9.4%,12.5%,8.3%,28.6,1.5%,13.3%,45.4%,39.8%,1798
North Carolina,Vance,93.9%,80.6%,13.2%,0.1%,1.4%,0.0%,1.8%,2.8%,65.8%,32.2%,17.8%,16.6%,16.9%,14.0%,3.5%,11.8%,4.6%,7.1%,7.6%,23.1,4.2%,22.1%,35.1%,38.5%,1801
North Carolina,Wake,90.0%,80.1%,9.9%,1.1%,1.6%,0.3%,1.1%,6.0%,81.2%,17.7%,10.3%,12.9%,17.1%,18.6%,8.2%,15.6%,6.8%,6.0%,4.4%,24.1,2.2%,21.1%,48.7%,27.9%,1805
North Carolina,Warren,94.0%,81.8%,12.2%,0.3%,2.2%,0.0%,0.6%,3.0%,42.9%,51.6%,14.5%,9.4%,5.4%,13.3%,8.8%,18.0%,9.0%,11.9%,9.8%,29.3,3.3%,17.9%,38.3%,40.5%,1809
North Carolina,Washington,89.9%,74.0%,16.0%,0.6%,1.7%,0.8%,3.8%,3.3%,66.0%,33.6%,23.6%,14.0%,11.6%,9.5%,5.9%,11.8%,5.6%,4.6%,13.3%,25.1,6.6%,20.9%,32.9%,39.6%,1811
North Carolina,Watauga,87.5%,74.6%,12.9%,0.8%,6.6%,0.2%,0.4%,4.5%,88.1%,10.6%,25.0%,20.3%,17.3%,14.0%,4.5%,8.7%,3.4%,3.4%,3.3%,18.6,2.7%,20.6%,46.9%,29.8%,1813
North Carolina,Wayne,95.0%,83.7%,11.3%,0.5%,1.3%,0.4%,0.6%,2.3%,79.9%,19.3%,16.5%,18.7%,20.2%,15.3%,5.6%,9.6%,3.3%,4.7%,6.1%,21.8,2.6%,20.4%,41.9%,35.2%,1814
North Carolina,Wilkes,94.7%,82.6%,12.0%,0.3%,1.4%,0.0%,0.3%,3.3%,78.2%,21.3%,12.7%,17.0%,21.6%,16.4%,5.0%,9.4%,4.4%,5.5%,8.1%,23.6,2.3%,15.8%,40.4%,41.5%,1817
North Carolina,Wilson,94.7%,82.8%,11.8%,0.6%,1.5%,0.3%,1.3%,1.7%,76.6%,22.3%,18.9%,23.7%,20.1%,12.7%,4.1%,8.1%,3.0%,5.1%,4.3%,19.5,3.7%,21.7%,39.6%,35.0%,1819
North Carolina,Yadkin,95.5%,84.1%,11.4%,0.2%,0.7%,0.1%,1.4%,2.1%,45.4%,53.2%,14.5%,13.0%,13.0%,12.7%,8.0%,15.8%,7.7%,8.9%,6.4%,26.3,1.9%,14.9%,35.3%,47.8%,1821
North Carolina,Yancey,92.5%,77.1%,15.4%,0.3%,3.3%,0.0%,0.5%,3.4%,63.4%,34.0%,15.4%,10.8%,14.5%,15.6%,4.4%,11.5%,8.5%,10.8%,8.5%,25.6,2.7%,12.4%,37.4%,47.5%,1823
North Dakota,Adams,74.4%,61.2%,13.2%,0.0%,6.5%,0.0%,0.3%,18.8%,89.7%,5.0%,54.8%,16.6%,6.9%,5.3%,1.3%,7.0%,3.2%,1.6%,3.4%,12.8,0.5%,15.6%,29.7%,54.2%,1826
North Dakota,Barnes,84.3%,75.4%,8.9%,0.0%,5.2%,1.4%,0.9%,8.2%,85.3%,14.1%,49.7%,15.1%,9.8%,5.7%,3.0%,6.9%,2.2%,3.3%,4.2%,14.6,2.4%,18.8%,39.7%,39.2%,1828
North Dakota,Benson,80.0%,71.2%,8.8%,1.9%,8.2%,0.1%,1.3%,8.4%,81.0%,18.1%,33.5%,22.0%,13.3%,8.2%,4.2%,9.2%,4.0%,2.9%,2.8%,16.2,4.2%,23.0%,30.3%,42.5%,1831
North Dakota,Billings,56.8%,50.5%,6.3%,0.4%,10.5%,1.8%,0.0%,30.5%,65.7%,30.7%,27.9%,10.2%,9.6%,8.1%,2.9%,15.1%,7.3%,10.5%,8.4%,24.9,0.0%,5.9%,23.4%,70.7%,1833
North Dakota,Bottineau,82.3%,73.5%,8.8%,0.0%,6.6%,0.6%,0.8%,9.7%,76.4%,22.3%,46.8%,9.3%,10.4%,7.7%,3.1%,9.1%,3.9%,2.8%,7.1%,18.5,1.3%,15.3%,38.4%,45.1%,1836
North Dakota,Bowman,78.7%,73.2%,5.4%,0.0%,11.3%,0.2%,1.1%,8.7%,91.0%,5.0%,54.0%,15.4%,11.3%,4.6%,2.4%,4.3%,2.4%,3.8%,1.7%,12.3,1.5%,11.3%,34.9%,52.3%,1838
North Dakota,Burke,82.4%,68.2%,14.2%,0.2%,8.7%,0.3%,1.4%,7.0%,74.6%,24.9%,40.3%,10.7%,8.9%,12.2%,4.1%,13.1%,2.5%,4.5%,3.7%,17.4,0.2%,11.7%,31.6%,56.5%,1841
North Dakota,Burleigh,92.4%,81.5%,10.9%,0.4%,2.4%,0.5%,0.5%,3.8%,87.9%,11.3%,26.1%,30.3%,21.8%,9.9%,1.8%,3.4%,0.9%,1.9%,3.9%,16.1,1.4%,16.6%,39.0%,43.0%,1844
North Dakota,Cass,91.0%,82.9%,8.1%,1.0%,3.1%,1.0%,0.9%,3.0%,88.9%,2.1%,22.3%,27.1%,25.8%,12.7%,2.9%,3.7%,1.4%,1.7%,2.3%,15.9,2.4%,20.3%,47.4%,30.0%,1848
North Dakota,Cavalier,86.6%,80.7%,6.0%,0.2%,5.7%,0.4%,0.9%,6.3%,87.2%,12.0%,55.0%,15.7%,8.7%,5.4%,1.0%,9.0%,1.0%,2.2%,2.2%,12.1,0.1%,10.9%,35.4%,53.7%,1849
North Dakota,Dickey,82.5%,71.8%,10.7%,0.0%,8.4%,1.9%,0.6%,6.6%,82.6%,11.7%,54.6%,18.2%,5.3%,3.9%,1.6%,6.6%,3.1%,3.3%,3.4%,13.7,2.7%,17.0%,30.7%,49.7%,2004
North Dakota,Divide,76.2%,72.6%,3.7%,0.0%,6.7%,0.8%,0.0%,16.3%,84.5%,12.7%,55.8%,10.9%,9.9%,6.4%,1.5%,4.7%,0.5%,6.1%,3.9%,13.9,0.6%,14.7%,37.9%,46.8%,2007
North Dakota,Dunn,73.0%,59.5%,13.4%,0.0%,6.5%,0.3%,0.6%,19.6%,68.9%,30.7%,29.5%,6.2%,8.5%,16.0%,7.5%,14.9%,5.8%,5.6%,5.9%,22.3,0.0%,8.2%,23.9%,67.9%,2013
North Dakota,Eddy,81.3%,71.1%,10.2%,0.0%,5.3%,0.2%,1.1%,12.1%,73.8%,25.6%,46.9%,13.5%,9.6%,9.2%,1.6%,5.5%,6.0%,2.4%,5.1%,16.8,1.7%,13.8%,31.1%,53.4%,2017
North Dakota,Emmons,70.0%,58.9%,11.1%,0.0%,10.0%,0.2%,0.7%,19.1%,85.4%,11.1%,42.9%,11.2%,12.3%,7.3%,2.1%,5.2%,4.0%,6.4%,8.6%,20.4,1.2%,10.6%,35.3%,53.0%,2021
North Dakota,Foster,83.0%,77.8%,5.1%,0.4%,3.2%,0.7%,1.7%,11.1%,87.5%,12.5%,59.9%,11.3%,5.0%,7.0%,1.8%,6.5%,1.0%,5.6%,1.9%,13.2,1.1%,13.0%,37.6%,48.3%,2026
North Dakota,Golden Valley,80.5%,74.2%,6.3%,0.0%,6.5%,0.0%,0.0%,13.0%,85.9%,8.5%,49.2%,5.8%,8.9%,7.4%,4.1%,12.4%,1.9%,2.2%,8.2%,18.3,0.0%,14.6%,35.2%,50.3%,2036
North Dakota,Grand Forks,89.5%,82.5%,7.0%,1.5%,4.0%,0.7%,1.2%,3.2%,91.7%,2.1%,33.9%,30.0%,17.7%,6.3%,2.9%,4.3%,1.9%,1.5%,1.6%,13.5,2.9%,18.9%,44.4%,33.8%,2043
North Dakota,Grant,67.2%,53.9%,13.3%,0.2%,8.1%,0.3%,1.2%,23.0%,77.0%,18.7%,43.4%,9.4%,6.7%,7.0%,3.3%,7.2%,3.5%,6.7%,12.7%,23.1,0.5%,12.5%,25.0%,62.0%,2051
North Dakota,Griggs,82.2%,74.7%,7.5%,0.0%,6.1%,1.3%,1.2%,9.2%,82.0%,16.9%,38.8%,12.7%,12.4%,11.9%,7.0%,4.8%,5.1%,2.1%,5.2%,18.9,0.2%,15.8%,28.6%,55.5%,2056
North Dakota,Hettinger,76.7%,65.4%,11.3%,0.0%,5.9%,0.7%,0.5%,16.3%,75.4%,22.8%,47.3%,12.7%,6.6%,3.7%,5.7%,10.0%,4.7%,4.9%,4.4%,16.8,1.2%,13.8%,31.3%,53.8%,2063
North Dakota,Kidder,63.3%,52.7%,10.6%,0.0%,7.4%,0.0%,0.1%,29.2%,78.8%,20.6%,36.1%,10.7%,10.8%,5.8%,4.0%,4.8%,4.5%,11.8%,11.5%,23.8,1.6%,19.4%,30.9%,48.1%,2068
North Dakota,LaMoure,74.8%,66.3%,8.6%,0.0%,10.5%,1.0%,0.8%,12.8%,79.2%,20.2%,51.1%,8.5%,7.0%,9.3%,2.6%,8.5%,4.5%,5.2%,3.2%,16.7,2.9%,11.7%,31.2%,54.3%,2074
