State,County,# of Ranked Counties,Mortality Rank,Morbidity Rank,Health Behaviors Rank,Clinical Care Rank,Social & Economic Factors Rank,Physical Environment Rank,FID
Ohio,Belmont,88,53,75,65,83,48,17,2278
Ohio,Brown,88,66,25,34,31,57,29,2282
Ohio,Butler,88,41,55,80,19,23,87,2286
Ohio,Carroll,88,6,69,20,66,43,25,2289
Ohio,Champaign,88,50,30,18,36,41,76,2291
Ohio,Clark,88,74,63,57,24,68,77,2300
Ohio,Clermont,88,32,34,82,16,19,40,2306
Ohio,Clinton,88,62,50,43,8,38,60,2310
Ohio,Columbiana,88,36,57,79,68,62,34,2315
Ohio,Coshocton,88,56,73,61,78,58,19,2317
Ohio,Crawford,88,60,14,44,44,76,57,2323
Ohio,Cuyahoga,88,59,76,27,5,77,70,2332
Ohio,Darke,88,31,13,10,25,33,52,2345
Ohio,Defiance,88,30,28,22,12,30,75,2350
Ohio,Delaware,88,1,5,2,4,1,26,2352
Ohio,Erie,88,21,74,85,50,49,33,2357
Ohio,Fairfield,88,12,26,24,34,11,48,2365
Ohio,Fayette,88,81,60,48,23,50,7,2368
Ohio,Franklin,88,58,68,76,11,52,80,2375
Ohio,Fulton,88,39,7,45,33,32,5,2378
Ohio,Gallia,88,83,86,42,53,72,83,2383
Ohio,Geauga,88,2,4,1,43,4,56,2390
Ohio,Greene,88,5,21,9,1,10,69,2393
Ohio,Guernsey,88,76,36,68,61,79,36,2399
Ohio,Hamilton,88,65,66,12,3,65,88,2411
Ohio,Hancock,88,15,18,33,10,14,54,2427
Ohio,Hardin,88,73,31,37,82,47,67,2432
Ohio,Harrison,88,80,80,55,80,64,46,2440
Ohio,Henry,88,17,27,60,45,37,50,2451
Ohio,Highland,88,77,52,25,39,56,6,2457
Ohio,Hocking,88,61,46,63,58,67,12,2461
Ohio,Holmes,88,14,1,4,57,16,3,2464
Ohio,Huron,88,48,16,81,62,63,37,2468
Ohio,Jackson,88,82,84,73,77,75,1,2472
Ohio,Jefferson,88,78,77,70,76,53,64,2476
Ohio,Knox,88,57,19,59,51,17,13,2479
Ohio,Lake,88,9,20,31,38,9,68,2493
Ohio,Lawrence,88,85,88,86,67,66,49,2499
Ohio,Licking,88,28,35,67,14,27,32,2504
Ohio,Logan,88,64,56,71,35,39,28,2510
Ohio,Lorain,88,26,49,29,47,51,4,2516
Ohio,Lucas,88,63,71,83,7,84,84,2520
Ohio,Madison,88,23,24,8,52,28,18,2529
Ohio,Mahoning,88,71,79,21,17,80,65,2534
Ohio,Marion,88,54,81,64,37,55,41,2541
Ohio,Medina,88,3,9,5,28,5,63,2545
Ohio,Meigs,88,79,85,56,85,87,51,2549
Ohio,Mercer,88,29,3,28,64,8,35,2552
Ohio,Miami,88,22,45,23,29,21,79,2558
Ohio,Monroe,88,69,72,78,87,61,53,2565
Ohio,Montgomery,88,67,64,74,6,78,74,2573
Ohio,Morgan,88,49,70,53,79,85,8,2000
Ohio,Morrow,88,52,82,46,81,42,30,2006
Ohio,Muskingum,88,55,61,84,27,81,22,2010
Ohio,Noble,88,11,38,54,84,69,24,2012
Ohio,Ottawa,88,20,22,19,49,26,44,2019
Ohio,Paulding,88,13,51,58,75,24,9,2024
Ohio,Perry,88,72,48,36,69,73,78,2027
Ohio,Pickaway,88,38,41,39,55,40,11,2031
Ohio,Pike,88,88,59,50,65,88,21,2034
Ohio,Portage,88,16,23,16,41,12,85,2038
Ohio,Preble,88,51,65,13,56,44,66,2039
Ohio,Putnam,88,7,12,47,54,6,47,2040
Ohio,Richland,88,46,53,41,46,59,2,2042
Ohio,Ross,88,75,83,87,42,70,10,2045
Ohio,Sandusky,88,43,42,77,59,36,42,2047
Ohio,Scioto,88,87,87,88,71,82,31,2048
Ohio,Seneca,88,40,17,11,70,35,39,2049
Ohio,Shelby,88,18,6,51,13,15,71,2052
Ohio,Stark,88,27,62,69,21,45,55,2054
Ohio,Summit,88,37,47,14,9,46,81,2057
Ohio,Trumbull,88,68,58,26,60,71,59,2061
Ohio,Tuscarawas,88,19,39,49,74,29,58,2065
Ohio,Union,88,35,32,32,15,2,16,2067
Ohio,Van Wert,88,44,29,30,26,34,86,2071
Ohio,Vinton,88,86,67,66,73,83,20,2075
Ohio,Warren,88,4,10,3,2,3,38,2076
Ohio,Washington,88,47,44,62,72,22,82,2080
Ohio,Wayne,88,25,2,15,20,20,43,2084
Ohio,Williams,88,33,15,40,18,31,14,2087
Ohio,Wood,88,8,11,6,32,13,72,2091
Ohio,Wyandot,88,34,43,52,40,18,73,2093
Oklahoma,Adair,77,68,64,75,68,73,32,2095
Oklahoma,Alfalfa,77,36,41,12,61,13,31,2099
Oklahoma,Atoka,77,27,74,48,69,42,43,2102
Oklahoma,Beaver,77,7,2,46,64,2,65,2104
Oklahoma,Beckham,77,65,58,59,13,20,13,2106
Oklahoma,Blaine,77,56,48,55,50,37,46,2110
Oklahoma,Bryan,77,52,38,63,57,45,64,2112
Oklahoma,Caddo,77,61,30,40,56,63,39,2118
Oklahoma,Canadian,77,4,13,5,7,9,25,2123
Oklahoma,Carter,77,54,65,23,25,46,63,2126
Oklahoma,Cherokee,77,55,47,67,54,50,37,2129
Oklahoma,Choctaw,77,71,57,60,72,76,70,2133
Oklahoma,Cimarron,77,36,1,7,77,16,72,2135
Oklahoma,Cleveland,77,2,11,4,8,8,42,2140
Oklahoma,Coal,77,76,17,45,63,61,73,2144
Oklahoma,Comanche,77,16,55,49,5,66,59,2145
Oklahoma,Cotton,77,32,35,47,41,22,16,2146
Oklahoma,Craig,77,41,52,71,20,48,22,2148
Oklahoma,Creek,77,45,44,36,17,47,23,2151
Oklahoma,Custer,77,25,21,22,15,29,15,2153
Oklahoma,Delaware,77,43,46,38,34,52,60,2154
Oklahoma,Dewey,77,63,4,32,66,6,49,2158
Oklahoma,Ellis,77,36,26,31,9,5,2,2165
Oklahoma,Garfield,77,29,28,61,16,24,62,2167
Oklahoma,Garvin,77,72,49,37,38,35,1,2176
Oklahoma,Grady,77,19,34,35,12,33,12,2184
Oklahoma,Grant,77,26,7,3,46,10,26,2187
Oklahoma,Greer,77,73,72,33,6,36,6,2189
Oklahoma,Harmon,77,36,29,44,75,62,6,2191
Oklahoma,Harper,77,64,3,19,55,4,2,2193
Oklahoma,Haskell,77,60,60,50,71,65,53,2195
Oklahoma,Hughes,77,62,40,70,73,74,40,2197
Oklahoma,Jackson,77,21,54,39,29,34,61,2202
Oklahoma,Jefferson,77,66,63,26,70,39,66,2206
Oklahoma,Johnston,77,67,77,58,51,57,55,2211
Oklahoma,Kay,77,44,32,17,18,60,71,2215
Oklahoma,Kingfisher,77,10,10,11,43,1,4,2219
Oklahoma,Kiowa,77,51,76,28,47,43,26,2222
Oklahoma,Latimer,77,77,75,52,74,58,5,2226
Oklahoma,Le Flore,77,49,33,41,53,72,51,2230
Oklahoma,Lincoln,77,42,43,29,28,38,56,2234
Oklahoma,Logan,77,8,16,14,21,25,48,2236
Oklahoma,Love,77,17,73,43,59,31,74,2238
Oklahoma,McClain,77,14,20,13,31,17,38,2245
Oklahoma,McCurtain,77,75,62,54,49,77,76,2252
Oklahoma,McIntosh,77,70,69,64,52,69,50,2258
Oklahoma,Major,77,22,37,1,60,3,10,2260
Oklahoma,Marshall,77,13,36,27,58,44,19,2265
Oklahoma,Mayes,77,24,39,62,24,40,75,2270
Oklahoma,Murray,77,57,70,57,45,21,30,2276
Oklahoma,Muskogee,77,34,68,74,35,68,58,2281
Oklahoma,Noble,77,12,9,30,44,27,52,2287
Oklahoma,Nowata,77,20,12,20,26,41,18,2290
Oklahoma,Okfuskee,77,69,24,42,11,64,47,2297
Oklahoma,Oklahoma,77,28,42,15,2,51,67,2303
Oklahoma,Okmulgee,77,53,31,68,33,67,35,2311
Oklahoma,Osage,77,18,25,34,42,54,57,2318
Oklahoma,Ottawa,77,46,56,73,37,59,68,2325
Oklahoma,Pawnee,77,35,61,76,39,55,36,2329
Oklahoma,Payne,77,3,8,8,23,15,33,2340
Oklahoma,Pittsburg,77,58,66,51,27,26,28,2344
Oklahoma,Pontotoc,77,50,50,66,14,32,54,2351
Oklahoma,Pottawatomie,77,31,51,69,10,53,8,2356
Oklahoma,Pushmataha,77,59,59,72,76,70,69,2362
Oklahoma,Roger Mills,77,36,45,25,40,7,21,2369
Oklahoma,Rogers,77,9,15,53,19,11,24,2374
Oklahoma,Seminole,77,74,53,77,36,71,14,2384
Oklahoma,Sequoyah,77,48,71,65,32,75,34,2391
Oklahoma,Stephens,77,30,19,18,4,30,29,2396
Oklahoma,Texas,77,6,6,21,67,23,20,2003
Oklahoma,Tillman,77,47,67,56,62,56,10,2005
Oklahoma,Tulsa,77,23,23,6,1,49,77,2008
Oklahoma,Wagoner,77,5,27,24,30,28,41,2014
Oklahoma,Washington,77,11,14,16,3,19,45,2018
Oklahoma,Washita,77,15,18,2,65,18,44,2023
Oklahoma,Woods,77,1,5,9,48,12,9,2029
Oklahoma,Woodward,77,33,22,10,22,14,17,2035
Oregon,Baker,33,28,30,16,8,17,22,2044
Oregon,Benton,33,1,2,2,5,1,19,2053
Oregon,Clackamas,33,4,4,6,4,3,23,2058
Oregon,Clatsop,33,21,12,24,24,10,32,2064
Oregon,Columbia,33,10,17,27,13,5,13,2070
Oregon,Coos,33,25,25,30,26,24,16,2083
Oregon,Crook,33,13,16,21,9,27,17,2092
Oregon,Curry,33,30,10,8,23,25,2,2098
Oregon,Deschutes,33,5,8,1,3,6,5,2109
Oregon,Douglas,33,27,32,33,18,29,10,2115
Oregon,Gilliam,33,NR,NR,NR,NR,NR,NR,2121
Oregon,Grant,33,19,1,15,17,18,27,2130
Oregon,Harney,33,15,24,14,32,28,30,2134
Oregon,Hood River,33,6,6,5,1,4,4,2138
Oregon,Jackson,33,18,11,10,7,20,8,2139
Oregon,Jefferson,33,32,31,31,28,33,2,2143
Oregon,Josephine,33,29,21,25,15,31,7,2152
Oregon,Klamath,33,31,33,20,16,32,18,2155
Oregon,Lake,33,33,27,17,33,26,29,2159
Oregon,Lane,33,11,23,12,20,12,33,2170
Oregon,Lincoln,33,26,26,29,22,23,20,2174
Oregon,Linn,33,23,29,28,11,22,21,2181
Oregon,Malheur,33,24,13,18,21,30,24,2185
Oregon,Marion,33,12,9,23,10,19,31,2200
Oregon,Morrow,33,7,28,26,31,15,6,2209
Oregon,Multnomah,33,17,22,11,2,16,14,2218
Oregon,Polk,33,3,5,13,12,8,25,2223
Oregon,Sherman,33,NR,NR,NR,NR,NR,NR,2232
Oregon,Tillamook,33,22,20,19,27,7,11,2242
Oregon,Umatilla,33,16,15,32,29,21,9,2251
Oregon,Union,33,9,19,9,25,13,15,2257
Oregon,Wallowa,33,8,14,4,30,9,1,2263
Oregon,Wasco,33,20,3,22,14,14,12,2267
Oregon,Washington,33,2,7,3,6,2,26,2272
Oregon,Wheeler,33,NR,NR,NR,NR,NR,NR,2277
Oregon,Yamhill,33,14,18,7,19,11,28,2284
Pennsylvania,Adams,67,18,29,11,10,6,31,2292
Pennsylvania,Allegheny,67,44,48,16,9,27,67,2302
Pennsylvania,Armstrong,67,56,61,46,59,40,59,2309
Pennsylvania,Beaver,67,32,52,34,44,10,44,2321
Pennsylvania,Bedford,67,28,38,33,36,44,10,2324
Pennsylvania,Berks,67,17,23,18,19,34,43,2326
Pennsylvania,Blair,67,65,56,51,18,45,1,2328
Pennsylvania,Bradford,67,24,6,20,22,36,25,2333
Pennsylvania,Bucks,67,6,14,2,11,4,48,2336
Pennsylvania,Butler,67,14,16,5,28,7,15,2338
Pennsylvania,Cambria,67,49,63,49,23,51,55,2341
Pennsylvania,Cameron,67,41,31,38,47,61,17,2343
Pennsylvania,Carbon,67,62,41,64,57,46,14,2349
Pennsylvania,Centre,67,1,8,4,66,3,58,2354
Pennsylvania,Chester,67,2,2,1,17,1,51,2360
Pennsylvania,Clarion,67,30,57,15,61,47,37,2366
Pennsylvania,Clearfield,67,42,46,30,30,63,57,2372
Pennsylvania,Clinton,67,43,21,28,50,42,21,2379
Pennsylvania,Columbia,67,9,28,37,39,25,7,2385
Pennsylvania,Crawford,67,29,42,45,38,39,27,2389
Pennsylvania,Cumberland,67,5,18,8,12,5,23,2397
Pennsylvania,Dauphin,67,39,53,62,3,35,49,2403
Pennsylvania,Delaware,67,37,34,22,15,18,30,2414
Pennsylvania,Elk,67,31,66,58,40,26,22,2420
Pennsylvania,Erie,67,22,47,65,20,57,60,2425
Pennsylvania,Fayette,67,59,64,66,45,66,24,2431
Pennsylvania,Forest,67,48,58,35,67,65,63,2436
Pennsylvania,Franklin,67,11,15,25,27,11,11,2439
Pennsylvania,Fulton,67,45,11,54,64,64,39,2446
Pennsylvania,Greene,67,58,65,32,63,59,66,2447
Pennsylvania,Huntingdon,67,38,33,29,21,29,38,2454
Pennsylvania,Indiana,67,10,37,40,65,21,61,2459
Pennsylvania,Jefferson,67,25,19,12,60,32,46,2462
Pennsylvania,Juniata,67,50,9,47,58,16,8,2466
Pennsylvania,Lackawanna,67,55,44,27,13,30,36,2471
Pennsylvania,Lancaster,67,15,4,13,4,8,53,2482
Pennsylvania,Lawrence,67,53,62,41,43,54,20,2488
Pennsylvania,Lebanon,67,13,25,44,7,9,29,2492
Pennsylvania,Lehigh,67,16,32,26,8,24,47,2496
Pennsylvania,Luzerne,67,60,50,42,16,43,34,2501
Pennsylvania,Lycoming,67,27,20,36,5,55,33,2505
Pennsylvania,McKean,67,51,43,60,52,49,13,2509
Pennsylvania,Mercer,67,47,55,55,33,56,54,2513
Pennsylvania,Mifflin,67,52,30,17,53,62,3,2517
Pennsylvania,Monroe,67,36,54,56,48,22,9,2521
Pennsylvania,Montgomery,67,4,12,3,2,2,45,2528
Pennsylvania,Montour,67,57,13,7,1,17,28,2533
Pennsylvania,Northampton,67,8,59,23,25,13,19,2537
Pennsylvania,Northumberland,67,61,45,59,34,58,18,2544
Pennsylvania,Perry,67,35,36,39,32,31,40,2554
Pennsylvania,Philadelphia,67,67,67,67,26,67,52,2563
Pennsylvania,Pike,67,7,7,19,51,19,12,2571
Pennsylvania,Potter,67,46,5,10,54,60,5,2575
Pennsylvania,Schuylkill,67,64,40,61,49,50,50,2581
Pennsylvania,Snyder,67,12,1,14,24,41,6,2583
Pennsylvania,Somerset,67,40,24,43,46,38,32,2589
Pennsylvania,Sullivan,67,23,60,48,56,37,65,2293
Pennsylvania,Susquehanna,67,34,49,21,62,33,16,2298
Pennsylvania,Tioga,67,21,27,63,31,53,35,2305
Pennsylvania,Union,67,3,3,9,14,23,41,2313
Pennsylvania,Venango,67,63,39,50,37,48,2,2316
Pennsylvania,Warren,67,26,10,53,29,52,26,2322
Pennsylvania,Washington,67,33,22,52,41,14,64,2346
Pennsylvania,Wayne,67,66,51,24,35,20,42,2363
Pennsylvania,Westmoreland,67,19,26,6,42,12,62,2394
Pennsylvania,Wyoming,67,54,17,57,55,28,4,2407
Pennsylvania,York,67,20,35,31,6,15,56,2419
Rhode Island,Bristol,5,3,2,1,1,2,1,2433
Rhode Island,Kent,5,4,4,4,3,4,2,2444
Rhode Island,Newport,5,2,1,3,5,3,3,2460
Rhode Island,Providence,5,5,5,5,4,5,5,2475
Rhode Island,Washington,5,1,3,2,2,1,4,2484
South Carolina,Abbeville,46,15,28,11,26,23,42,2489
South Carolina,Aiken,46,18,18,18,9,13,41,2503
South Carolina,Allendale,46,39,29,41,7,46,44,2527
South Carolina,Anderson,46,21,12,10,6,16,22,2559
South Carolina,Bamberg,46,41,43,28,21,39,2,2592
South Carolina,Barnwell,46,32,39,42,42,35,32,2605
South Carolina,Beaufort,46,1,1,1,19,3,21,2626
South Carolina,Berkeley,46,10,7,25,12,7,18,2631
South Carolina,Calhoun,46,33,20,9,28,17,27,2635
South Carolina,Charleston,46,11,5,5,2,12,39,2691
South Carolina,Cherokee,46,40,24,27,40,24,5,2700
South Carolina,Chester,46,37,35,30,32,40,34,2704
South Carolina,Chesterfield,46,31,38,40,30,25,9,2708
South Carolina,Clarendon,46,27,37,32,18,36,29,2715
South Carolina,Colleton,46,30,25,36,39,38,14,2718
South Carolina,Darlington,46,35,26,26,31,31,13,2721
South Carolina,Dillon,46,44,46,37,27,44,15,2725
South Carolina,Dorchester,46,2,8,13,17,2,6,2730
South Carolina,Edgefield,46,7,13,19,35,15,10,2735
South Carolina,Fairfield,46,45,30,23,25,41,17,2738
South Carolina,Florence,46,28,27,31,13,26,26,2742
South Carolina,Georgetown,46,17,14,12,24,19,1,2752
South Carolina,Greenville,46,4,3,2,3,4,28,2759
South Carolina,Greenwood,46,19,17,14,4,20,37,2764
South Carolina,Hampton,46,29,23,17,33,32,40,2767
South Carolina,Horry,46,20,11,21,41,21,12,2774
South Carolina,Jasper,46,34,21,45,44,22,25,2783
South Carolina,Kershaw,46,13,6,35,34,14,33,2787
South Carolina,Lancaster,46,8,31,24,29,29,11,2790
South Carolina,Laurens,46,25,32,29,20,27,8,2794
South Carolina,Lee,46,46,44,22,46,37,3,2800
South Carolina,Lexington,46,3,2,3,8,1,20,2803
South Carolina,McCormick,46,24,33,15,37,28,43,2807
South Carolina,Marion,46,36,34,39,36,43,4,2811
South Carolina,Marlboro,46,38,45,46,11,45,19,2813
South Carolina,Newberry,46,14,36,20,23,8,16,2818
South Carolina,Oconee,46,16,16,8,16,9,23,2822
South Carolina,Orangeburg,46,42,40,38,10,33,24,2829
South Carolina,Pickens,46,6,9,4,14,6,38,2834
South Carolina,Richland,46,12,10,6,1,5,46,2843
South Carolina,Saluda,46,9,22,34,45,11,30,2846
South Carolina,Spartanburg,46,23,19,16,5,18,45,2851
South Carolina,Sumter,46,22,15,33,22,30,31,2855
South Carolina,Union,46,26,41,43,43,34,35,2860
South Carolina,Williamsburg,46,43,42,44,38,42,7,2864
South Carolina,York,46,5,4,7,15,10,36,2867
South Dakota,Aurora,57,NR,NR,NR,NR,NR,NR,2870
South Dakota,Beadle,57,19,43,38,14,29,32,2874
South Dakota,Bennett,57,49,41,52,30,50,39,2876
South Dakota,Bon Homme,57,29,9,13,47,25,5,2879
South Dakota,Brookings,57,2,2,15,27,1,28,2882
South Dakota,Brown,57,4,15,34,10,6,25,2885
South Dakota,Brule,57,25,17,9,9,24,2,2888
South Dakota,Buffalo,57,52,57,53,34,57,37,2891
South Dakota,Butte,57,18,55,45,33,30,11,2895
South Dakota,Campbell,57,NR,NR,NR,NR,NR,NR,2897
South Dakota,Charles Mix,57,28,26,49,57,47,16,2900
South Dakota,Clark,57,29,7,27,26,38,26,2901
South Dakota,Clay,57,9,4,40,19,5,55,2903
South Dakota,Codington,57,15,32,41,4,21,29,2906
South Dakota,Corson,57,56,56,54,41,53,47,2907
South Dakota,Custer,57,26,53,18,13,3,52,2908
South Dakota,Davison,57,5,23,24,16,22,1,2910
South Dakota,Day,57,48,13,22,39,42,30,2911
South Dakota,Deuel,57,23,45,21,31,23,20,2912
South Dakota,Dewey,57,55,52,56,53,54,21,2914
South Dakota,Douglas,57,29,31,33,45,9,17,2916
South Dakota,Edmunds,57,29,20,14,51,33,7,2917
South Dakota,Fall River,57,50,42,23,12,43,18,2919
South Dakota,Faulk,57,NR,NR,NR,NR,NR,NR,2921
South Dakota,Grant,57,11,49,16,17,17,46,2922
South Dakota,Gregory,57,29,25,26,49,41,49,2923
South Dakota,Haakon,57,29,16,11,36,32,54,2924
South Dakota,Hamlin,57,24,3,43,25,20,50,2926
South Dakota,Hand,57,NR,NR,NR,NR,NR,NR,2928
South Dakota,Hanson,57,29,29,44,37,12,24,2929
South Dakota,Harding,57,NR,NR,NR,NR,NR,NR,2931
South Dakota,Hughes,57,17,14,10,15,4,14,2933
South Dakota,Hutchinson,57,29,6,5,7,37,4,2934
South Dakota,Hyde,57,NR,NR,NR,NR,NR,NR,2937
South Dakota,Jackson,57,51,27,47,42,52,23,2939
South Dakota,Jerauld,57,29,10,2,21,31,33,2941
South Dakota,Jones,57,NR,NR,NR,NR,NR,NR,2944
South Dakota,Kingsbury,57,46,11,7,32,10,10,2945
South Dakota,Lake,57,1,34,36,8,18,34,2401
South Dakota,Lawrence,57,7,39,3,3,16,12,2406
South Dakota,Lincoln,57,8,1,6,2,2,45,2410
South Dakota,Lyman,57,45,37,51,43,49,35,2417
South Dakota,McCook,57,21,44,17,38,8,48,2422
South Dakota,McPherson,57,29,33,4,48,45,22,2426
South Dakota,Marshall,57,29,38,29,50,39,31,2430
South Dakota,Meade,57,22,36,12,18,36,13,2442
South Dakota,Mellette,57,53,50,50,28,51,8,2450
South Dakota,Miner,57,29,24,1,22,28,15,2456
South Dakota,Minnehaha,57,10,22,32,1,7,44,2467
South Dakota,Moody,57,20,46,42,46,35,51,2485
South Dakota,Pennington,57,14,35,25,6,26,57,2497
South Dakota,Perkins,57,29,28,8,55,34,38,2502
South Dakota,Potter,57,29,18,31,52,15,41,2506
South Dakota,Roberts,57,27,19,48,29,48,40,2511
South Dakota,Sanborn,57,29,30,39,44,46,8,2514
South Dakota,Shannon,57,57,54,57,54,56,26,2519
South Dakota,Spink,57,12,12,20,35,27,42,2523
South Dakota,Stanley,57,29,47,37,20,13,2,2530
South Dakota,Sully,57,NR,NR,NR,NR,NR,NR,2535
South Dakota,Todd,57,54,48,55,56,55,6,2540
South Dakota,Tripp,57,13,40,35,23,40,19,2546
South Dakota,Turner,57,16,5,28,40,14,36,2550
South Dakota,Union,57,3,8,30,5,19,43,2557
South Dakota,Walworth,57,47,51,46,24,44,53,2561
South Dakota,Yankton,57,6,21,19,11,11,56,2569
South Dakota,Ziebach,57,NR,NR,NR,NR,NR,NR,2578
Tennessee,Anderson,95,24,56,14,7,18,55,2584
Tennessee,Bedford,95,25,9,33,92,36,51,2593
Tennessee,Benton,95,92,90,61,50,81,18,2598
Tennessee,Bledsoe,95,10,45,71,87,72,1,2602
Tennessee,Blount,95,7,10,28,10,10,93,2622
Tennessee,Bradley,95,11,27,3,20,26,38,2627
Tennessee,Campbell,95,64,91,39,35,84,13,2633
Tennessee,Cannon,95,36,2,11,80,43,26,2638
Tennessee,Carroll,95,88,77,34,53,53,37,2648
Tennessee,Carter,95,28,82,65,43,33,24,2654
Tennessee,Cheatham,95,34,11,35,39,7,29,2660
Tennessee,Chester,95,6,30,45,29,29,30,2664
Tennessee,Claiborne,95,70,71,12,44,63,44,2670
Tennessee,Clay,95,84,8,62,94,80,76,2679
Tennessee,Cocke,95,86,66,80,9,86,67,2686
Tennessee,Coffee,95,66,20,52,67,15,41,2689
Tennessee,Crockett,95,46,6,56,89,51,45,2693
Tennessee,Cumberland,95,21,80,4,51,52,15,2696
Tennessee,Davidson,95,17,17,25,8,59,91,2698
Tennessee,Decatur,95,90,15,23,85,58,25,2705
Tennessee,DeKalb,95,91,37,22,61,41,9,2710
Tennessee,Dickson,95,22,51,85,14,21,66,2717
Tennessee,Dyer,95,54,75,92,13,56,90,2723
Tennessee,Fayette,95,19,22,82,86,46,59,2726
Tennessee,Fentress,95,95,84,43,91,93,16,2731
Tennessee,Franklin,95,14,3,63,37,13,28,2734
Tennessee,Gibson,95,65,59,89,34,71,53,2739
Tennessee,Giles,95,23,32,86,36,38,58,2743
Tennessee,Grainger,95,45,24,19,77,42,9,2748
Tennessee,Greene,95,42,53,64,33,76,34,2750
Tennessee,Grundy,95,94,94,20,84,90,17,2754
Tennessee,Hamblen,95,30,41,41,65,48,75,2757
Tennessee,Hamilton,95,12,70,7,2,22,85,2761
Tennessee,Hancock,95,93,31,37,48,85,9,2766
Tennessee,Hardeman,95,78,95,94,68,82,50,2770
Tennessee,Hardin,95,79,68,30,56,79,83,2773
Tennessee,Hawkins,95,26,49,77,11,39,21,2779
Tennessee,Haywood,95,71,55,90,59,94,69,2781
Tennessee,Henderson,95,85,38,81,69,65,54,2786
Tennessee,Henry,95,76,61,73,62,67,82,2789
Tennessee,Hickman,95,62,73,59,73,45,36,2792
Tennessee,Houston,95,82,18,53,90,57,8,2796
Tennessee,Humphreys,95,33,67,36,70,24,68,2798
Tennessee,Jackson,95,80,35,51,81,62,79,2801
Tennessee,Jefferson,95,43,26,87,31,32,56,2804
Tennessee,Johnson,95,73,85,50,25,70,32,2808
Tennessee,Knox,95,8,23,5,6,5,94,2814
Tennessee,Lake,95,55,93,91,41,87,92,2817
Tennessee,Lauderdale,95,69,88,95,21,95,63,2821
Tennessee,Lawrence,95,59,13,49,49,69,42,2823
Tennessee,Lewis,95,87,89,9,58,78,6,2825
Tennessee,Lincoln,95,32,63,78,30,9,72,2828
Tennessee,Loudon,95,39,21,44,27,8,87,2830
Tennessee,McMinn,95,44,74,74,24,49,49,2833
Tennessee,McNairy,95,57,52,68,52,60,61,2836
Tennessee,Macon,95,61,43,55,88,64,1,2839
Tennessee,Madison,95,40,57,27,4,75,84,2841
Tennessee,Marion,95,56,92,57,26,47,14,2844
Tennessee,Marshall,95,53,50,88,66,44,33,2848
Tennessee,Maury,95,18,14,72,18,25,86,2850
Tennessee,Meigs,95,63,58,42,57,83,62,2854
Tennessee,Monroe,95,29,44,70,60,73,22,2857
Tennessee,Montgomery,95,9,25,79,28,16,89,2859
Tennessee,Moore,95,2,69,16,82,3,4,2863
Tennessee,Morgan,95,47,62,24,38,50,40,2866
Tennessee,Obion,95,48,72,75,54,27,80,2872
Tennessee,Overton,95,72,34,18,55,55,46,2875
Tennessee,Perry,95,81,18,66,95,89,4,2878
Tennessee,Pickett,95,52,64,58,83,91,20,2881
Tennessee,Polk,95,77,83,76,76,31,81,2883
Tennessee,Putnam,95,13,12,6,47,30,60,2890
Tennessee,Rhea,95,74,87,60,19,34,22,2893
Tennessee,Roane,95,37,39,13,22,14,7,2001
Tennessee,Robertson,95,16,5,47,64,12,71,2011
Tennessee,Rutherford,95,3,16,32,16,4,65,2015
Tennessee,Scott,95,83,47,38,63,92,9,2020
Tennessee,Sequatchie,95,31,86,69,42,68,3,2025
Tennessee,Sevier,95,20,36,10,23,20,52,2030
Tennessee,Shelby,95,60,54,83,15,88,95,2033
Tennessee,Smith,95,75,4,21,72,28,39,2037
Tennessee,Stewart,95,51,76,67,78,23,19,2041
Tennessee,Sullivan,95,41,40,31,3,19,78,2046
Tennessee,Sumner,95,4,7,17,12,6,88,2050
Tennessee,Tipton,95,38,60,93,46,54,74,2055
Tennessee,Trousdale,95,89,48,54,79,37,43,2062
Tennessee,Unicoi,95,67,28,2,17,17,48,2069
Tennessee,Union,95,58,81,8,32,40,77,2073
Tennessee,Van Buren,95,49,65,48,71,77,64,2077
Tennessee,Warren,95,50,78,84,75,61,35,2081
Tennessee,Washington,95,35,46,26,1,11,57,2085
Tennessee,Wayne,95,68,33,15,93,74,47,2089
Tennessee,Weakley,95,15,42,29,74,35,30,2096
Tennessee,White,95,27,79,46,40,66,26,2100
Tennessee,Williamson,95,1,1,1,5,1,73,2105
Tennessee,Wilson,95,5,29,40,45,2,70,2111
Texas,Anderson,221,206,75,215,52,181,144,2113
Texas,Andrews,221,86,59,118,48,72,1,2117
Texas,Angelina,221,127,169,213,97,162,27,2124
Texas,Aransas,221,173,177,35,135,129,156,2162
Texas,Archer,221,43,16,34,125,17,81,2168
Texas,Armstrong,221,NR,NR,NR,NR,NR,NR,2172
Texas,Atascosa,221,52,218,91,164,139,106,2173
Texas,Austin,221,159,204,56,131,26,218,2177
Texas,Bailey,221,57,73,168,181,108,61,2179
Texas,Bandera,221,63,136,30,114,69,98,2183
Texas,Bastrop,221,74,128,205,98,66,74,2190
Texas,Baylor,221,138,217,65,117,143,1,2192
Texas,Bee,221,62,125,53,180,185,132,2196
Texas,Bell,221,73,86,217,10,93,72,2198
Texas,Bexar,221,58,138,74,16,146,211,2203
Texas,Blanco,221,75,47,75,146,7,36,2207
Texas,Borden,221,NR,NR,NR,NR,NR,NR,2212
Texas,Bosque,221,136,71,55,119,71,173,2216
